,uuid,user_name,text_clean,mentions_name
268077,1043677056522801193, Pusherman , ,
268078,1043677336047996979, NickJ ,tbh the ACL injury was worse,['Pusherman']
268079,1043677418621247489, wildboarz ,,
268080,1043677855130849330, Pusherman ,,
268081,1043678470321999882, Rowow ,I am no where near drunk enough for conspiracy theories,
268082,1043678475673927700, Rowow , ,
268083,1043678502290980984, Pusherman ,Chug it,
268084,1043678546591240252, Rowow ,drank some homemade muscadine wine,
268085,1043678583480123542, Rowow ,not as strong as my bannana wine,
268086,1043678624211013713, Rowow ,my bannana wine is probably almost the same as vodka,
268087,1043678700341821492, Rowow ,1 russian shot of bannana wine 1 american shor of vodka,
268088,1043678856722251886, mushu ,How did that turn out btw And how long was the fermentation period Yeast type used etc ,['Rowow']
268089,1043679323317616691, Rowow ,Lalvin Wine Yeast EC 1118,['mushu']
268090,1043679349418762340, Rowow ,the fermentation was a few months,
268091,1043679379424825355, Rowow ,last time I talked about it was when I started,
268092,1043679418926776394, Rowow ,low alchohol though as I stated,
268093,1043679436689653870, Rowow ,tastes AMAZING,
268094,1043679464560787577, Rowow ,gave my neighbor a bottle and she LOVED IT,
268095,1043679488136986785, Rowow ,said it was the best wine she ever tasted,
268096,1043679531791306792, Rowow ,drinking my wine is another level,
268097,1043679546915958845, Rowow ,NO hang over,
268098,1043679549776478208, mushu ,I was gonna ask about the flavor. Good to hear it tastes great ,['Rowow']
268099,1043679592222838865, mushu ,I d buy a bottle,
268100,1043679805893255239, Pusherman , NickJ Maryland fans dunking on Ohio State fans ,['NickJ']
268101,1043679882388971552, mushu ,The other yeast I ve heard being used for alcohol was Lalvin d47,['Rowow']
268102,1043679990610415667, Rowow ,well this is the same one I used for my bannana wine,['mushu']
268103,1043680127709626458, mushu ,Ah ok I m not sure of the difference between the 2 just heard of d47 before for making mead,['Rowow']
268104,1043680306798010399, mushu ,Gonna pour myself a lot,
268105,1043680331540222023, mushu ,a little,
268106,1043680355116400640, mushu ,a LITTLE,
268107,1043680407310315653, mushu ,Fucking speech to text,
268108,1043680426453106779, Rowow ,yeah good point ill definetly experiment next time,['mushu']
268109,1043680438427861073, Qwert ,It s here Jammies ,
268110,1043680470019354706, Rowow ,it was alot of work picking these grapes so I didnt want to risk it,
268111,1043680540466872410, Hey ,you took it outta the box wtfman ,['Qwert']
268112,1043680602030882957, Rowow ,was 2 days me and my dad just to pick them,
268113,1043680664702165124, mushu ,I might think about experimenting with fermenting alcohol too. I have a gallon glass jar from my sauerkraut fermentation,['Rowow']
268114,1043680711170850888, Qwert ,Yes sir bidenjam ,['Hey']
268115,1043680779126972557, Rowow ,not like typical grapes where they grow in bunches instead muscadine grows individuals,
268116,1043680833518719017, Rowow ,so ur picking individual grapes which is a ton of work,
268117,1043680888946446366, Rowow ,hopefully I can build a automated picker lol,['mushu']
268118,1043680930566516777, Rowow ,I mean my current wine is 100x better than store wine,
268119,1043681021188636692, Rowow ,and most people like low alchahol wine,
268120,1043681059927228557, mushu ,Are grapes picked by hand currently ,['Rowow']
268121,1043681090600185926, Rowow ,its just that im russian so unless im drunk as fuck that I cant type normal then its not enough lol,
268122,1043681189959053384, Rowow ,I think but the issue is picking a clump of grapes is easier than each individual one,['mushu']
268123,1043681208757928036, Rowow ,literally 1000x harder,
268124,1043681215087128648, mushu ,I d take a wine with flavor over a highly alcaholic one,['Rowow']
268125,1043681283211001887, mushu ,Oh ok,['Rowow']
268126,1043681663990911026, mushu ,Interesting that would def slow down the picking time,
268127,1043683620990238820, Fuckboy ,,
268128,1043683682210299975, RSI ,Hello everyone,
268129,1043683771095994388, Swolsby ,Man wtf its been over 3 months for me,['Qwert']
268130,1043684191331692594, Fuckboy ,Hello bitch nice TITS ahahahahah milky milky milky baby thirsty mommy baby want milk suck suck suck suck hahahaha stupid cunt give me those big udders you slut hahahaha tits tit titty me your caveman me use big titty for big bitty hahaha honk honk honk slut cunt mommy honk honk milky baby want more now honk honk honk pitter patter on those big mommy milkies hee hee hee haha haaaa haaaa can t stop the milk truck coming through honk honk all aboard the titty train hee hee woop wooooooo honk honk honk ,
268131,1043684237208985700, mushu ,Mine s still in transit,
268132,1043685185499168808, Deleted User ,Oklahoma St. vs. Oklahoma,
268133,1043685203299794995, leash , Pusherman BOOnewyears roll1D20,"['BOOnewyears  ', 'roll1D20', 'Pusherman']"
268134,1043685228239126548, Deleted User , ,
268135,1043685230562791504, Pusherman ,Hi,['leash']
268136,1043685281678761994, leash ,When pummel party ,['Pusherman']
268137,1043685329737105498, Pusherman ,Weird way to spell cod ,['leash']
268138,1043685388893560874, leash ,Petunia doesn t have cod. Dummy,
268139,1043685430853369876, leash ,Pummel party or golf cozypepe ,
268140,1043685481352802304, Pusherman , pepewaiting ,
268141,1043685622243655710, Rowow ,hello could I please get my xp roles black,['Pusherman']
268142,1043685681244938280, Rowow ,I promise to be a good boy and not get banned anymore,
268143,1043685712278589490, Rowow ,since im cool with all the mods now,
268144,1043685975781548032, Pusherman ,I can t give roles on mobile,
