,uuid,user_name,text_clean,mentions_name
464802,1055998258742313061, lakai ,bi sex racial e girl,['peepee']
464803,1055998309162029186, Boogie ,b r u h,
464804,1055998726633693195, frozety withdraw ,Rowow was doing bathtub stream,
464805,1055998740227424406, frozety withdraw ,u guys missed out,
464806,1055998932322361566, ScottieRippen ,did you see him bathe ,
464807,1055998948092948521, frozety withdraw ,yes,
464808,1055999080519700500, frozety withdraw ,,
464809,1055999114342584351, peepee ,ty for respec my pronouns peepoblush ,['lakai']
464810,1055999170961473548, frozety withdraw ,Gosh Rowow is living his life,
464811,1055999198299967568, frozety withdraw ,gay shit,
464812,1055999242499538975, mZk ,All girls are like spaghetti straight until wet,['peepee']
464813,1055999334774214676, peepee ,i m going to tell my pastor this joke,['mZk']
464814,1055999429318017044, Boogie ,b r u h,
464815,1055999440164507708, peepee ,yeah i m italian,['konakona']
464816,1055999508472930355, brokecowboy ,Pineapple on pizza,
464817,1055999528018382948, brokecowboy ,Is great,
464818,1055999584524058684, peepee ,mama mia,
464819,1055999588378619996, ScottieRippen ,nice breeze,
464820,1055999590958121001, Boogie , ,
464821,1055999643617599588, brokecowboy ,Italians should accepta,
464822,1055999780234465351, frozety withdraw , ,['peepee']
464823,1055999799687663636, brokecowboy ,I rather know how many deaths occurred,['ScottieRippen']
464824,1055999816141918208, peepee ,mama mia,['frozety  withdraw ']
464825,1055999837344112672, peepee ,meebol spaget,
464826,1055999897339433040, mZk ,So you know what a scarpetta is then ,['peepee']
464827,1055999915341393950, frozety withdraw ,Why do Italians have big titties,
464828,1055999943451607160, Boogie ,f r,
464829,1056000035705344101, peepee ,idk what a scarpetta is bc i m a liar,['mZk']
464830,1056000067670118440, Neversafeforlife ,My city hit 55f a couple days ago. Yall are wusses,['brokecowboy']
464831,1056000071109447700, peepee ,i m not italian that was a bit,
464832,1056000136741933098, Fuckboy ,,
464833,1056000144333619260, frozety withdraw , Hmm ,
464834,1056000190609379359, Fuckboy ,,
464835,1056000196175200286, frozety withdraw ,Nevergayforlife,
464836,1056000198616289410, Fuckboy ,,
464837,1056000223580786728, frozety withdraw ,Toronto is cummed,
464838,1056000242048303164, Fuckboy ,,
464839,1056000302609866752, Boogie ,ouu nice was wondering what the weather is in irvine,
464840,1056000318309142538, mZk ,Well I ll tell you. The literal translation is a tiny shoe. But it is actually the act when you take a piece of bread to mop up the sauce from the plate with,['peepee']
464841,1056000340350222396, Neversafeforlife ,Lol its not 1 in calgary. I d post pics but agonylmfaoo ,['frozety  withdraw ']
464842,1056000554549133322, peepee ,omg ty for the fun fact pepepoggers i lub garlic bread and pasta combo to clean up the sauce,['mZk']
464843,1056000610887028736, Boogie ,fr,
464844,1056000672820113510, ,All join wsb rowow hot tub,
464845,1056000712863125534, ,Wsb vc,
464846,1056000738444189796, brokecowboy ,I do this but I am not Italian,['peepee']
464847,1056000809457946684, peepee ,lost in da sauce,['brokecowboy']
464848,1056000854878076968, leash , Mona ,
464849,1056000856127971429, brokecowboy ,I m Mexican,
464850,1056000906321199184, brokecowboy ,Tacos for all,
464851,1056000929238888468, chromeowl ,hi mexican im chromeowl,['brokecowboy']
464852,1056001043294601276, SixFigures ,man i had a small car accident,
464853,1056001079256563834, frozety withdraw ,How are you relate to Messi ,['brokecowboy']
464854,1056001126278901900, chromeowl ,its dangerous out there stay safe,['SixFigures']
464855,1056001148743602176, SixFigures ,yueah im home now,
464856,1056001159212568667, brokecowboy ,Actual nemeses,['frozety  withdraw ']
464857,1056001160818991245, SixFigures ,im gonna chill,
464858,1056001209045090375, mZk ,Now you can impress everyone and they will think that you are italian when you do it,['peepee']
464859,1056001327693574234, brokecowboy ,Drink the car fluids that way you become a car yourself,['SixFigures']
464860,1056001385491087410, SixFigures ,the other guys car was worse,['brokecowboy']
464861,1056001421830520842, brokecowboy ,Is he ground beef,
464862,1056001437043281940, SixFigures ,no,
464863,1056001442143551508, SixFigures ,lol,
464864,1056001454164430908, brokecowboy ,You might wanna season him,
464865,1056001533508067328, ,rowow exclusive hot tub wsb vc,
464866,1056001732892696646, brokecowboy ,Is he using his dick like a shark fin,['           ']
464867,1056002491294167130, Blu , hesright ,['           ']
464868,1056002697628766228, frozety withdraw ,,['           ']
464869,1056002708210982933, frozety withdraw , ,
464870,1056003178291806269, NickJ ,idk i make fun of rowow because cornman funny when mad,
464871,1056003289344376835, chromeowl ,is rowow corn bill gates ,
464872,1056003326401064970, Rowow ,im streaming in the jacuzii,
464873,1056003331358728312, Rowow ,join vc,
464874,1056003342763044924, Rowow ,and getting drunk,
464875,1056003595381772369, wildboarz ,Can you do some pig swimming lessons,
464876,1056003776466661416, peepee ,the greatest egirl of all time,['frozety  withdraw ']
464877,1056003897912725605, Trojanknight ,Idk how I am getting back home from work jfc,['ab tract']
464878,1056003935908937748, peepee ,everyone that dunks on rowow only do it bc they wish they were him,['konakona']
464879,1056004002082471976, s76.Petunia ,Looking handsome as always,['ab tract']
464880,1056004039172694086, Rowow ,stfu simp,['peepee']
464881,1056004150925733968, TUMULTUOUSBEEF ,LEAVE HER ALONE,['Rowow']
464882,1056004152838336522, brokecowboy ,Farm life is a punishment,
464883,1056004180415889428, Boogie , hesright ,['peepee']
464884,1056004202754736149, brokecowboy ,No source needed,
464885,1056004207104241665, Rowow ,stfu u didnt win biggest simp,['TUMULTUOUSBEEF ']
