,uuid,user_name,text_clean,mentions_name
312741,1047301274766430289, mushu , kekw kekw kekw ,
312742,1047301639930908682, mushu , i kill stick bugs Stick bugs are cool don t kill them,['i kill stick bugs']
312743,1047302194300457011, Yellow Monkie Man ,real talk though you can tell if a company is soleless by its toilet paper,['mushu']
312744,1047302711185518602, mushu ,BYOTP degenkek ,['Yellow Monkie Man']
312745,1047302774267842611, Gannondorf ,bro why tf even go to an office anymore,
312746,1047302807570612325, Gannondorf ,shits so 2018,
312747,1047303052572499998, Yellow Monkie Man ,because otherwise you ll be unproductive and lazy,['Gannondorf']
312748,1047303369464742029, mushu ,Corporate culture or some bullshit like that,['Gannondorf']
312749,1047303571617615922, Gannondorf ,if there was no commute id prolly still go but man whern they did back to office i realized how shitty actually going into an office is,
312750,1047303633026416701, Gannondorf ,free coffe is coo doe,
312751,1047303838949965925, PP ,Goddamn Texas Roadhouse is closed what the hell,
312752,1047303840015327312, CAPT T. FRAUD ,Fuck me,
312753,1047303891303276674, CAPT T. FRAUD ,I just choked R6s so hard,
312754,1047304692264341504, Pusherman ,,
312755,1047304762057568348, CAPT T. FRAUD ,Rest in piss pisseyes,['Pusherman']
312756,1047305471587000472, Gene , ,
312757,1047305603187494952, Yellow Monkie Man ,did you escape your handler again Gene,['Gene']
312758,1047305637417201674, chromeowl ,i am not the biggest apple fan but even i feel like elon s fight against apple is eye roll worthy,
312759,1047305668517969950, Gene ,ima bout to escape this universe if you know what i mean,
312760,1047305713103405116, Yellow Monkie Man ,dont do it ,['Gene']
312761,1047305739259097108, Gene ,the apple fanboys outnumber tesla fanboys 10 to 1,['chromeowl']
312762,1047305848000610314, Yellow Monkie Man ,apple isnt nearly what they used to be,
312763,1047305873443270756, Yellow Monkie Man ,people have caught on,
312764,1047305946881339422, Gene , There are more than 1.2 billion iPhone users in the world as of 2022. Only about 2 million tesla drivers,
312765,1047305972378509384, mushu , pepepoggers pepeoo zyzz PepoDance party ,
312766,1047306006377537597, Eefoe ,Ya cuz phones are cheaper than electric cars,
312767,1047306067182362644, Eefoe ,That a sex thing ,['mushu']
312768,1047306090511089784, Gene ,idk you can buy 15 phones or a car,
312769,1047306097507192832, Gene ,make the choice,
312770,1047306120445833216, Eefoe ,15 phones ,
312771,1047306128805089301, chromeowl ,apple has laid a good foundational design a decade after Steve Jobs,
312772,1047306151106187304, Eefoe ,Boy wtf are you getting your phones from,
312773,1047306181187743887, Gene ,i bought my used EV for like 18k,
312774,1047306186573217802, armhad Ex Leetcode dev ,Just buy funko,['mushu']
312775,1047306209591566397, Gene ,phones are like 1.2k each,
