,uuid,user_name,text_clean,mentions_name
68855,1032443055883694190, ChickenRamen ,hey,['n.']
68856,1032443145490812979, jackie g , Miss Mu k,['Miss Mu k']
68857,1032443170396573716, , ,
68858,1032443177346539521, ChickenRamen ,hey.,['jackie g']
68859,1032443180165115984, Pusherman ,AARON JUDGE,
68860,1032443198208999524, Pusherman ,AARON FUCKING JUDGE,
68861,1032443208556359750, Pusherman ,FOR PRESIDENT,
68862,1032443240340791299, Fuckboy ,Member ThickGary Dell Abate not found.,
68863,1032443248993652916, n. ,Stop I can only fap so many times at once,['       ']
68864,1032443268782358619, james2 ,Have a good day,
68865,1032443276021731399, n. ,Stronk women,
68866,1032443285198864384, n. , pepepickle ,
68867,1032443313145532446, ,Thick thighs,
68868,1032443334217703474, ChickenRamen ,hey,['       ']
68869,1032443362873188362, Pusherman ,MY HEART WAS IN MY ASSHOLE DURING THAT PLAY HOLY FUCK,
68870,1032443366761304145, ,Hi,['ChickenRamen']
68871,1032443375279935520, Fuckboy , You have just given ThickGary Dell Abate G.E.D. a reputation point ,[' ThickGary Dell Abate G.E.D.']
68872,1032443393697128500, ChickenRamen ,hello,['       ']
68873,1032443414341488811, n. ,Bruh that man s is still hitting homies ,['Pusherman']
68874,1032443427884912650, jackie g ,Hey good looking what you got cooking How s about cooking something up for me ,['ChickenRamen']
68875,1032443435610820698, n. , sheeesh ,
68876,1032443437200445491, ThickGary Dell Abate G.E.D. ,who was that,
68877,1032443455630217307, Fuckboy , You have just given ovoandy a reputation point ,['ovoandy']
68878,1032443463188357150, ChickenRamen ,hey.,['jackie g']
68879,1032443487393689601, skrvio ,She can sit on my face,['       ']
68880,1032443504271568977, Pusherman ,No he just saved 2 runs with his defense lmao,['n.']
68881,1032443546046844958, jackie g ,Hey,['ChickenRamen']
68882,1032443546701140008, ,Wyd,['ChickenRamen']
68883,1032443554750017566, james2 , hesright ,
68884,1032443572412219475, ChickenRamen ,hey,['       ']
68885,1032443586127613993, ChickenRamen ,hey.,['jackie g']
68886,1032443596030345277, ,Hey,['ChickenRamen']
68887,1032443612593664070, n. ,Tfw triple threat player,['Pusherman']
68888,1032443614246211584, jackie g ,Hey,['ChickenRamen']
68889,1032443649679695962, ChickenRamen ,hey,['       ']
68890,1032443652452134992, , ,['skrvio']
68891,1032443656717738024, skrvio , ,['ChickenRamen']
68892,1032443677433405453, Pusherman ,,
68893,1032443686480519178, skrvio ,You wouldn t let her tf ,['       ']
68894,1032443690653863956, ,Hey,['ChickenRamen']
68895,1032443694109966440, ChickenRamen ,hey.,['skrvio']
68896,1032443713131126866, ChickenRamen ,hey..,['jackie g']
68897,1032443728557789194, ChickenRamen ,hey.,['       ']
68898,1032443731351183430, ,I would,['skrvio']
68899,1032443749931958362, skrvio ,Exactly,['       ']
68900,1032443760392556545, jackie g ,Hey ,['ChickenRamen']
68901,1032443766977609778, n. ,Balls to the wall,['Pusherman']
68902,1032443768936349726, ,hey.,['ChickenRamen']
68903,1032443775370412102, skrvio ,Mouth watering type good,
68904,1032443788796366958, skrvio , pepohappy ,
68905,1032443792395083806, james2 ,Shrimp in the barby,
68906,1032443797247905824, ChickenRamen ,hey,['jackie g']
68907,1032443815098847243, ChickenRamen ,hey.,['       ']
68908,1032443837320278036, jackie g ,Hey .,['ChickenRamen']
68909,1032443846715514952, ,Hi,['ChickenRamen']
68910,1032443849869635664, skrvio ,Chicken ramen,
68911,1032443861768863784, skrvio ,Why not beef ramen,
