,uuid,user_name,text_clean,mentions_name
425063,1053823914360438976, Lovelace ,if i remember right i was staying in the same cabin as Evangeline Lilly s character,
425064,1053823951496810506, elrizzabeth ,Whitey tighties,
425065,1053823955611439104, lakai ,like epstein ,['Bordeaux Papa Quant Doctah']
425066,1053823966705356880, ThickGary Dell Abate G.E.D. ,could you still smell her vag,['Lovelace']
425067,1053823984883470356, ThickGary Dell Abate G.E.D. ,was there a linger,
425068,1053823985768476722, Lovelace ,i d bang michelle obama,
425069,1053823989757251705, Bordeaux Papa Quant Doctah ,LMFAO,['lakai']
425070,1053824008954593413, CAPT T. FRAUD ,Get one of them with a big silver and jewel piece in it,
425071,1053824016848265346, ThickGary Dell Abate G.E.D. ,DID YOU HAVE TO LET IT LINGER,
425072,1053824017083138068, Lovelace ,not that she d let me,
425073,1053824017259303052, Some Fucking New Yorker , leash if you change your pfp to anything but that bitches face ideally a pair of tits i will rep you,['leash']
425074,1053824086834425896, elrizzabeth ,Are you talking about obamas wife s smell ,[' ThickGary Dell Abate G.E.D.']
425075,1053824133726740570, ThickGary Dell Abate G.E.D. ,whoever the fuck evangeline lilly is,['elrizzabeth']
425076,1053824144736792596, Lovelace ,unfortunately all i could smell was sawyer s dick cheese,[' ThickGary Dell Abate G.E.D.']
425077,1053824154782158888, elrizzabeth ,Oh idk who that is,
425078,1053824196880371742, Lovelace ,she played Kate on lost,
425079,1053824244708016128, Lovelace ,baddie,
425080,1053824254254256149, elrizzabeth ,Gary is so raunchy,
425081,1053824267109797938, ThickGary Dell Abate G.E.D. ,my ultimate goal is to move to asia and never know who a celebrity is from america again,
425082,1053824271492853830, CAPT T. FRAUD ,One time I was lost,
425083,1053824296323141743, CAPT T. FRAUD ,S9 I kept driving,
425084,1053824315931500564, ThickGary Dell Abate G.E.D. ,imagine all that free time,
425085,1053824319156920410, CAPT T. FRAUD ,Then got back home,
425086,1053824418360610947, leash ,sorry i dont need the attention like some females. i will leave it as is.,['Some Fucking New Yorker']
425087,1053824424148746280, ThickGary Dell Abate G.E.D. ,the fact that i know twitch celebrities is reason enough to rope,
425088,1053824467920486550, ThickGary Dell Abate G.E.D. ,those people are glorified homeless,
425089,1053824485117153311, ThickGary Dell Abate G.E.D. ,begging for money,
425090,1053824520714203249, CAPT T. FRAUD ,Hurrr durr I m not like other females,['leash']
425091,1053824543967428638, Some Fucking New Yorker ,alright jsut trying to conduct a productive fucking transaction but alright,['leash']
425092,1053824546458845224, CAPT T. FRAUD ,This is how Rome fell,
425093,1053824599206395955, leash ,i didnt say other just some. lots of girls here dont need attention,['CAPT T. FRAUD']
425094,1053824610736541717, CAPT T. FRAUD ,You let women into society because they say I m not like other women ,
425095,1053824638502838314, elrizzabeth ,Did the London bridge really fall down at one time,
425096,1053824675437883442, HDX UZI ,Spy puts,
425097,1053824686376616096, CAPT T. FRAUD ,It s in Arizona,['elrizzabeth']
425098,1053824686636679338, HDX UZI ,Next week,
425099,1053824710493872248, elrizzabeth , weirdkekw ,
425100,1053824752239783967, Bordeaux Papa Quant Doctah ,yeah your mom stood on it,['elrizzabeth']
425101,1053824762431934564, ThickGary Dell Abate G.E.D. ,do the wheels on a bus actually go round n round,['elrizzabeth']
425102,1053824775547527289, leash ,i have plenty of reps. ty tho,['Some Fucking New Yorker']
425103,1053824858200477696, ThickGary Dell Abate G.E.D. ,having reps is like being voted the biggest retard,
