,uuid,user_name,text_clean,mentions_name
449802,1055274090426023946, bubu ,I can t be drafted because I m a quaker ,
449803,1055274126299889714, bubu ,I planned this out,
449804,1055274799502479380, NickJ ,,
449805,1055275012447293440, Fuckboy , You have just given leash a reputation point ,['leash']
449806,1055275037558591538, Hey , xmas ,
449807,1055275109469921320, Swolsby ,Here you go,['Rowow']
449808,1055275122866520205, leash , xmas ,['Fuckboy']
449809,1055275457144176690, Fuckboy , P P game die 3 game die ,['P P ']
449810,1055275499770871888, Fuckboy , P P ,['P P ']
449811,1055275529676275762, PP , PepeDed ,
449812,1055276146327040031, echelon ,yes XIR,
449813,1055276152601710622, echelon , ,
449814,1055276426548486215, CAPT T. FRAUD , ,
449815,1055276640596394106, echelon ,,
449816,1055277215438340166, Rowow ,id love to go to stanford and say these words then sue for first amendment when I get kicked out,
449817,1055277223470444544, Rowow ,ez ,
449818,1055277379016208405, CAPT T. FRAUD ,I m an American master with 7 thousand man hours while killing two birds at once my family has been grandfathered into this country by blood and by white paper whose brave ness dominated the west,['echelon']
449819,1055278097731158027, ScottieRippen ,you told me you re black,['CAPT T. FRAUD']
449820,1055279287437107371, Pusherman ,69,
449821,1055279853433278544, s76.Petunia ,Did Lakai get that for Rowow ,['Pusherman']
449822,1055279916125523988, Pusherman , best of wsb awards,['s76.Petunia']
449823,1055280006974152786, s76.Petunia ,Oh wtf,['Pusherman']
449824,1055280784908501042, Thatskindawild ,What s wrong with you man ,['NickJ']
449825,1055280916710297671, Thatskindawild ,I literally downloaded red dead 2 to fucking destroy strangers,
449826,1055281122398961666, rist ,zoomers soon,
449827,1055281791050731542, Deleted User ,Ye was assaulted,
449828,1055281952938274816, Deleted User ,Justliz is a weirdo,
449829,1055281975927263253, Deleted User ,I m suing,
449830,1055283125598556270, leash ,Zoom.,
449831,1055283210914889728, Pusherman ,Zoom,
449832,1055283251192807425, elrizzabeth ,You sent me your dick,
449833,1055283328888078356, elrizzabeth ,Like you honestly look like slender man,
449834,1055283340078489672, leash ,How dare you send solicited dick pics,
449835,1055283349230465164, elrizzabeth ,Irl,
449836,1055283435800899694, elrizzabeth ,I don t recall asking for it at all but I m not tryna be a bitch,
449837,1055283726642335755, Fuckboy ,Today s love horoscope for Capricorn is The celestial alignment may create a situation where you find your true love at a career related virtual meeting or event. This will certainly take you by surprise and will prove to be a more life changing event than you would have initially thought possible. From an innocent and unpretentious beginning some great and wonderful things will certainly emerge. Fate works in very strange ways at times Dec 21 2022 ,
449838,1055283790223786057, Fuckboy ,Your fortune is ,
449839,1055283791398187080, Fuckboy ,Lucky numbers Lotto 5 8 16 24 36 40 Daily numbers Pick3 012,
449840,1055283831558643802, Fuckboy ,Today s horoscope for Cancer is Try not to see the negative in everything today Cancer. Concentrate on the positive. You will pick up subtle signals from others that can be very helpful as you gather data throughout the day. As you proceed through it keep in mind that everything need not be a race to the finish line. Enjoy where you are now. There s no reason to rush to the next activity if you re having fun. Dec 21 2022 ,
449841,1055283917856456767, Fuckboy ,,
449842,1055283963133952091, Fuckboy ,,
449843,1055284033631821905, Rowow , ,
449844,1055284377329864804, elrizzabeth ,Who deleted ,
449845,1055284795636195380, Rowow ,HOLY SHIT YOU HAVE ALOT OF PINGS,
449846,1055284855577002024, Luis AMD ,Yooo,
449847,1055284886249947167, Rowow ,just read them like a normal person,
449848,1055284903492726906, Rowow ,quit ignoring people smh,
449849,1055284957943181404, Rowow ,I thought meggy was bad with 20,
449850,1055285166764998686, Pusherman ,Stop posting it,
449851,1055285182443302953, Pusherman ,Jfc,
449852,1055285238533734491, Luis AMD ,Because we don t care,
449853,1055285244300890122, Fuckboy ,,
449854,1055285261816303646, Pusherman ,Nobody cares about you getting dick pics Liz,
449855,1055285311502041139, Luis AMD ,Seriously,
449856,1055285329617231922, Fuckboy ,,
449857,1055285335061450793, Luis AMD ,Don t you get enough attention,
449858,1055285363339448351, Luis AMD , ,
449859,1055285459221233744, Luis AMD ,Too busy buying spy calls,
449860,1055285465550426202, dink ,,
449861,1055285619036786728, DomesticDad ,i got a shroom bar,
449862,1055285654046638140, DomesticDad ,posted it in vc,
449863,1055287568129871892, Mona ,Don t pepenotes send pepenotes liz pepenotes my pepenotes dick pepenotes ,
449864,1055287633774907463, bubu ,I never really sent a dick pic,
449865,1055287663512526908, Fuckboy ,,
449866,1055287668197556395, bubu ,Not intentionally anyway,
449867,1055287693505986680, Pusherman , ,
449868,1055288247670034523, dizzy , ,
449869,1055288362702999593, bubu ,Trumps taxes summary 2015 negative income 31.7 million taxable income 0. Paid 641 931 tax. 2016 negative income 31.2 million taxable income 0. Paid 750 tax. 2017 negative income 12.8 million taxable income 0. Paid 750 tax. 2018 positive income 24.4 million taxable income 22.9 million. Paid 999 466 tax. 2019 positive income 4.44 million taxable income 2.97 million. Paid 133 445 tax. 2020 negative income 4.69 million taxable income 0. Paid 0 tax. Claimed a REFUND of 5.47 million.,
449870,1055288763888177192, I Can t Believe It s Not Butter ,is the ukranian army going to win,
449871,1055288809845166100, bubu ,Define win,
449872,1055288811430625300, Rowow ,its a psiops,
449873,1055288892716240897, NickJ ,psyops,
449874,1055288979366359140, SixFigures , ,
449875,1055288989797597274, I Can t Believe It s Not Butter ,remove russian army from ukranian land and take back crimea and get rid of donetsk and luhansk republics,['      bubu']
449876,1055289051705528393, Dashie , cozypepe ,
449877,1055289141585264682, Pusherman ,,
449878,1055289211680469012, Loocid36 ,Send your money to Ukraine or you re a bigot something something transphobe racist something I like gay anal sex,
449879,1055289226062745690, JohnnyBoy ,Already saved,['Pusherman']
449880,1055289244131790848, I Can t Believe It s Not Butter , ,['Loocid36']
449881,1055289250943336518, JohnnyBoy ,Are you looking for Keks,
449882,1055289258249834607, JohnnyBoy ,I ll send,
449883,1055289285244358726, Pusherman ,Always,['JohnnyBoy']
449884,1055289288767590421, JohnnyBoy , kekw kekw kekw ,['Pusherman']
449885,1055289316210917396, NickJ ,,
449886,1055289333675982859, NickJ ,lookout lakai,
449887,1055289617097703454, SnoopDOGGE ,You should repost the unsolicited ones in main,['elrizzabeth']
449888,1055289716653690900, NickJ ,why do you want to see dicks ,['SnoopDOGGE']
449889,1055289854503698492, bubu ,The country is ravaged. Infrastructure gone. Most migrated out or dead. A generation broken. They have lost no matter what. Russia has little chance of taking over Ukraine in full it was never there plan. There goal posts they already won. Ukraine has already pushed back some claimed land from the invasion. So in some sense they also won. Crimea is fucked. Russia wants it desperately. Ukraine isnt fighting directly to take it because they know having it land locked pisses russia off more. I would argue there is high chance Ukraine takes some land back but in the frozen winter no one will move much.,
449890,1055289864049926155, Fuckboy ,,
449891,1055289989228937286, SnoopDOGGE ,I don t,['NickJ']
449892,1055290070460026940, JohnnyBoy ,Just popped an Edible with a puppy white wine and red sauce,
449893,1055290079574241311, JohnnyBoy ,AMA,
449894,1055290133395542158, SnoopDOGGE ,Imagine how embarrassing though,
449895,1055290181562929242, SnoopDOGGE ,Or repost on new wsb,
449896,1055290209064996924, bubu ,Just remember to invest in steel once the war ends,
449897,1055290227834499112, SnoopDOGGE ,Repost in public place,
449898,1055290306632884265, JohnnyBoy ,,
449899,1055290381627043931, NickJ ,PUPPY,
449900,1055290398878220299, bubu ,Heck. Even stone and brick costa have gone up 5x,
449901,1055290406847398039, JohnnyBoy ,11 weeks,
449902,1055290423788195880, JohnnyBoy ,Fluff,
449903,1055290454721171498, I Can t Believe It s Not Butter ,what if volodyumr zzelenskyy has sex with putin,['      bubu']
449904,1055290481715707994, I Can t Believe It s Not Butter ,and makes his prostate massage to cum,
449905,1055290483473125386, MotoMana ,I m offended I wasn t nominated for main character or biggest simp,
449906,1055290483959664720, Rowow ,really cringe and disgusting to hear people advocate for war and killing people,
449907,1055290490297270342, leash , peepoheart peepoheart ,['JohnnyBoy']
449908,1055290511319113849, MotoMana , hmm ,
449909,1055290535880949811, JohnnyBoy ,Baby girl has small ear infection that could be caused by drool from playing with other dogs,
449910,1055290543476834354, Rowow ,yes you did you failed miserably...,['MotoMana']
449911,1055290583897362512, leash ,You are. Dagel.,['MotoMana']
449912,1055290640935694336, JohnnyBoy ,Normalizing her taking ear drops for the future,
449913,1055290661185785907, JohnnyBoy ,I play w the dogs ears,
449914,1055290680383123519, leash ,I voted for simp cozypepe ,
449915,1055290692538208357, Pusherman ,You were nominated for biggest simp retard,['MotoMana']
449916,1055290735370436648, JohnnyBoy ,Did I get nominated for anything ,
449917,1055290765674295350, MotoMana ,Oh there are some that are just ID s so couldn t tell,['Pusherman']
449918,1055290774687850506, MotoMana ,If it was me,
449919,1055290836486737950, bubu ,Putin has prostate cancer. No bum sex for him,['I Can t Believe It s Not Butter ']
449920,1055290840345481258, SixFigures ,.it says melder ,
449921,1055290851925970955, Pusherman ,Johnniest Boy,['JohnnyBoy']
449922,1055291024714506240, JohnnyBoy , gigachad gigachad gigachad ,['Pusherman']
449923,1055291054670225438, JohnnyBoy ,Mila,['leash']
449924,1055291109435248680, Devils Muskrat ,lol,
449925,1055291165043347536, Devils Muskrat ,do i get jewist jew ,
449926,1055291196307673228, Rowow , pepecringe ,
449927,1055291208651509770, Rowow ,ur not a jew,
449928,1055291275110260746, Devils Muskrat ,your not a main charater,['Rowow']
449929,1055291295754637352, I Can t Believe It s Not Butter ,damm,['      bubu']
449930,1055291316080234588, Rowow ,ur ,['Devils Muskrat']
449931,1055291333234921482, Rowow ,cope,
449932,1055291339576725595, leash ,I liked Mike better,['JohnnyBoy']
449933,1055291388507471983, Fuckboy ,leash s Avatar URL ,
449934,1055291395960733827, MotoMana ,Helga the lunch lady,
449935,1055291422015766610, bubu , John boy John Boy got a fight for you,"['JohnnyBoy', 'John boy', 'John Boy']"
449936,1055291503796310047, leash ,711,
449937,1055291521743736924, Pusherman ,7 11,
449938,1055291529947791471, leash ,Yes. The Russian,['MotoMana']
449939,1055291532653105274, Pusherman , prayge ,
449940,1055291538126680114, Devils Muskrat ,rip,
449941,1055291540181893221, bubu ,1 11,
449942,1055291678900092959, MotoMana ,Lol the macarena just came on kekw ,
449943,1055291721535213628, bubu ,Why are there 2 people called JohnNoArms JohnNoArms,"['JohnNoArms', 'JohnNoArms']"
449944,1055291722839633921, MotoMana ,lets all macarena yall,
449945,1055291734415921234, kreso2x ,hello fuckers,
449946,1055291747695071252, MotoMana , ,
449947,1055291748345188442, Devils Muskrat ,If it was 9am in New York why didn t they warn us in Europe when it was only 5am. They knew for 4 hours and did nothing,
449948,1055291764442927154, leash , ,
449949,1055291772370161704, lakai ,e girl battle for 2nd place,
449950,1055291782998523914, MotoMana , ,
449951,1055291822274007041, LevissimusRyan ,2.11,
449952,1055291890087514162, leash ,Don t care gigachad ,['Levissimus Ryan ']
449953,1055291905056964688, Devils Muskrat ,all e girls should tie for 2nd. It ll give them all complexes,['lakai']
449954,1055291918856224768, leash ,Yours is different,['lakai']
449955,1055291938791755826, LevissimusRyan , peepoclassy ,['leash']
449956,1055291990343954492, Rowow ,is mine glitched I see 42 on leash s,['lakai']
449957,1055292005497970779, kreso2x ,e girls ye or ney,
449958,1055292038649741353, leash ,49 weirdkekw ,
449959,1055292101698539600, Rowow ,42 my bad,
449960,1055292119113285642, Devils Muskrat ,npc is being self aware,
449961,1055292124632973393, leash ,,
449962,1055292136192475206, Devils Muskrat ,time to cut it,
449963,1055292159793827871, Fuckboy ,,
449964,1055292164369813594, bubu ,That old screenshot ,['lakai']
449965,1055292165338693662, leash ,Ya. 42 on mine.,
449966,1055292188273160253, MotoMana ,yeah I was gonna say I think his is out of date,['leash']
449967,1055292206887473252, Devils Muskrat ,ITS RIGGED,
449968,1055292211165671534, bubu ,Selling egirl vote,
449969,1055292309886996543, MotoMana , leash writing your acceptance speech ,['leash']
449970,1055292359476260884, Devils Muskrat ,egirls cant vote,['      bubu']
449971,1055292383622869003, leash ,Did you vote for me cozypepe ,['MotoMana']
449972,1055292412756508692, MotoMana ,yes,['leash']
449973,1055292420864098374, bubu ,Im not voting for an egirl unless i get paid too,
449974,1055292426178277397, mZk ,ani te ayen yehuden,['Devils Muskrat']
449975,1055292452740812910, Devils Muskrat , I d like to thanks all my simps and onlyfans subscribers,['MotoMana']
449976,1055292463952179281, leash , Pusherman pay him,"['      bubu', 'Pusherman']"
449977,1055292524308213883, bubu ,Pusherman is a good egirl,
449978,1055292602695548968, leash , agonylmfaoo ,
449979,1055292664481861682, Devils Muskrat ,i didnt know you had autism,['mZk']
449980,1055292667111673947, leash ,Snitch,
449981,1055292729824903289, Fuckboy ,leash s balance is 334 309 WSBux,
449982,1055292751207485580, Devils Muskrat ,I mvoting for liz now,
449983,1055292751907926016, Fuckboy ,konakona s balance is 2 930 580 WSBux,
449984,1055292848150425670, Devils Muskrat , lostmyvote,
449985,1055292936524402729, NickJ ,I refuse to vote in the e girl poll,
449986,1055292966647890030, Pusherman ,Vocch your vote only counts as 3 5ths of a vote,
449987,1055293009496916058, leash ,You voted peepee,['NickJ']
449988,1055293080372265020, peepee ,if u voted me change ur vote to leash or liz pleas,
449989,1055293094360268930, NickJ ,doesnt appear that way,['leash']
449990,1055293127264579634, Devils Muskrat ,...,['Pusherman']
449991,1055293155274129548, leash , ,['NickJ']
449992,1055293168280670278, I Can t Believe It s Not Butter ,russia will eventually mobilize more and more of their men,
449993,1055293185515061310, mZk , ,['Devils Muskrat']
449994,1055293194180493392, I Can t Believe It s Not Butter ,there are rumors of 500 000 conscription,
