,uuid,user_name,text_clean,mentions_name
0,1029433615685267487, . ,first ever to talk in new main prayge ,
1,1029433704159924304, mik ,2nd,
2,1029433715249651723, mik , pepecheers ,
3,1029433751631052945, mik ,3rd,
4,1029433755523350528, mik ,4th,
5,1029433762011942962, mik ,5th,
6,1029433891532046366, Zombie ,hello,
7,1029434063162986507, Pusherman ,7th,
8,1029434975109525534, Ritchie ,New changes ,
9,1029435110719754291, CA H COW ,test,
10,1029435117195763772, CA H COW ,what the fuck,
11,1029435137504583733, CA H COW ,did you just delete s o,
12,1029435150427246653, CA H COW , pepeAgony ,
13,1029435192147968000, mcmoney ,its back,
14,1029435224137941012, CA H COW ,hedgies launch their most absurd attack while market is poomping,
15,1029435236196548618, CA H COW ,this is all a distractionb,
16,1029435377393619046, Fuckboy , Ranking Statistics for Guts ,['Guts']
17,1029435617257464001, BOOnewyears ,Whoops,
18,1029435808362545243, Dashie ,What happened to main,
19,1029435876612243516, ThickGary Dell Abate G.E.D. ,remember when main was the best,
20,1029435889178390559, ThickGary Dell Abate G.E.D. ,now its the same 20 people,
21,1029435899659964496, ThickGary Dell Abate G.E.D. ,losers,
22,1029435943746281482, christuhfur ,new main,
23,1029435951027601438, christuhfur ,who dis,
24,1029436098423816293, christuhfur ,i lost hella messages bruv,
25,1029436113586229321, pyth ,Why did the mods wipe main,
26,1029436202845212773, pyth ,They did this in March too,
27,1029436303248466000, Dashie , prayge ,
28,1029436372861337661, BOOnewyears ,Reach out to your friends stuck in old main,
29,1029436425571160195, . ,Hey guys this isn t easy to say and a lot of you might not care but I m actually not going to be on discord for a while I m in the hospital. I was on a flight to NYC and somehow I don t know how Yungin was on my flight. We tried to stop him but he was able to detonate his hot dog bomb and we landed in Rowows corn field in Iowa. 36 people died I m lucky to be alive I love you guys.,
30,1029436495033008208, ThickGary Dell Abate G.E.D. ,new quarter,['pyth']
31,1029436515845144676, pyth ,Wait I just realized you guys might of hidden the channel,['BOOnewyears  ']
32,1029436524992921680, pyth ,Not deleted it,
33,1029436537760383057, christuhfur ,Hey guys this isn t easy to say and a lot of you might not care but I m actually not going to be on discord for a while I m in the hospital. I was on a flight to NYC and somehow I don t know how Yungin was on my flight. We tried to stop him but he was able to detonate his hot dog bomb and we landed in Rowows corn field in Iowa. 36 people died I m lucky to be alive I love you guys.,
34,1029436641737187419, LavaRocks , elle ,['leash']
35,1029436667762851850, . , ,['christuhfur']
36,1029436763313283102, CA H COW ,non nazi translation attention please In principle we only process the personal data of our users to the extent that this is necessary to provide a functional website and our content and services. The processing of personal data of our users takes place regularly only with their consent. An exception applies in cases where data processing is permitted by law. 2. Legal basis for processing personal data This website of the Press and Information Office of the Federal Government Federal Press Office and its individual components are part of the public relations work of the Federal Press Office. The legal basis for the processing of personal data in the context of this public relations work is Article 6 1 point e of the EU General Data Protection Regulation GDPR i. in conjunction with 3 BDSG. Insofar as we obtain consent for the processing of personal data the legal basis is Article 6 1 a GDPR. The legal basis for the processing of personal data that is necessary for the performance of a contract to which you are a party e.g. ordering publications and newsletters is Article 6 1 point e of the EU General Data Protection Regulation GDPR . This also applies to pre contractual measures. 3. Data Erasure and Retention Period Your personal data will be deleted or blocked as soon as the purpose of storage no longer applies.,['lakai']
37,1029436852245118976, christuhfur ,pray 4 me twizz prayge ,['. ']
38,1029436852878463077, BOOnewyears , pepenotes ,
39,1029436902077628486, CA H COW ,basically volkswagen has purchased WSB for a lump sum of 6.9 illion,
40,1029436922990436423, . ,i was on that plane,['christuhfur']
41,1029436981870084197, CA H COW ,this is a german stock enthuisiast VW car mechanics forum now,
42,1029437022244438198, christuhfur , prayge ,['. ']
43,1029437028661743626, CA H COW ,lakai,
44,1029437039810191430, CA H COW ,you forgot to everyone,
45,1029437075675676752, Dashie ,Z,
46,1029437107002937446, Dashie , ,
47,1029437192902295583, pyth ,Is this a steal,
48,1029437202582741052, christuhfur ,Facebook is a joke,['SnoopDOGGE']
49,1029437386247114833, Zombie ,,
50,1029437410825748610, Zombie ,wha dis,
51,1029437417230434464, MojitoMorales Parking Lot Papi ,The prophecy as foretold kekw hmmnote desperate enuf,['desperate enuf']
52,1029437475459973120, CA H COW ,seems like it pepeshrug ,['pyth']
53,1029437488810438656, christuhfur ,yea and META is selling all your data,['SnoopDOGGE']
54,1029437500550303855, CA H COW ,or you can torrent all for free lol,
55,1029437564983185449, CA H COW ,probably amazon,['lakai']
56,1029437588618084482, CA H COW ,i think today is their like prime day deal day shit,
