,raw,timestamp,user,message,file_ind
0,"[01:19] <wulax> hyphenated: well, naturally i already formatted it to ext3...",01:19,wulax," hyphenated: well, naturally i already formatted it to ext3...",0
1,"[01:19] <ahoora> hey guys, what are new features in dapper? any significant improvement?",01:19,ahoora," hey guys, what are new features in dapper? any significant improvement?",1
2,[01:19] <kevor> k htanks SurfnKid,01:19,kevor, k htanks SurfnKid,2
3,[01:19] <kevor> !restricted formats,01:19,kevor, !restricted formats,3
4,[01:19] <wulax> hyphenated: and added a journal,01:19,wulax, hyphenated: and added a journal,4
5,"[01:19] <ubotu> from memory, restricted formats is https://wiki.ubuntu.com/RestrictedFormats or '!codecs'",01:19,ubotu," from memory, restricted formats is https://wiki.ubuntu.com/RestrictedFormats or '!codecs'",5
6,"[01:19] <Schalken> ahoora: looks a helovalot better, for one",01:19,Schalken," ahoora: looks a helovalot better, for one",6
7,[01:19] <kevor> !codex,01:19,kevor, !codex,7
8,"[01:19] <ubotu> Did you get hit by a windmill? Try searching at http://ubuntu.cc.com.au/, kevor",01:19,ubotu," Did you get hit by a windmill? Try searching at http://ubuntu.cc.com.au/, kevor",8
9,[01:19] <hyphenated> wulax: does the problem only happen at boot time?,01:19,hyphenated, wulax: does the problem only happen at boot time?,9
10,[01:19] <kevor> !codecs,01:19,kevor, !codecs,10
11,"[01:19] <ubotu> Binary only codecs (such as w32codecs) can be downloaded from plf or cipherfunk, see !easysource for details on these repositories",01:19,ubotu," Binary only codecs (such as w32codecs) can be downloaded from plf or cipherfunk, see !easysource for details on these repositories",11
12,[01:19] <wulax> hyphenated: yep,01:19,wulax, hyphenated: yep,12
13,[01:20] <kevor> !easysource,01:20,kevor, !easysource,13
14,"[01:20] <ubotu> For an easy to use custom sources.list creator, visit http://ubuntulinux.nl/source-o-matic",01:20,ubotu," For an easy to use custom sources.list creator, visit http://ubuntulinux.nl/source-o-matic",14
15,"[01:20] <NinjaDuck> thanks Schalken, lastnode i got it, just needed to re add the trash icon to a panel, i thought that deleting in anutilus would do the same as rm",01:20,NinjaDuck," thanks Schalken, lastnode i got it, just needed to re add the trash icon to a panel, i thought that deleting in anutilus would do the same as rm",15
16,"[01:20] <wulax> hyphenated: it seems it thinks i is an ext2, though it's an ext3",01:20,wulax," hyphenated: it seems it thinks i is an ext2, though it's an ext3",16
17,=== Zdra [n=zdra@di-pc69.ulb.ac.be]  has joined #ubuntu,,,,17
18,"[01:21] <hyphenated> wulax: odd. I've never attempted that, so I can't help",01:21,hyphenated," wulax: odd. I've never attempted that, so I can't help",18
19,"[01:21] <wulax> hyphenated: ok, thanks anyway",01:21,wulax," hyphenated: ok, thanks anyway",19
20,=== dutch [n=james@cpe-065-190-182-028.nc.res.rr.com]  has joined #ubuntu,,,,20
21,=== kiero__ [n=kiero@86.43.86.33]  has joined #ubuntu,,,,21
22,"[01:22] <hyphenated> I doubt many people have attempted it, compared to the number that have happily used their usb disks as fat32 drives",01:22,hyphenated," I doubt many people have attempted it, compared to the number that have happily used their usb disks as fat32 drives",22
23,[01:22] <wulax> i don't really like fat32 because of the file size restrictions,01:22,wulax, i don't really like fat32 because of the file size restrictions,23
24,[01:23] <spikeb> wait,01:23,spikeb, wait,24
25,[01:23] <ahoora> is it necessary to have a firewall or antivirus running in ubuntu?,01:23,ahoora, is it necessary to have a firewall or antivirus running in ubuntu?,25
26,[01:23] <wulax> which means i can't rip dvd's 8),01:23,wulax, which means i can't rip dvd's 8),26
27,[01:23] <spikeb> you're trying to use an ext2/3 formatted usb key?,01:23,spikeb, you're trying to use an ext2/3 formatted usb key?,27
28,=== jacek [n=jacek@213.235.152.78]  has joined #ubuntu,,,,28
29,=== Jimmey__ [n=james@user-1214.l4.c3.dsl.pol.co.uk]  has left #ubuntu [],,,,29
30,"[01:24] <wulax> spikeb: well, it's an external 300 gb usb-disk",01:24,wulax," spikeb: well, it's an external 300 gb usb-disk",30
31,"=== mithro [n=tim@ppp246-117.static.internode.on.net]  has left #ubuntu [""Ex-Chat""]",,,,31
32,=== harlekin [n=harlekin@i5387BA27.versanet.de]  has joined #ubuntu,,,,32
33,"[01:24] <spikeb> wulax: oh, it's a disk, not a flash drive",01:24,spikeb," wulax: oh, it's a disk, not a flash drive",33
34,[01:24] <lastnode> oh,01:24,lastnode, oh,34
35,[01:24] <wulax> spikeb: nope,01:24,wulax, spikeb: nope,35
36,"=== harlekin [n=harlekin@i5387BA27.versanet.de]  has left #ubuntu [""...]",,,,36
37,[01:24] <spikeb> wulax: that's not unusual then,01:24,spikeb, wulax: that's not unusual then,37
38,[01:25] <wulax> spikeb: it's not?,01:25,wulax, spikeb: it's not?,38
39,"[01:25] <spikeb> wulax: not for a hard drive, no",01:25,spikeb," wulax: not for a hard drive, no",39
40,=== nelly [n=nelly@winax24-247.dialup.optusnet.com.au]  has joined #ubuntu,,,,40
41,[01:25] <Schalken> whats the quickest way to downgrade from 64bit Ubuntu to 32bit?,01:25,Schalken, whats the quickest way to downgrade from 64bit Ubuntu to 32bit?,41
42,=== _SimPlyTheBeSt_ [n=_SimPlyT@87.246.28.67]  has joined #ubuntu,,,,42
