,raw,timestamp,user,message
0,=== evilrick_ [n=evilrick@201.79.249.155]  has joined #ubuntu,,,
1,[05:49] <mudkipdesu> i should just reinstall ubuntu,05:49,mudkipdesu,i should just reinstall ubuntu
2,[05:49] <Andrew250> CarlFK: ok onde,05:49,Andrew250,CarlFK: ok onde
3,[05:49] <Andrew250> CarlFK: done,05:49,Andrew250,CarlFK: done
4,=== Xef|Packetloss [n=josh@CPE-65-30-39-102.kc.res.rr.com]  has joined #ubuntu,,,
5,=== ravendark [n=ravendar@dynamic-acs-72-23-60-16.zoominternet.net]  has joined #ubuntu,,,
6,=== sanyaky [n=indonet@202.159.27.148]  has joined #ubuntu,,,
7,"[05:49] <Award> This is a test: Can anyone actually see what I'm saying? (I'm running a new IRC client, and I've noticed nobody ever response since i started it.)",05:49,Award,"This is a test: Can anyone actually see what I'm saying? (I'm running a new IRC client, and I've noticed nobody ever response since i started it.)"
8,[05:49] <mdious> Award:  i can,05:49,mdious,Award:  i can
9,[05:49] <devinderbhullar> yes i dont have GZIP,05:49,devinderbhullar,yes i dont have GZIP
10,[05:49] <Award> mdious: Thanks,05:49,Award,mdious: Thanks
11,"[05:49] <Johnuah> hollowlife1987: And I have downloaded the iso file. As you guidiance, what I should do is to put the iso file into the wubi folder. Am I right?",05:49,Johnuah,"hollowlife1987: And I have downloaded the iso file. As you guidiance, what I should do is to put the iso file into the wubi folder. Am I right?"
12,[05:49] <mudkipdesu> Award: good,05:49,mudkipdesu,Award: good
13,[05:49] <devinderbhullar> how can i get GZIP and Compress Zlib,05:49,devinderbhullar,how can i get GZIP and Compress Zlib
14,[05:50] <CarlFK> Andrew250: im booting up a 2nd box to experiment on... and gegting a drink.  just a sec,05:50,CarlFK,Andrew250: im booting up a 2nd box to experiment on... and gegting a drink.  just a sec
15,"[05:50] <bulmer> mdious: just curious, do you guys that use ISDN still pay a pretty penny per kilobit like?",05:50,bulmer,"mdious: just curious, do you guys that use ISDN still pay a pretty penny per kilobit like?"
16,[05:50] <Andrew250> CarlFK: ok I'm going to micowave my dinner,05:50,Andrew250,CarlFK: ok I'm going to micowave my dinner
17,"[05:50] <hollowlife1987> Johnuah, yes, if it is the alt install cd and not the desktop or server, if you dont have it the wubi installer will download it for you",05:50,hollowlife1987,"Johnuah, yes, if it is the alt install cd and not the desktop or server, if you dont have it the wubi installer will download it for you"
18,=== Mihail [n=mike@CPE00121713e7e9-CM0011aea0f652.cpe.net.cable.rogers.com]  has joined #ubuntu,,,
19,=== __david [n=david@24-207-252-171.dhcp.stls.mo.charter.com]  has joined #ubuntu,,,
20,"=== __david [n=david@24-207-252-171.dhcp.stls.mo.charter.com]  has left #ubuntu [""Ex-Chat""]",,,
21,=== Noah0504 [n=NoahMD@66.141.89.20]  has joined #ubuntu,,,
22,=== AngryElf [n=Angryelf@ip24-255-126-187.dc.dc.cox.net]  has joined #ubuntu,,,
23,=== altf2o [n=altf2o@67-42-154-19.ptld.qwest.net]  has joined #Ubuntu,,,
24,=== bucky [n=lulz@pool-72-78-227-201.phlapa.fios.verizon.net]  has joined #ubuntu,,,
25,"[05:51] <Johnuah> hollowlife1987: I need not to burn the ISO into cd, right?",05:51,Johnuah,"hollowlife1987: I need not to burn the ISO into cd, right?"
26,[05:51] <AngryElf> how can I get a file system tree in the sidebar of gedit?,05:51,AngryElf,how can I get a file system tree in the sidebar of gedit?
27,"[05:51] <mdious> bulmer:  no before moving I lived on a farm and there was a goverment plan for people who could not get broadband, I had unlimited downloads, 2 phone lines for around $90 per month.  Cheaper than what we use to pay with standard dialup",05:51,mdious,"bulmer:  no before moving I lived on a farm and there was a goverment plan for people who could not get broadband, I had unlimited downloads, 2 phone lines for around $90 per month.  Cheaper than what we use to pay with standard dialup"
28,[05:51] <mdious> (that is in Australia),05:51,mdious,(that is in Australia)
29,=== kousotu_ [n=kousotu@adsl-68-79-23-163.dsl.emhril.ameritech.net]  has joined #ubuntu,,,
30,"[05:52] <hollowlife1987> Johnuah, correct no need to burn the iso",05:52,hollowlife1987,"Johnuah, correct no need to burn the iso"
31,=== __david [n=david@24-207-252-171.dhcp.stls.mo.charter.com]  has joined #ubuntu,,,
32,"=== __david [n=david@24-207-252-171.dhcp.stls.mo.charter.com]  has left #ubuntu [""Ex-Chat""]",,,
33,"[05:52] <Johnuah> that's wonderful ,thank you a lot . Now I go to have a try",05:52,Johnuah,"that's wonderful ,thank you a lot . Now I go to have a try"
34,=== kousotu_ is now known as Kousotu,,,
35,[05:53] <bulmer> mdious thanks for the info..ISDN really never took off here in california..were they have piloted the test ISDN services..it was too expensive paying per kilobyte,05:53,bulmer,mdious thanks for the info..ISDN really never took off here in california..were they have piloted the test ISDN services..it was too expensive paying per kilobyte
36,=== toliman [n=miguy@124-170-188-237.dyn.iinet.net.au]  has joined #ubuntu,,,
37,=== sdest [n=sdest@c-69-250-163-18.hsd1.md.comcast.net]  has joined #ubuntu,,,
38,"[05:53] <mdious> bulmer:  I don't think it really took off here either, you either had dialup or adsl (in a city anyway)",05:53,mdious,"bulmer:  I don't think it really took off here either, you either had dialup or adsl (in a city anyway)"
39,"[05:54] <bucky> Right now I have 20 gigs of unallocated space, can I format it with EXT 2 and multi boot between ubuntu and windows without any problems?",05:54,bucky,"Right now I have 20 gigs of unallocated space, can I format it with EXT 2 and multi boot between ubuntu and windows without any problems?"
40,"[05:54] <mdious> bulmer:  without the goverment plan for it, I think it is expensive and not worth it, but don't know for sure",05:54,mdious,"bulmer:  without the goverment plan for it, I think it is expensive and not worth it, but don't know for sure"
41,[05:54] <bucky> the windows partition is NTFS,05:54,bucky,the windows partition is NTFS
42,"=== ravendark [n=ravendar@dynamic-acs-72-23-60-16.zoominternet.net]  has left #ubuntu [""<Leaving>""]",,,
43,=== yigal [n=yigal@pool-71-118-39-68.lsanca.dsl-w.verizon.net]  has joined #ubuntu,,,
44,=== foxray [n=foxray@109.169.8.67.cfl.res.rr.com]  has joined #ubuntu,,,
45,=== q_a_z_steve [n=chatzill@c-67-161-223-68.hsd1.ut.comcast.net]  has joined #ubuntu,,,
46,=== mattgyver83 [n=chatzill@pool-71-252-9-69.washdc.east.verizon.net]  has joined #ubuntu,,,
47,=== xtr-II [i=01928375@216.19.191.191.novuscom.net]  has joined #Ubuntu,,,
48,"[05:55] <Kousotu> bucky, ifyou have free space, let Ubuntu use only freespace",05:55,Kousotu,"bucky, ifyou have free space, let Ubuntu use only freespace"
49,=== KidIkarus [n=brent@S010600112f25e37d.ed.shawcable.net]  has joined #ubuntu,,,
50,[05:55] <Kousotu> it'll work fine,05:55,Kousotu,it'll work fine
51,=== apeitheo [n=apeitheo@166.66.103.126]  has joined #ubuntu,,,
52,"[05:55] <bulmer> mdious: i believe what killed ISDN here, is once people find out that without power no phone connections as compared to like analog lines.there is always -48 volts and can still call emergency",05:55,bulmer,"mdious: i believe what killed ISDN here, is once people find out that without power no phone connections as compared to like analog lines.there is always -48 volts and can still call emergency"
53,[05:55] <bucky> It doesn't need a file system?,05:55,bucky,It doesn't need a file system?
54,=== FabioSilva [n=fabiogee@201-92-230-215.dsl.telesp.net.br]  has joined #ubuntu,,,
55,=== taxman [n=taxman@Wikipedia/Taxman]  has joined #ubuntu,,,
56,"[05:56] <Kousotu> bucky, Ubuntu will install the file system on free space",05:56,Kousotu,"bucky, Ubuntu will install the file system on free space"
57,"[05:56] <bucky> ok, thanks alot",05:56,bucky,"ok, thanks alot"
