,raw,timestamp,user,message,file_ind
0,"[08:47] <nubs0r> DShepherd, i played movies with mplayer in vesa",08:47,nubs0r," DShepherd, i played movies with mplayer in vesa",0
1,"[08:47] <nubs0r> l4f, stick with ubuntu",08:47,nubs0r," l4f, stick with ubuntu",1
2,"[08:47] <nubs0r> l4f, you",08:47,nubs0r," l4f, you",2
3,"[08:47] <nubs0r> will loearn to like it, and got hot keys for the workspaces",08:47,nubs0r," will loearn to like it, and got hot keys for the workspaces",3
4,=== Widoff [n=Widoff@1-1-3-22a.gka.gbg.bostream.se]  has joined #ubuntu,,,,4
5,[08:47] <Red-Sox> Widoff: howdey,08:47,Red-Sox, Widoff: howdey,5
6,[08:47] <nubs0r> you feel like a hacker when u got lots of terminals open and ur switching thru them fast,08:47,nubs0r, you feel like a hacker when u got lots of terminals open and ur switching thru them fast,6
7,=== GranMaestro [n=chatzill@adsl-ull-110-174.46-151.net24.it]  has joined #ubuntu,,,,7
8,[08:48] <nubs0r> and u got beep-media-player with soem techno,08:48,nubs0r, and u got beep-media-player with soem techno,8
9,[08:48] <DShepherd> nubs0r: lol,08:48,DShepherd, nubs0r: lol,9
10,"[08:48] <bluefox83> nubs0r, you can configure debian to use anything that you can use in ubuntu...",08:48,bluefox83," nubs0r, you can configure debian to use anything that you can use in ubuntu...",10
11,"[08:48] <Widoff> Red-Sox, ?",08:48,Widoff," Red-Sox, ?",11
12,"[08:48] <Seveas> nubs0r, no techno",08:48,Seveas," nubs0r, no techno",12
13,[08:48] <Seveas> sid tunes :),08:48,Seveas, sid tunes :),13
14,[08:48] <DShepherd> Seveas: lol,08:48,DShepherd, Seveas: lol,14
15,"[08:48] <nubs0r> bluefox83, the thing is, he doesnt want to configure anything.",08:48,nubs0r," bluefox83, the thing is, he doesnt want to configure anything.",15
16,=== angel2 [n=ds9@ASt-Lambert-102-1-1-172.w193-251.abo.wanadoo.fr]  has joined #ubuntu,,,,16
17,[08:48] <nubs0r> well i have the matrix sound track goin,08:48,nubs0r, well i have the matrix sound track goin,17
18,[08:48] <Red-Sox> Widoff: Howdey means hi,08:48,Red-Sox, Widoff: Howdey means hi,18
19,[08:48] <nubs0r> the original,08:48,nubs0r, the original,19
20,=== l4f wants to be a hacker,,,,20
21,[08:48] <l4f> lol,08:48,l4f, lol,21
22,"[08:48] <Qriouz> Seveas: Ahh... sorry... found it in the list of supported cards... so no need, I guess",08:48,Qriouz," Seveas: Ahh... sorry... found it in the list of supported cards... so no need, I guess",22
23,[08:48] <nubs0r> mostly just techno,08:48,nubs0r, mostly just techno,23
24,"[08:48] <nubs0r> l4f, linux is the place to start",08:48,nubs0r," l4f, linux is the place to start",24
25,=== pickett [n=pickett@ppp206-186.lns1.adl2.internode.on.net]  has joined #ubuntu,,,,25
26,[08:48] <nubs0r> learn netcat,08:48,nubs0r, learn netcat,26
27,"[08:48] <bluefox83> nubs0r, latest debian installer configs tons of stuff for you...",08:48,bluefox83," nubs0r, latest debian installer configs tons of stuff for you...",27
28,[08:48] <nubs0r> netcat is the shiz,08:48,nubs0r, netcat is the shiz,28
29,=== nicks68 [n=nicks@81-226-209-117-no24.tbcn.telia.com]  has joined #ubuntu,,,,29
30,"[08:49] <nubs0r> bluefox83, lol when istarted, the installation was the hardest part out of all distros, i guess they've improved.",08:49,nubs0r," bluefox83, lol when istarted, the installation was the hardest part out of all distros, i guess they've improved.",30
31,"[08:49] <nubs0r> bluefox83, im satisfied with ubuntu now anyway, no need to switch to debian",08:49,nubs0r," bluefox83, im satisfied with ubuntu now anyway, no need to switch to debian",31
32,=== pixelmonkey [n=pixelmon@WAP2.CAT.NYU.EDU]  has joined #ubuntu,,,,32
33,=== aeho [n=aeho@cable-vlk-fe74de00-65.dhcp.inet.fi]  has joined #ubuntu,,,,33
34,=== Aegir [n=richard@d220-238-120-93.dsl.vic.optusnet.com.au]  has joined #ubuntu,,,,34
35,"[08:50] <nubs0r> ubuntu just works, even tho im stil having problems with my ATI chip and nforce board",08:50,nubs0r," ubuntu just works, even tho im stil having problems with my ATI chip and nforce board",35
36,"[08:50] <bluefox83> nubs0r, when i started using debian, i had to use 4 floppies because i didn't have a dvdrw to create my own installer cd..i had to download the iso, extract the installer floppies, and use an empty partition on my drive to store the iso's so the installer would detect it",08:50,bluefox83," nubs0r, when i started using debian, i had to use 4 floppies because i didn't have a dvdrw to create my own installer cd..i had to download the iso, extract the installer floppies, and use an empty partition on my drive to store the iso's so the installer would detect it",36
37,[08:50] <nubs0r> cant get 3d acceleration,08:50,nubs0r, cant get 3d acceleration,37
38,[08:50] <DShepherd> nubs0r: you really like the enter button dont you,08:50,DShepherd, nubs0r: you really like the enter button dont you,38
39,[08:50] <l4f> bluefox83: i installed both debian and ubuntu the same day.... i found almost no difference until ubuntu started the gnome part,08:50,l4f, bluefox83: i installed both debian and ubuntu the same day.... i found almost no difference until ubuntu started the gnome part,39
40,"[08:50] <nubs0r> DShepherd, lol :)",08:50,nubs0r," DShepherd, lol :)",40
41,"[08:50] <nubs0r> DShepherd, heres the deal",08:50,nubs0r," DShepherd, heres the deal",41
42,"[08:50] <nubs0r> DShepherd, i type so fast that i cant think of what im gonna say next",08:50,nubs0r," DShepherd, i type so fast that i cant think of what im gonna say next",42
43,"[08:50] <nubs0r> DShepherd, then by the time i got it, im typing it already like now",08:50,nubs0r," DShepherd, then by the time i got it, im typing it already like now",43
44,"[08:50] <nubs0r> DShepherd, lol",08:50,nubs0r," DShepherd, lol",44
45,[08:50] <DShepherd> nubs0r: well you are technically flooding,08:50,DShepherd, nubs0r: well you are technically flooding,45
46,"[08:51] <nubs0r> DShepherd, indeed, but its flooding with USEFUL things, at least in my opinion :)",08:51,nubs0r," DShepherd, indeed, but its flooding with USEFUL things, at least in my opinion :)",46
47,[08:51] <l4f> nubs0r: how fast do you type?,08:51,l4f, nubs0r: how fast do you type?,47
48,[08:51] <nubs0r> heck you can call anything flooding,08:51,nubs0r, heck you can call anything flooding,48
49,"[08:51] <nubs0r> UH OH, people are chatting FLOODING",08:51,nubs0r," UH OH, people are chatting FLOODING",49
50,=== friedemann [n=friedema@K91e5.k.pppool.de]  has joined #ubuntu,,,,50
51,=== P3L|C4N0 [n=gcamposm@200.121.122.104]  has joined #ubuntu,,,,51
52,"[08:51] <nubs0r> l4f, not REALLY FAST, maybe like 110 120 wpm",08:51,nubs0r," l4f, not REALLY FAST, maybe like 110 120 wpm",52
53,[08:51] <DShepherd> nubs0r: be careful now people get banned for pressing the Enter too much time in here :),08:51,DShepherd, nubs0r: be careful now people get banned for pressing the Enter too much time in here :),53
54,[08:51] <l4f> with 650 users in this channel.... its quite a big one....,08:51,l4f, with 650 users in this channel.... its quite a big one....,54
55,"[08:51] <nubs0r> l4f, use the terminal and you'll get good :)",08:51,nubs0r," l4f, use the terminal and you'll get good :)",55
56,[08:52] <nubs0r> i'm cool with Seveas :),08:52,nubs0r, i'm cool with Seveas :),56
57,=== shwag [n=shwag@mmds-216-19-18-15.sedo.az.commspeed.net]  has joined #ubuntu,,,,57
58,"[08:52] <bluefox83> l4f, most of them are bots",08:52,bluefox83," l4f, most of them are bots",58
59,[08:52] <Seveas>  /kick nubs0r what?,08:52,Seveas,  /kick nubs0r what?,59
60,=== pauline [n=pauline@pcp08982087pcs.trnrsv01.nj.comcast.net]  has joined #ubuntu,,,,60
61,[08:52] <nubs0r> :|,08:52,nubs0r, :|,61
62,[08:52] <Seveas> :),08:52,Seveas, :),62
63,=== MagicFab [n=MagicFab@modemcable112.146-82-70.mc.videotron.ca]  has left #ubuntu [],,,,63
64,[08:52] <pauline> hello,08:52,pauline, hello,64
65,[08:52] <Seveas> hi pauline,08:52,Seveas, hi pauline,65
66,[08:52] <nubs0r> okay ill go idle and shutup then,08:52,nubs0r, okay ill go idle and shutup then,66
67,=== l4f wonders nubs0r might be a bot ;),,,,67
68,[08:52] <pauline> question for everyone,08:52,pauline, question for everyone,68
69,"[08:52] <nubs0r> l4f, how? lol",08:52,nubs0r," l4f, how? lol",69
70,[08:52] <nicks68> Has anyone got jack to work with 2 soundcards?,08:52,nicks68, Has anyone got jack to work with 2 soundcards?,70
71,[08:53] <pauline> a couple questions,08:53,pauline, a couple questions,71
72,=== napoleon [n=napoleon@host177-47.pool8290.interbusiness.it]  has joined #ubuntu,,,,72
73,"[08:53] <nubs0r> pauline, shoooot",08:53,nubs0r," pauline, shoooot",73
74,[08:53] <DShepherd> pauline: dont shoot!! :D,08:53,DShepherd, pauline: dont shoot!! :D,74
75,[08:53] <DShepherd> :-D,08:53,DShepherd, :-D,75
76,[08:53] <nubs0r> FLOODING,08:53,nubs0r, FLOODING,76
77,=== lips [n=lips@132-bem-14.acn.waw.pl]  has joined #ubuntu,,,,77
78,"[08:53] <nubs0r> :) lol, k go seriously",08:53,nubs0r," :) lol, k go seriously",78
79,[08:53] <pauline> i just installed the latest version and only have sound out of one speaker,08:53,pauline, i just installed the latest version and only have sound out of one speaker,79
80,"=== pixelmonkey [n=pixelmon@WAP2.CAT.NYU.EDU]  has left #ubuntu [""Leaving""]",,,,80
81,[08:53] <nubs0r> wow,08:53,nubs0r, wow,81
82,[08:53] <pauline> i am new to linux so be gentle,08:53,pauline, i am new to linux so be gentle,82
83,[08:54] <nubs0r> have you ran alsaconf?,08:54,nubs0r, have you ran alsaconf?,83
84,=== lips is now known as rekrutacja,,,,84
85,[08:54] <nubs0r> or alsamixer?,08:54,nubs0r, or alsamixer?,85
86,=== faked__ [n=faked@83-65-250-215.dynamic.xdsl-line.inode.at]  has joined #ubuntu,,,,86
87,[08:54] <bluefox83> my guess would be someone messed with pauline's alsamixer settings,08:54,bluefox83, my guess would be someone messed with pauline's alsamixer settings,87
88,"[08:54] <nubs0r> pauline, my theory is that its set to either extreme left or right for volume output.",08:54,nubs0r," pauline, my theory is that its set to either extreme left or right for volume output.",88
89,[08:54] <nubs0r> precisely,08:54,nubs0r, precisely,89
90,[08:54] <DShepherd> *reboots to goto ubuntu,08:54,DShepherd, *reboots to goto ubuntu,90
91,"[08:54] <nubs0r> DShepherd, kk",08:54,nubs0r," DShepherd, kk",91
92,[08:54] <bluefox83> you guys want to see something cool?,08:54,bluefox83, you guys want to see something cool?,92
93,"[08:54] <bluefox83> host[debian]  os[Linux 2.6.12-1-k7 - Debian testing/unstable]  up[37 days, 4 hours, 24 minutes]  cpu[AMD Sempron(tm)  , 1333.586 MHz (2637.82 bogomips)]    cache[256 KB]  mem[931.86/1012.15 MB (92.1%)]  users[2]  load[0.01]  procs[62]  swap[0.01/487.23 MB (0.0%)]  disk[17849.86/84012.15 MB (21.2%) (ST320413A)]  video[ at 1280x1024 (24 bits)]    xchat[Version: 2.4.5]   eth1[in: 0.00 MB, out: 0.00 MB]  eth0[in: 1166.74 MB, out: 776.12 MB]",08:54,bluefox83," host[debian]  os[Linux 2.6.12-1-k7 - Debian testing/unstable]  up[37 days, 4 hours, 24 minutes]  cpu[AMD Sempron(tm)  , 1333.586 MHz (2637.82 bogomips)]    cache[256 KB]  mem[931.86/1012.15 MB (92.1%)]  users[2]  load[0.01]  procs[62]  swap[0.01/487.23 MB (0.0%)]  disk[17849.86/84012.15 MB (21.2%) (ST320413A)]  video[ at 1280x1024 (24 bits)]    xchat[Version: 2.4.5]   eth1[in: 0.00 MB, out: 0.00 MB]  eth0[in: 1166.74 MB, out: 776.12 MB]",93
94,[08:55] <pauline> no i checked that,08:55,pauline, no i checked that,94
95,=== paul__ [n=paul@radiosoft.com]  has joined #ubuntu,,,,95
96,=== bluefox83 [n=debianro@user-12hcsnn.cable.mindspring.com]  has left #ubuntu [requested],,,,96
97,[08:55] <nubs0r> Now thats flooding.,08:55,nubs0r, Now thats flooding.,97
98,[08:55] <pauline> they are equal,08:55,pauline, they are equal,98
99,[08:55] <nubs0r> What's so cool about that?,08:55,nubs0r, What's so cool about that?,99
100,=== bluefox83 [n=debianro@user-12hcsnn.cable.mindspring.com]  has joined #ubuntu,,,,100
101,"[08:55] <nubs0r> bluefox83, whats so cool about that?",08:55,nubs0r," bluefox83, whats so cool about that?",101
102,"[08:55] <bluefox83> what the hell, i did that on one line, it's not flooding O.o",08:55,bluefox83," what the hell, i did that on one line, it's not flooding O.o",102
