,raw,timestamp,user,message
0,=== VeRiTTo [n=one@unaffiliated/veritto]  has joined #ubuntu,,,
1,"[01:27] <apokryphos> kopete, woo",01:27,apokryphos,"kopete, woo"
2,"=== VeRiTTo [n=one@unaffiliated/veritto]  has left #ubuntu [""Leaving""]",,,
3,[01:27] <deep> But kopete is so uglu ^^,01:27,deep,But kopete is so uglu ^^
4,=== Duelus [i=Jdav@c-67-166-168-17.hsd1.tx.comcast.net]  has joined #ubuntu,,,
5,[01:27] <fattyMcfatterson> gaim hurrr...,01:27,fattyMcfatterson,gaim hurrr...
6,=== drr104 [n=david@80-235-133-177.cable.ubr05.newt.blueyonder.co.uk]  has joined #ubuntu,,,
7,"[01:28] <Duelus> hey, can someone help me with apache?",01:28,Duelus,"hey, can someone help me with apache?"
8,[01:28] <Duelus> on ubuntu,01:28,Duelus,on ubuntu
9,[01:28] <deep> Gaim 2 is kinda cool ^^,01:28,deep,Gaim 2 is kinda cool ^^
10,[01:28] <apokryphos> deep: it really isn't if you change a couple of options,01:28,apokryphos,deep: it really isn't if you change a couple of options
11,=== OneTruth [n=OneTruth@cust-65-98-141-226.static.o1.com]  has joined #ubuntu,,,
12,[01:28] <OneTruth> t,01:28,OneTruth,t
13,[01:28] <apokryphos> (though really I still don't think it's ugly by default),01:28,apokryphos,(though really I still don't think it's ugly by default)
14,=== apokryphos takes a screeny,,,
15,[01:28] <Flannel> CenterICQ is the bestestest MSN client!,01:28,Flannel,CenterICQ is the bestestest MSN client!
16,[01:28] <deep> apokryphos: Have to check that later on then ^^,01:28,deep,apokryphos: Have to check that later on then ^^
17,"[01:28] <deep> CenterICQ? Consolebased, right?",01:28,deep,"CenterICQ? Consolebased, right?"
18,=== cyphase [n=cyphase@adsl-75-2-185-149.dsl.pltn13.sbcglobal.net]  has joined #ubuntu,,,
19,"[01:28] <cge> deep: yes, centericq is good.",01:28,cge,"deep: yes, centericq is good."
20,"[01:29] <arrick> Duelus, just asp",01:29,arrick,"Duelus, just asp"
21,[01:29] <arrick> ask even,01:29,arrick,ask even
22,"[01:29] <deep> cge: Tried that, but i could get my varchar right. :P",01:29,deep,"cge: Tried that, but i could get my varchar right. :P"
23,[01:29] <eliyahu> cge: I tried sending you a few messages you did not see them?,01:29,eliyahu,cge: I tried sending you a few messages you did not see them?
24,[01:29] <deep> Swedish ^^,01:29,deep,Swedish ^^
25,"[01:29] <Duelus> Heres my problem I install apache2 and edited /etc/apache2/ports.conf and changed it to listen on port 1337, I forwarded that port in my router. I can connect internally on my LAN but not over the web. I have restarted apache but idk Im confused now",01:29,Duelus,"Heres my problem I install apache2 and edited /etc/apache2/ports.conf and changed it to listen on port 1337, I forwarded that port in my router. I can connect internally on my LAN but not over the web. I have restarted apache but idk Im confused now"
26,[01:29] <cge> eliyahu: no,01:29,cge,eliyahu: no
27,"[01:29] <arrick> someone can help you , you just need to ask you question with all the details involces",01:29,arrick,"someone can help you , you just need to ask you question with all the details involces"
28,[01:29] <apokryphos> deep: http://giannaros.org/kopete.jpg,01:29,apokryphos,deep: http://giannaros.org/kopete.jpg
29,[01:29] <Duelus> arrick ^,01:29,Duelus,arrick ^
30,=== Nihil85 [n=nihil@151.53.240.90]  has joined #ubuntu,,,
31,[01:30] <arrick> did you try accessing by the external IP address,01:30,arrick,did you try accessing by the external IP address
32,[01:30] <Duelus> yes,01:30,Duelus,yes
33,[01:30] <cge> eliyahu: It is probably better to email me at the email I just gave. That way you also know who you are sending it to.,01:30,cge,eliyahu: It is probably better to email me at the email I just gave. That way you also know who you are sending it to.
34,[01:30] <arrick> whats the address?,01:30,arrick,whats the address?
35,"[01:30] <Duelus> oh, btw the installation is a server installalation",01:30,Duelus,"oh, btw the installation is a server installalation"
36,"[01:30] <apokryphos> heh, windeco didn't get in",01:30,apokryphos,"heh, windeco didn't get in"
37,[01:30] <Duelus> arrick 67.166.168.17,01:30,Duelus,arrick 67.166.168.17
38,[01:30] <deep> apokryphos: Oh yeah! :D,01:30,deep,apokryphos: Oh yeah! :D
39,[01:30] <arrick> if you dont edit the /etc/hosts file on the client werver you wont be able to access it,01:30,arrick,if you dont edit the /etc/hosts file on the client werver you wont be able to access it
40,[01:30] <deep> apokryphos: Have to check that out now ^^,01:30,deep,apokryphos: Have to check that out now ^^
41,=== Austin_powers [n=kathrynp@pool-71-121-181-216.sttlwa.dsl-w.verizon.net]  has joined #ubuntu,,,
42,[01:31] <eliyahu> jup,01:31,eliyahu,jup
43,[01:31] <eliyahu> 1 sec,01:31,eliyahu,1 sec
44,[01:31] <Duelus> arrick do you have a guide for editing /etc/host or is it pretty self explanitory,01:31,Duelus,arrick do you have a guide for editing /etc/host or is it pretty self explanitory
45,"[01:31] <apokryphos> deep: kopete can become very minimalistic quite easily, while still having so many options :)",01:31,apokryphos,"deep: kopete can become very minimalistic quite easily, while still having so many options :)"
46,=== Chris_Tucker [n=ChrisTuc@as-stjhnf01-18-142163016239.nf.sympatico.ca]  has joined #ubuntu,,,
47,=== Austin_powers [n=kathrynp@pool-71-121-181-216.sttlwa.dsl-w.verizon.net]  has joined #ubuntu,,,
48,"[01:31] <deep> hum, im kinda new at this IRC-thingi, how can i change status to away / busy / back ?",01:31,deep,"hum, im kinda new at this IRC-thingi, how can i change status to away / busy / back ?"
49,=== lewengaa [n=lailo@84-74-22-40.dclient.hispeed.ch]  has joined #ubuntu,,,
50,[01:31] <arrick> pretty self explanitory,01:31,arrick,pretty self explanitory
51,[01:32] <cge> Duelus: are you running it on your home connection with comcast?,01:32,cge,Duelus: are you running it on your home connection with comcast?
52,"[01:32] <apokryphos> deep: for example with my amarok now I have kopete set to automatically change my status message to the song I'm playing, and to change my photo to the album cover of the song that's playing, too =)",01:32,apokryphos,"deep: for example with my amarok now I have kopete set to automatically change my status message to the song I'm playing, and to change my photo to the album cover of the song that's playing, too =)"
53,"[01:32] <arrick> Duelus, is this a web server?",01:32,arrick,"Duelus, is this a web server?"
54,[01:32] <Austin_powers> irc LOL,01:32,Austin_powers,irc LOL
55,[01:32] <Duelus> yes,01:32,Duelus,yes
56,[01:32] <meheren> I am borrwogin a dvd from a freind and for some reason it won't play,01:32,meheren,I am borrwogin a dvd from a freind and for some reason it won't play
