,raw,timestamp,user,message,file_ind
0,[22:51] <ReimuHakurei> AFUD4310.EXE A7636IMS.H40,22:51,ReimuHakurei, AFUD4310.EXE A7636IMS.H40,0
1,[22:52] <ReimuHakurei> and do not under any circumstances interrupt the BIOS update while in progress,22:52,ReimuHakurei, and do not under any circumstances interrupt the BIOS update while in progress,1
2,"[22:53] <ReimuHakurei> your BIOS, being an LGA1156 mobo, may predate UEFI so you may not need to disable it.",22:53,ReimuHakurei," your BIOS, being an LGA1156 mobo, may predate UEFI so you may not need to disable it.",2
3,=== mohammad is now known as sysysy,,,,3
4,[22:54] <sysysy> hi,22:54,sysysy, hi,4
5,[22:54] <sysysy> i can ping 192.168.1.1 but i cant browse it,22:54,sysysy, i can ping 192.168.1.1 but i cant browse it,5
6,[22:55] <ReimuHakurei> does the device at that address have a webserver active?,22:55,ReimuHakurei, does the device at that address have a webserver active?,6
7,[22:55] <ReimuHakurei> Have you tried turning it off and back on again?,22:55,ReimuHakurei, Have you tried turning it off and back on again?,7
8,[22:55] <sysysy> no,22:55,sysysy, no,8
9,[22:55] <k1l> sysysy: does it offer something to browse?,22:55,k1l, sysysy: does it offer something to browse?,9
10,"[22:57] <sysysy> k1l, i get timeout in browser",22:57,sysysy," k1l, i get timeout in browser",10
11,[22:57] <k1l> sysysy: is there a webserver on that ip/machine?,22:57,k1l, sysysy: is there a webserver on that ip/machine?,11
12,[22:57] <sysysy> no,22:57,sysysy, no,12
13,[22:58] <k1l> so what do you want to browse in the browser then?,22:58,k1l, so what do you want to browse in the browser then?,13
14,[22:58] <sysysy> its just a simple tplink,22:58,sysysy, its just a simple tplink,14
15,[22:59] <k1l> sysysy: if it doesnt offer a webservice there is nothing you can browse,22:59,k1l, sysysy: if it doesnt offer a webservice there is nothing you can browse,15
16,"[22:59] <ReimuHakurei> so if there is no webserver running, why would you expect a web browser to do anything?",22:59,ReimuHakurei," so if there is no webserver running, why would you expect a web browser to do anything?",16
17,[22:59] <sysysy> i want to do configuration in my modem,22:59,sysysy, i want to do configuration in my modem,17
18,[22:59] <k1l> sysysy: then read the manual of that machine how to do that,22:59,k1l, sysysy: then read the manual of that machine how to do that,18
19,"[23:00] <sysysy> k1l, it said that the ip is 192.168.1.1",23:00,sysysy," k1l, it said that the ip is 192.168.1.1",19
20,[23:01] <sysysy> my ip is 192.168.1.12,23:01,sysysy, my ip is 192.168.1.12,20
21,[23:01] <sysysy> there are in same range,23:01,sysysy, there are in same range,21
22,[23:01] <sysysy> but i can ping 192.168.1.1,23:01,sysysy, but i can ping 192.168.1.1,22
23,[23:01] <sysysy> and cant browse 192.168.1.1,23:01,sysysy, and cant browse 192.168.1.1,23
