,raw,timestamp,user,message,file_ind
0,[08:02] <sigger_> padge: (1) please double check the perms of the dir.  (cd /; ls -l sl) (2) try to create a file in sl (cd /sl; touch afile),08:02,sigger_, padge: (1) please double check the perms of the dir.  (cd /; ls -l sl) (2) try to create a file in sl (cd /sl; touch afile),0
1,"[08:02] <Kelbizzle> blazemonger, me too man just really savvy. and I troll alot.",08:02,Kelbizzle," blazemonger, me too man just really savvy. and I troll alot.",1
2,"[08:02] <padge> sigger_: at first, nautilus somehow got the names of the contents, but nothing else about them.  Now it gets the fact that they are folders",08:02,padge," sigger_: at first, nautilus somehow got the names of the contents, but nothing else about them.  Now it gets the fact that they are folders",2
3,[08:02] <RAW-mEAT> nah its a pc behind a desk :/,08:02,RAW-mEAT, nah its a pc behind a desk :/,3
4,=== welemski [n=welemski@122.2.30.210]  has joined #ubuntu,,,,4
5,=== abhinay_ is now known as babbu,,,,5
6,[08:02] <blazemonger> how do i prevent something as simple as a screensaver from freezing my system?,08:02,blazemonger, how do i prevent something as simple as a screensaver from freezing my system?,6
7,"[08:02] <Kelbizzle> blazemonger, linux favors the prepared and persistant",08:02,Kelbizzle," blazemonger, linux favors the prepared and persistant",7
8,=== babbu is now known as abhinay_,,,,8
9,[08:02] <blazemonger> Kelbizzle:i'm not a troll,08:02,blazemonger, Kelbizzle:i'm not a troll,9
10,=== huascar80 [n=chatzill@e178057252.adsl.alicedsl.de]  has joined #ubuntu,,,,10
11,"[08:02] <soundray> RAW-mEAT: at the end of /boot/grub/menu.lst, make a new section with 'title Shutdown' and a single command, 'halt'",08:02,soundray," RAW-mEAT: at the end of /boot/grub/menu.lst, make a new section with 'title Shutdown' and a single command, 'halt'",11
12,"[08:02] <Kelbizzle> blazemonger, use no screensaver at all",08:02,Kelbizzle," blazemonger, use no screensaver at all",12
13,[08:02] <blazemonger> Kelbizzle:well if microsoft wouldn't have ripped me off on XP,08:02,blazemonger, Kelbizzle:well if microsoft wouldn't have ripped me off on XP,13
14,"[08:02] <Kelbizzle> blazemonger, I feel your pain there.",08:02,Kelbizzle," blazemonger, I feel your pain there.",14
15,=== SS2 [n=nova@dslb-084-057-028-014.pools.arcor-ip.net]  has joined #ubuntu,,,,15
16,[08:03] <blazemonger> well why are the screensavers there then?,08:03,blazemonger, well why are the screensavers there then?,16
17,=== habtool [n=clive@83-71-26-141.b-ras1.lmk.limerick.eircom.net]  has joined #ubuntu,,,,17
18,[08:03] <Gon> !worksforme,08:03,Gon, !worksforme,18
19,"[08:03] <ubotu> Common Sense: Just because you can, does not mean you should. Think before you do. ""Works for me"" does not mean it is ok. The latest version of everything is not always useful if you aim for stability.",08:03,ubotu," Common Sense: Just because you can, does not mean you should. Think before you do. ""Works for me"" does not mean it is ok. The latest version of everything is not always useful if you aim for stability.",19
20,[08:03] <fbarc> Is there a chat server for ubuntu that MSN users can logon to?,08:03,fbarc, Is there a chat server for ubuntu that MSN users can logon to?,20
21,[08:03] <blazemonger> there needs to be linux for stoners,08:03,blazemonger, there needs to be linux for stoners,21
22,[08:03] <Da9el> Somebody know how to unrar on ubuntu ?,08:03,Da9el, Somebody know how to unrar on ubuntu ?,22
23,[08:03] <Gon> wait wait,08:03,Gon, wait wait,23
24,"[08:03] <Kelbizzle> blazemonger, Iis that the only screensaver that crashes your system?",08:03,Kelbizzle," blazemonger, Iis that the only screensaver that crashes your system?",24
25,[08:03] <Gon> where do i get automated install for codecs again,08:03,Gon, where do i get automated install for codecs again,25
26,[08:03] <Gon> xD,08:03,Gon, xD,26
27,[08:03] <Pici> !rar | Da9el,08:03,Pici, !rar | Da9el,27
