,raw,timestamp,user,message
0,[13:45] <dystopianray> ndee: ctrl+d = EOF,13:45,dystopianray,ndee: ctrl+d = EOF
1,[13:46] <the> hi,13:46,the,hi
2,[13:46] <the> kakoi,13:46,the,kakoi
3,[13:46] <the> ste,13:46,the,ste
4,[13:46] <annaimkonki> well any suggestions on game emulator for ubuntu??? is the kde version better than gnome???,13:46,annaimkonki,well any suggestions on game emulator for ubuntu??? is the kde version better than gnome???
5,[13:46] <HelpMe> hikakoiste,13:46,HelpMe,hikakoiste
6,"[13:46] <ndee> dystopianray: ok but I have to use a ""Return"" at the end of the line, otherwise, it doesn't stop",13:46,ndee,"dystopianray: ok but I have to use a ""Return"" at the end of the line, otherwise, it doesn't stop"
7,"[13:46] <Luigi> Well, I'm upgrading to 7.10 today, any tips? Anything possibroken?",13:46,Luigi,"Well, I'm upgrading to 7.10 today, any tips? Anything possibroken?"
8,"[13:46] <stefg> kidfrommanila, where and when does it freeze? Did you get any error messages?",13:46,stefg,"kidfrommanila, where and when does it freeze? Did you get any error messages?"
9,[13:46] <dystopianray> ndee: you only need ctrl+d,13:46,dystopianray,ndee: you only need ctrl+d
10,[13:47] <the> ne te razbiram,13:47,the,ne te razbiram
11,[13:47] <HelpMe> i wish theres skool for linux,13:47,HelpMe,i wish theres skool for linux
12,[13:47] <mattfletcher> dystopianray: thanks!,13:47,mattfletcher,dystopianray: thanks!
13,"[13:47] <dystopianray> ndee: oh actually you're right, it does seem to want a return",13:47,dystopianray,"ndee: oh actually you're right, it does seem to want a return"
14,"[13:47] <ndee> dystopianray: I enter md5sum, then enter a text, then press ctrl-d but it doesn't output it.",13:47,ndee,"dystopianray: I enter md5sum, then enter a text, then press ctrl-d but it doesn't output it."
15,"[13:47] <stefg> Luigi, do a backup before. You don't want a one-way-ticket",13:47,stefg,"Luigi, do a backup before. You don't want a one-way-ticket"
16,"[13:47] <ndee> hm, now it did work",13:47,ndee,"hm, now it did work"
17,[13:47] <HelpMe> nice,13:47,HelpMe,nice
18,"[13:47] <ndee> ah no, it didn't",13:47,ndee,"ah no, it didn't"
19,"[13:47] <Luigi> stefg , how does that work?",13:47,Luigi,"stefg , how does that work?"
20,[13:47] <dystopianray> ndee: so just press enter,13:47,dystopianray,ndee: so just press enter
21,[13:47] <stefg> !backup | luigi,13:47,stefg,!backup | luigi
22,"[13:48] <ubotu> luigi: There are many ways to back your system up. Here's a few: https://help.ubuntu.com/community/BackupYourSystem , https://help.ubuntu.com/community/DuplicityBackupHowto , https://wiki.ubuntu.com/HomeUserBackup , https://help.ubuntu.com/community/MondoMindi - See also !sbackup and !cloning",13:48,ubotu,"luigi: There are many ways to back your system up. Here's a few: https://help.ubuntu.com/community/BackupYourSystem , https://help.ubuntu.com/community/DuplicityBackupHowto , https://wiki.ubuntu.com/HomeUserBackup , https://help.ubuntu.com/community/MondoMindi - See also !sbackup and !cloning"
23,[13:48] <ndee> dystopianray: but doesn't that add some additional chars?,13:48,ndee,dystopianray: but doesn't that add some additional chars?
24,[13:48] <dystopianray> ndee: no,13:48,dystopianray,ndee: no
25,[13:48] <HelpMe> howd u pull up the site so fast,13:48,HelpMe,howd u pull up the site so fast
26,[13:48] <annaimkonki> l,13:48,annaimkonki,l
