,raw,timestamp,user,message,file_ind
0,[11:11] <meowbuntu> hi is the firefox addon downthemall any good,11:11,meowbuntu, hi is the firefox addon downthemall any good,0
1,"[11:11] <brjann> RedNifre: yes, .foo/ would be a hidden folder, but .foo/ and foo/ are separate locations",11:11,brjann," RedNifre: yes, .foo/ would be a hidden folder, but .foo/ and foo/ are separate locations",1
2,[11:11] <Hawkeye> so i hear meowbuntu,11:11,Hawkeye, so i hear meowbuntu,2
3,"[11:12] <Hawkeye> brjann, I would like to mirror ubuntu, what is the cron job command?",11:12,Hawkeye," brjann, I would like to mirror ubuntu, what is the cron job command?",3
4,[11:12] <meowbuntu> really i thought that the latest firefox it was not needed,11:12,meowbuntu, really i thought that the latest firefox it was not needed,4
5,"[11:14] <indus> meowbuntu, yes its good",11:14,indus," meowbuntu, yes its good",5
6,"[11:15] <indus> meowbuntu, it has more features like image ,video etc download",11:15,indus," meowbuntu, it has more features like image ,video etc download",6
7,=== jointman is now known as JonRage,,,,7
8,[11:15] <blueghost> happy International Women's Day!,11:15,blueghost, happy International Women's Day!,8
9,[11:16] <RedNifre> International women are great! :),11:16,RedNifre, International women are great! :),9
10,=== rautamiekka is now known as rauta--away,,,,10
11,=== SamuelBR is now known as register,,,,11
12,=== register is now known as SamuelBR,,,,12
13,[11:16] <meowbuntu> compare downthemall to Web of trust,11:16,meowbuntu, compare downthemall to Web of trust,13
14,[11:16] <SamuelBR> good morning,11:16,SamuelBR, good morning,14
15,"[11:17] <meowbuntu> indus, what about Web of trust",11:17,meowbuntu," indus, what about Web of trust",15
16,"[11:17] <indus> meowbuntu, whats that",11:17,indus," meowbuntu, whats that",16
17,[11:17] <RedNifre> meowbuntu: Linux for feline beings,11:17,RedNifre, meowbuntu: Linux for feline beings,17
18,"[11:18] <meowbuntu> RedNifre, what are you on about",11:18,meowbuntu," RedNifre, what are you on about",18
19,"[11:18] <RedNifre> whoops, I thought indus was asking a question ABOUT meowbuntu, not AT meowbuntu. :D",11:18,RedNifre," whoops, I thought indus was asking a question ABOUT meowbuntu, not AT meowbuntu. :D",19
20,"[11:18] <airtonix> Hawkeye, this might help : https://wiki.ubuntu.com/Mirrors/Monitoring%20Scripts",11:18,airtonix," Hawkeye, this might help : https://wiki.ubuntu.com/Mirrors/Monitoring%20Scripts",20
21,"[11:18] <indus> RedNifre, heh lol",11:18,indus," RedNifre, heh lol",21
22,[11:18] <switchgirl> i'm having issues with Mo' Thunderbird,11:18,switchgirl, i'm having issues with Mo' Thunderbird,22
23,"[11:18] <meowbuntu> indus, an addon for firefox",11:18,meowbuntu," indus, an addon for firefox",23
24,"[11:18] <airtonix> Hawkeye, http://www.ubuntu.com/getubuntu/mirror",11:18,airtonix," Hawkeye, http://www.ubuntu.com/getubuntu/mirror",24
25,"[11:18] <RedNifre> ""meobwuntu, what's that"" -> linux for feline beings.",11:18,RedNifre, linux for feline beings.,25
26,[11:19] <meowbuntu> !ask | switchgirl,11:19,meowbuntu, !ask | switchgirl,26
27,"[11:19] <ubottu> switchgirl: Please don't ask to ask a question, simply ask the question (all on ONE line and in the channel, so that others can read and follow it easily). If anyone knows the answer they will most likely reply. :-)",11:19,ubottu," switchgirl: Please don't ask to ask a question, simply ask the question (all on ONE line and in the channel, so that others can read and follow it easily). If anyone knows the answer they will most likely reply. :-)",27
28,[11:19] <indus> nice name for a women's distro i think,11:19,indus, nice name for a women's distro i think,28
29,[11:19] <indus> meaaooobuntu,11:19,indus, meaaooobuntu,29
30,[11:19] <switchgirl> !sexism,11:19,switchgirl, !sexism,30
31,[11:19] <switchgirl> !conduct,11:19,switchgirl, !conduct,31
32,"[11:19] <ubottu> The Ubuntu Code of Conduct is a community etiquette document to which we ask all Ubuntu users to adhere, and can be found at http://www.ubuntu.com/community/conduct/ .  For information on how to electronically sign the CoC, see https://help.ubuntu.com/community/SigningCodeofConduct .",11:19,ubottu," The Ubuntu Code of Conduct is a community etiquette document to which we ask all Ubuntu users to adhere, and can be found at http://www.ubuntu.com/community/conduct/ .  For information on how to electronically sign the CoC, see https://help.ubuntu.com/community/SigningCodeofConduct .",32
33,"[11:19] <airtonix> Hawkeye, https://wiki.ubuntu.com/UbuntuMagazine/HowTo/LocalRepositoriesHowto",11:19,airtonix," Hawkeye, https://wiki.ubuntu.com/UbuntuMagazine/HowTo/LocalRepositoriesHowto",33
34,[11:19] <meowbuntu> me is not a woman though,11:19,meowbuntu, me is not a woman though,34
35,[11:19] <indus> ya thats ok,11:19,indus, ya thats ok,35
36,[11:19]  * meowbuntu is not a woman though,11:19,,,36
37,"[11:19] <vega> sigh, back to gthumb it is from f-spot",11:19,vega," sigh, back to gthumb it is from f-spot",37
38,[11:20] <vega> f-spot takes 100% cpu,11:20,vega, f-spot takes 100% cpu,38
39,[11:20] <Stargaze> !essex_girl,11:20,Stargaze, !essex_girl,39
40,[11:20] <indus> f-spot has a bad name,11:20,indus, f-spot has a bad name,40
41,[11:20] <indus> f,11:20,indus, f,41
42,[11:20] <indus> no wonder it sucks,11:20,indus, no wonder it sucks,42
43,[11:20] <jussi01> indus: please keep on opic,11:20,jussi01, indus: please keep on opic,43
44,[11:20] <vega> seems to suck yes,11:20,vega, seems to suck yes,44
45,[11:20] <indus> ok,11:20,indus, ok,45
46,"[11:20] <meowbuntu> indus, is tehre a better application than f-spot then",11:20,meowbuntu," indus, is tehre a better application than f-spot then",46
47,"[11:20] <RedNifre> Hidden folders start with a dot, right? If I want to hide a folder do I just change it from ""foo"" to "".foo""? And will programs that reference it still be able to find it? Is ""/foo/"" the same location as ""/.foo/"" or will I have to modify all programs that reference it?",11:20,RedNifre," Hidden folders start with a dot, right? If I want to hide a folder do I just change it from ""foo"" to "".foo""? And will programs that reference it still be able to find it? Is ""/foo/"" the same location as ""/.foo/"" or will I have to modify all programs that reference it?",47
48,"[11:20] <switchgirl> indus: lookat the code of conduct and think how the phrase ""nice for a womans distro"" could contravine that",11:20,switchgirl," indus: lookat the code of conduct and think how the phrase ""nice for a womans distro"" could contravine that",48
49,[11:20] <indus> gthumb also has some photo retouching options,11:20,indus, gthumb also has some photo retouching options,49
50,"[11:21] <indus> switchgirl, iam not sure what you aer talking about",11:21,indus," switchgirl, iam not sure what you aer talking about",50
51,"[11:21] <airtonix> switchgirl, .... /headdesk",11:21,airtonix," switchgirl, .... /headdesk",51
52,[11:21] <switchgirl> it comes across as sexist,11:21,switchgirl, it comes across as sexist,52
53,"[11:21] <indus> switchgirl, misunderstanding?",11:21,indus," switchgirl, misunderstanding?",53
54,[11:21] <RedNifre> which distro is for women?,11:21,RedNifre, which distro is for women?,54
55,[11:21] <indus> lets get back to topic,11:21,indus, lets get back to topic,55
56,[11:21] <switchgirl> no i understood you perfectly.,11:21,switchgirl, no i understood you perfectly.,56
57,"[11:22] <meowbuntu> RedNifre, you may have to midify al the programs yes as they aill be set to look for /foo/ not /.foo/",11:22,meowbuntu," RedNifre, you may have to midify al the programs yes as they aill be set to look for /foo/ not /.foo/",57
58,[11:22] <switchgirl> Ubuntu is for all,11:22,switchgirl, Ubuntu is for all,58
59,"[11:22] <indus> and frankly, sexist is a foreign word",11:22,indus," and frankly, sexist is a foreign word",59
60,[11:22] <RedNifre> Thanks. That sucks.,11:22,RedNifre, Thanks. That sucks.,60
61,[11:22] <indus> for me at least,11:22,indus, for me at least,61
62,[11:22] <airtonix> !ot,11:22,airtonix, !ot,62
63,"[11:22] <ubottu> #ubuntu is the Ubuntu support channel, for all Ubuntu-related support questions. Please use #ubuntu-offtopic for other topics. Thanks!",11:22,ubottu," #ubuntu is the Ubuntu support channel, for all Ubuntu-related support questions. Please use #ubuntu-offtopic for other topics. Thanks!",63
64,[11:22] <airtonix> !troll | switchgirl,11:22,airtonix, !troll | switchgirl,64
65,"[11:22] <ubottu> switchgirl: trolling / trollish behaviour is behaviour that is considered annoying by other channel users, this includes going offtopic, asking the same question time and again getting answered and not acknowledging the answer, and these are not the only ways behaviour can be considered trolling, please see /msg ubottu guidelines - if this applies to you, you may find yourself outside the channel",11:22,ubottu," switchgirl: trolling / trollish behaviour is behaviour that is considered annoying by other channel users, this includes going offtopic, asking the same question time and again getting answered and not acknowledging the answer, and these are not the only ways behaviour can be considered trolling, please see /msg ubottu guidelines - if this applies to you, you may find yourself outside the channel",65
66,[11:23] <meowbuntu> !ot | indus,11:23,meowbuntu, !ot | indus,66
67,"[11:23] <airtonix> switchgirl, you may want to stop before you over-react.",11:23,airtonix," switchgirl, you may want to stop before you over-react.",67
68,"[11:23] <ubottu> indus: #ubuntu is the Ubuntu support channel, for all Ubuntu-related support questions. Please use #ubuntu-offtopic for other topics. Thanks!",11:23,ubottu," indus: #ubuntu is the Ubuntu support channel, for all Ubuntu-related support questions. Please use #ubuntu-offtopic for other topics. Thanks!",68
69,[11:23] <indus> ok o kguys,11:23,indus, ok o kguys,69
70,[11:23] <indus> ok,11:23,indus, ok,70
71,[11:23] <meowbuntu> !ot | switchgirl,11:23,meowbuntu, !ot | switchgirl,71
72,[11:23] <switchgirl> airtonix: i'm a member o the #ubuntu-women chan - just pointing out that Ubuntu is for All,11:23,switchgirl, airtonix: i'm a member o the #ubuntu-women chan - just pointing out that Ubuntu is for All,72
73,"[11:23] <ubottu> switchgirl: #ubuntu is the Ubuntu support channel, for all Ubuntu-related support questions. Please use #ubuntu-offtopic for other topics. Thanks!",11:23,ubottu," switchgirl: #ubuntu is the Ubuntu support channel, for all Ubuntu-related support questions. Please use #ubuntu-offtopic for other topics. Thanks!",73
74,[11:23] <indus> but i dont appreciate being called names which are frowned upon,11:23,indus, but i dont appreciate being called names which are frowned upon,74
75,"[11:23] <airtonix> switchgirl, please?",11:23,airtonix," switchgirl, please?",75
76,[11:23] <switchgirl> airtonix: i have issues with the new thunderbird,11:23,switchgirl, airtonix: i have issues with the new thunderbird,76
77,"[11:24] <airtonix> switchgirl, describe the problem",11:24,airtonix," switchgirl, describe the problem",77
78,[11:24] <switchgirl> it connects but circles for AGES,11:24,switchgirl, it connects but circles for AGES,78
79,"[11:24] <indus> switchgirl, strange irony, ubuntu is for all, then you have a women's channel",11:24,indus," switchgirl, strange irony, ubuntu is for all, then you have a women's channel",79
80,[11:24] <switchgirl> and i have no messages,11:24,switchgirl, and i have no messages,80
81,[11:24] <indus> ok moved on,11:24,indus, ok moved on,81
82,"[11:24] <airtonix> switchgirl, ok i assume you have tried connecting to the mail accounts with other mail clients ?",11:24,airtonix," switchgirl, ok i assume you have tried connecting to the mail accounts with other mail clients ?",82
83,[11:25] <pm> join #propeller,11:25,pm, join #propeller,83
84,[11:25] <indus> !sexist > indus,11:25,indus, indus,84
85,"[11:25] <airtonix> switchgirl, if so have you tried resetting thunderbird (temporarily) by moving the thunderbird user config folder elsewhere and trying again with a fresh config setup ?",11:25,airtonix," switchgirl, if so have you tried resetting thunderbird (temporarily) by moving the thunderbird user config folder elsewhere and trying again with a fresh config setup ?",85
86,[11:26] <switchgirl> airtonix: i'm using the BETA,11:26,switchgirl, airtonix: i'm using the BETA,86
87,[11:27] <switchgirl> its BETtA,11:27,switchgirl, its BETtA,87
88,[11:27] <switchgirl> :P,11:27,switchgirl, :P,88
