,raw,timestamp,user,message,file_ind
0,[02:51] <Psil0Cybin> configure encrypted volumes,02:51,Psil0Cybin, configure encrypted volumes,0
1,[02:51] <Psil0Cybin> configure ISCSI volumes,02:51,Psil0Cybin, configure ISCSI volumes,1
2,"[02:51] <psusi> Psil0Cybin, no, after you choose manual",02:51,psusi," Psil0Cybin, no, after you choose manual",2
3,[02:51] <demophobia> oh no D: need help after all,02:51,demophobia, oh no D: need help after all,3
4,[02:51] <Psil0Cybin> psusi: i am in manual,02:51,Psil0Cybin, psusi: i am in manual,4
5,"[02:51] <buklau> drobuddy, i cant find anythign specific with a wifi card",02:51,buklau," drobuddy, i cant find anythign specific with a wifi card",5
6,"[02:52] <drobuddy> From personal experience, I highly recommend avoiding encrypted volumes unless you really know what you're doing. They are a pain to recover if you're not careful",02:52,drobuddy," From personal experience, I highly recommend avoiding encrypted volumes unless you really know what you're doing. They are a pain to recover if you're not careful",6
7,[02:52] <Psil0Cybin> psusi:  I now see,02:52,Psil0Cybin, psusi:  I now see,7
8,"[02:52] <demophobia> At https://help.ubuntu.com/community/HardwareSupportComponentsWirelessNetworkCardsNetgear I click the link for WNA1100, but it -- http://sourceforge.net/projects/ath9...htc-installer/ -- leads to 'page not found' error",02:52,demophobia," At https://help.ubuntu.com/community/HardwareSupportComponentsWirelessNetworkCardsNetgear I click the link for WNA1100, but it -- http://sourceforge.net/projects/ath9...htc-installer/ -- leads to 'page not found' error",8
9,"[02:52] <Psil0Cybin> all 3 hard drives, no parttitons",02:52,Psil0Cybin," all 3 hard drives, no parttitons",9
10,[02:52] <Psil0Cybin> within them all,02:52,Psil0Cybin, within them all,10
11,[02:52] <Psil0Cybin> 1 TB each hard drive.,02:52,Psil0Cybin, 1 TB each hard drive.,11
12,"[02:52] <psusi> Psil0Cybin, instead of add or remove a partition, you want new partition table / disk label",02:52,psusi," Psil0Cybin, instead of add or remove a partition, you want new partition table / disk label",12
13,[02:52] <Psil0Cybin> oh,02:52,Psil0Cybin, oh,13
14,"[02:52] <VLanX> is there any chance with dd or anything else to read a file from and device and discard the data? In other words, I need to perform a true read benchmark on a remote NFS partition...",02:52,VLanX," is there any chance with dd or anything else to read a file from and device and discard the data? In other words, I need to perform a true read benchmark on a remote NFS partition...",14
15,[02:52] <Psil0Cybin> i cannot find that option,02:52,Psil0Cybin, i cannot find that option,15
16,"[02:52] <demophobia> oh, but that was last updated 2 years ago",02:52,demophobia," oh, but that was last updated 2 years ago",16
17,[02:52] <Psil0Cybin> i will keep looking,02:52,Psil0Cybin, i will keep looking,17
18,[02:52] <k_sze[work]> Which minor version of Python 3 brought back the u'' syntax? I forget. Was it 3.2?,02:52,k_sze[work], Which minor version of Python 3 brought back the u'' syntax? I forget. Was it 3.2?,18
19,[02:52] <demophobia> maybe i don't need to install anything after all ...,02:52,demophobia, maybe i don't need to install anything after all ...,19
20,[02:52] <Psil0Cybin> OH I SEE,02:52,Psil0Cybin, OH I SEE,20
21,[02:52] <Psil0Cybin> new partition table,02:52,Psil0Cybin, new partition table,21
22,[02:52] <Psil0Cybin> so i select YES,02:52,Psil0Cybin, so i select YES,22
23,[02:52] <FloodBot1> Psil0Cybin: Please don't flood; use http://paste.ubuntu.com to paste; don't use Enter as punctuation.,02:52,FloodBot1, Psil0Cybin: Please don't flood; use http://paste.ubuntu.com to paste; don't use Enter as punctuation.,23
24,"[02:52] <buklau> drobuddy, i only see network card if that would work",02:52,buklau," drobuddy, i only see network card if that would work",24
