,raw,timestamp,user,message,file_ind
0,[18:55] <Kamus_H_Zwisch> br*,18:55,Kamus_H_Zwisch, br*,0
1,[18:55] <ace_suares> hello,18:55,ace_suares, hello,1
2,"[18:55] <nownot> rexy_: math is 200,000 byes = 1,600,000 bits right? then that does seem about right",18:55,nownot," rexy_: math is 200,000 byes = 1,600,000 bits right? then that does seem about right",2
3,"[18:55] <Jowi> rianne, normally when you do a kernel upgrade with apt-get or synaptic, the old kernel will not be removed from the menu. At boot, press ESC and see if it's there",18:55,Jowi," rianne, normally when you do a kernel upgrade with apt-get or synaptic, the old kernel will not be removed from the menu. At boot, press ESC and see if it's there",3
4,[18:55] <Kamus_H_Zwisch> hail!,18:55,Kamus_H_Zwisch, hail!,4
5,[18:55] <mactimes> Kamus_H_Zwisch: Indeed =),18:55,mactimes, Kamus_H_Zwisch: Indeed =),5
6,[18:55] <tribaldata> cornixx: can't find anything of value for you,18:55,tribaldata, cornixx: can't find anything of value for you,6
7,[18:55] <Kamus_H_Zwisch> mactimes: :D,18:55,Kamus_H_Zwisch, mactimes: :D,7
8,"[18:55] <_6StringKng_> where in gconf-editor is the option to show mounted drives on the desktop, I disabled it a while back and now I forget where its at >.<",18:55,_6StringKng_,.<,8
9,[18:55] <cornixx> :(,18:55,cornixx, :(,9
10,[18:55] <mactimes> Kamus_H_Zwisch: You got that right =)  Carioca da gema =),18:55,mactimes, Kamus_H_Zwisch: You got that right =)  Carioca da gema =),10
11,[18:56] <cornixx> tribaldata: Thanks anyhow,18:56,cornixx, tribaldata: Thanks anyhow,11
12,[18:56] <EduardoSal> Take it easy kamus,18:56,EduardoSal, Take it easy kamus,12
13,[18:56] <Disastro> zenobius: where?,18:56,Disastro, zenobius: where?,13
14,[18:56] <Kamus_H_Zwisch> mactimes: carioca de gema,18:56,Kamus_H_Zwisch, mactimes: carioca de gema,14
15,[18:56] <Kamus_H_Zwisch> :p,18:56,Kamus_H_Zwisch, :p,15
16,"[18:56] <rexy_> nownot: yes, there's a bit of overhead involved for the tcp vpn and streaming of video",18:56,rexy_," nownot: yes, there's a bit of overhead involved for the tcp vpn and streaming of video",16
17,[18:56] <tribaldata> cornixx: your best bet would be to try to find a users that got the same card as you,18:56,tribaldata, cornixx: your best bet would be to try to find a users that got the same card as you,17
18,[18:56] <EduardoSal> My english is very peba,18:56,EduardoSal, My english is very peba,18
19,"[18:56] <Nrbelex2> rexy_ and DSpair, sorry - just switched computers",18:56,Nrbelex2," rexy_ and DSpair, sorry - just switched computers",19
20,[18:56] <Disastro> new to xubuntu :),18:56,Disastro, new to xubuntu :),20
21,"[18:56] <DSpair> Nrbelex: For the nm-applet information, just look at /var/log/messages and that should show you everything you need. If you want you can use ""grep"" to filter on NetworkManager.",18:56,DSpair," Nrbelex: For the nm-applet information, just look at /var/log/messages and that should show you everything you need. If you want you can use ""grep"" to filter on NetworkManager.",21
22,[18:56] <Dreyffusz> EduardoSal:  ehehehe,18:56,Dreyffusz, EduardoSal:  ehehehe,22
23,[18:56] <Kamus_H_Zwisch> EduardoSal: suck my holy pirulitos de morango,18:56,Kamus_H_Zwisch, EduardoSal: suck my holy pirulitos de morango,23
24,[18:56] <Ryan450> hey all,18:56,Ryan450, hey all,24
25,[18:56] <Kamus_H_Zwisch> hey nobody,18:56,Kamus_H_Zwisch, hey nobody,25
26,[18:57] <Kamus_H_Zwisch> :p,18:57,Kamus_H_Zwisch, :p,26
27,"[18:57] <cornixx> tribaldata:  Spent 2 days now trying to fix that stuff, reading tons of tutorials and forums. I'm just fed up with Linux for now and be back to Win I guess",18:57,cornixx," tribaldata:  Spent 2 days now trying to fix that stuff, reading tons of tutorials and forums. I'm just fed up with Linux for now and be back to Win I guess",27
28,[18:57] <EduardoSal> Uepa.,18:57,EduardoSal, Uepa.,28
29,[18:57] <zenobius> Disastro: should be under your system menu,18:57,zenobius, Disastro: should be under your system menu,29
