,raw,timestamp,user,message,file_ind
0,"[03:11] <upayavir1> adub: no luck so far. I've found myself a serial mouse, will see if I can get that working. Amazing to see how dependent upon a mouse I am!",03:11,upayavir1," adub: no luck so far. I've found myself a serial mouse, will see if I can get that working. Amazing to see how dependent upon a mouse I am!",0
1,=== DjDarkman [n=djdarkma@86.126.205.187]  has joined #ubuntu,,,,1
2,[03:12] <adub> upayavir1   seriously that didnt work??    wow,03:12,adub, upayavir1   seriously that didnt work??    wow,2
3,[03:12] <adub> upayavir1   did you edit and save your xorg.conf,03:12,adub, upayavir1   did you edit and save your xorg.conf,3
4,[03:12] <upayavir1> Was that supposed to disable it?,03:12,upayavir1, Was that supposed to disable it?,4
5,"[03:12] <DjDarkman> hy ,a friend of mine can`t use his mouse ,and he has a serial port ,what should he do?",03:12,DjDarkman," hy ,a friend of mine can`t use his mouse ,and he has a serial port ,what should he do?",5
6,[03:12] <adub> upayavir1 there are other options from within that program,03:12,adub, upayavir1 there are other options from within that program,6
7,[03:13] <upayavir1> adub: it got the qsynaptics working.,03:13,upayavir1, adub: it got the qsynaptics working.,7
8,[03:13] <tyler> how do i check what type of image file it is if its readable by gv???,03:13,tyler, how do i check what type of image file it is if its readable by gv???,8
9,"[03:13] <Psi-Jack> DjDarkman: A serial, as in COM1 port?",03:13,Psi-Jack," DjDarkman: A serial, as in COM1 port?",9
10,[03:13] <upayavir1> but no option to change accelleration or anything tht will help me.,03:13,upayavir1, but no option to change accelleration or anything tht will help me.,10
11,[03:13] <adub> upayavir1 did you see scrolling,03:13,adub, upayavir1 did you see scrolling,11
12,[03:13] <upayavir1> yes.,03:13,upayavir1, yes.,12
13,[03:13] <adub> fast slow  = )   vertical horiztonal,03:13,adub, fast slow  = )   vertical horiztonal,13
14,=== meng [n=meng@218.111.22.124]  has joined #ubuntu,,,,14
15,[03:14] <adub> upayavir1 i thought that is what you were trying to do,03:14,adub, upayavir1 i thought that is what you were trying to do,15
16,"[03:14] <DjDarkman> Psi-Jack: not ps2 ,the other type of mouse port",03:14,DjDarkman," Psi-Jack: not ps2 ,the other type of mouse port",16
17,[03:14] <Psi-Jack> DjDarkman: Or serial as in PS/2 or USB? heh,03:14,Psi-Jack, DjDarkman: Or serial as in PS/2 or USB? heh,17
18,[03:14] <upayavir1> no. I'm just trying to move the mouse around the screen!\,03:14,upayavir1, no. I'm just trying to move the mouse around the screen!\,18
19,"[03:14] <Psi-Jack> DjDarkman: Need ot know which one, guy. PS/2, USB, or COM1",03:14,Psi-Jack," DjDarkman: Need ot know which one, guy. PS/2, USB, or COM1",19
20,"[03:14] <upayavir1> Try take mouse from middle of screen to top left, to applications menu, takes 11 swipes of the touchpad.",03:14,upayavir1," Try take mouse from middle of screen to top left, to applications menu, takes 11 swipes of the touchpad.",20
21,[03:14] <adub> upayavir1 oh man my bad i got sidetracked helping someone else bro......so your synaptics touchpad just isnt working,03:14,adub, upayavir1 oh man my bad i got sidetracked helping someone else bro......so your synaptics touchpad just isnt working,21
22,=== _ssh_ [n=ssh@220-135-29-31.HINET-IP.hinet.net]  has joined #ubuntu,,,,22
23,[03:15] <Hoxzer> what was that program to control tvout chip in nvidia cards?,03:15,Hoxzer, what was that program to control tvout chip in nvidia cards?,23
24,"[03:15] <upayavir1> well, working, but _verrrryy_ slowly!",03:15,upayavir1," well, working, but _verrrryy_ slowly!",24
25,[03:15] <DjDarkman> Psi-Jack: COM1 then,03:15,DjDarkman, Psi-Jack: COM1 then,25
26,[03:15] <adub> try the speed up options in qsynaptics,03:15,adub, try the speed up options in qsynaptics,26
27,"[03:15] <meng> how i can get xine to run in dapper? i tried some vids even with w32codecs on, but it won't play",03:15,meng," how i can get xine to run in dapper? i tried some vids even with w32codecs on, but it won't play",27
