,raw,timestamp,user,message
0,"[05:13] <rixth> n0dl, nope I believe you",05:13,rixth,"n0dl, nope I believe you"
1,[05:14] <kvantti> sethk so it improves quality if oss is not available? that is very strange since the audio system should not use oss in any way if alsa is selected to my intuition atleast,05:14,kvantti,sethk so it improves quality if oss is not available? that is very strange since the audio system should not use oss in any way if alsa is selected to my intuition atleast
2,=== killapop [n=killapop@59.92.128.90]  has joined #ubuntu,,,
3,[05:14] <indigirl1> benguin: well if sound in other apps works and skype doesnt then i would go after skype cause thats your problem. try an earlier version of skype,05:14,indigirl1,benguin: well if sound in other apps works and skype doesnt then i would go after skype cause thats your problem. try an earlier version of skype
4,[05:14] <n0dl> rixth: have you heard of polyphasic sleep by any chance?,05:14,n0dl,rixth: have you heard of polyphasic sleep by any chance?
5,[05:14] <Ep|phany> anyone here know how i can reinstall audio drivers?,05:14,Ep|phany,anyone here know how i can reinstall audio drivers?
6,=== stran [n=stran@c-69-180-209-108.hsd1.tn.comcast.net]  has joined #ubuntu,,,
7,[05:14] <bimberi> arg|bx: well that's ... um ... interesting :),05:14,bimberi,arg|bx: well that's ... um ... interesting :)
8,"[05:14] <benguin> indigirl1: I will post something in the skype forum, see what happens",05:14,benguin,"indigirl1: I will post something in the skype forum, see what happens"
9,"[05:14] <sethk> kvantti, My memory may not be correct on this, so check it out.  There are apps that do things themselves rather than let the audio system do it for them.  This is an error, of course, but such apps exist.",05:14,sethk,"kvantti, My memory may not be correct on this, so check it out.  There are apps that do things themselves rather than let the audio system do it for them.  This is an error, of course, but such apps exist."
10,"[05:14] <pppoe_dude> ""I cant",05:14,pppoe_dude,"""I cant"
11,"[05:14] <pppoe_dude> , i'm not a major windows guy :)""",05:14,pppoe_dude,", i'm not a major windows guy :)"""
12,=== WolfManz611 [n=wolfmanz@64.39.175.22]  has joined #ubuntu,,,
13,"[05:15] <benguin> indigirl1, sethk: just was wondering if anyone else has the same problem",05:15,benguin,"indigirl1, sethk: just was wondering if anyone else has the same problem"
