,raw,timestamp,user,message
0,"[11:37] <Seveas> miguel_, vfat knows nothing about permissions, use mount options",11:37,Seveas,"miguel_, vfat knows nothing about permissions, use mount options"
1,"[11:37] <coNP> miguel_: fat32 fs cannot handle permissions, so you can change them when you mount them",11:37,coNP,"miguel_: fat32 fs cannot handle permissions, so you can change them when you mount them"
2,[11:37] <gnomefreak> did bk find out how to get to #gentoo yet?,11:37,gnomefreak,did bk find out how to get to #gentoo yet?
3,[11:37] <flodine> i tryed starting in a terminal but say i dont have root privileges,11:37,flodine,i tryed starting in a terminal but say i dont have root privileges
4,"[11:37] <gnomefreak> flodine, sudo firestarter",11:37,gnomefreak,"flodine, sudo firestarter"
5,[11:37] <Seveas> at least he found his way out of here (I helped him a bit :)),11:37,Seveas,at least he found his way out of here (I helped him a bit :))
6,[11:37] <gnomefreak> lol Seveas  ty,11:37,gnomefreak,lol Seveas  ty
7,"[11:37] <cafuego> gnomefreak: I hope not, he's got no business running that if he can't even figure out hwo to change channels on irc.",11:37,cafuego,"gnomefreak: I hope not, he's got no business running that if he can't even figure out hwo to change channels on irc."
8,"[11:37] <mebaran151> mwe, really?  So in FAT everything is 777?",11:37,mebaran151,"mwe, really?  So in FAT everything is 777?"
9,[11:37] <freddie> can someone help me with video codes on internet when 1 try too veiw them it closes firefox,11:37,freddie,can someone help me with video codes on internet when 1 try too veiw them it closes firefox
10,[11:37] <mwe> mebaran151: right,11:37,mwe,mebaran151: right
11,[11:38] <nalioth> mebaran151: there are no perms in fat*,11:38,nalioth,mebaran151: there are no perms in fat*
12,[11:38] <mwe> mebaran151: but you can mount it read only if you like,11:38,mwe,mebaran151: but you can mount it read only if you like
13,"[11:38] <gnomefreak> freddie, i gave you the codecs info already",11:38,gnomefreak,"freddie, i gave you the codecs info already"
14,[11:38] <ompaul> I thought #gentoo was second door on the left after you leave this channe,11:38,ompaul,I thought #gentoo was second door on the left after you leave this channe
15,"[11:38] <mebaran151> mwe, or mount it noexec",11:38,mebaran151,"mwe, or mount it noexec"
16,[11:38] <coNP> gnomefreak: bk seems to ask questions on #gentoo,11:38,coNP,gnomefreak: bk seems to ask questions on #gentoo
17,[11:38] <flodine> gnomefreak if i close the terminal then firestarter closes to,11:38,flodine,gnomefreak if i close the terminal then firestarter closes to
18,[11:38] <gnomefreak> ubotu tell freddie about codecs,11:38,gnomefreak,ubotu tell freddie about codecs
19,"[11:38] <psusi> mebaran151: no, in fact there ARE no permissions... so linux has to fake it... you can tell it what fake values to use when you mount it",11:38,psusi,"mebaran151: no, in fact there ARE no permissions... so linux has to fake it... you can tell it what fake values to use when you mount it"
20,"[11:38] <Seveas> ompaul, third",11:38,Seveas,"ompaul, third"
21,=== fraggsta [n=jrw6@82-32-117-167.cable.ubr03.hawk.blueyonder.co.uk]  has joined #ubuntu,,,
22,[11:38] <mwe> mebaran151: yeah,11:38,mwe,mebaran151: yeah
23,"[11:38] <gnomefreak> flodine, yes",11:38,gnomefreak,"flodine, yes"
24,[11:38] <ompaul> DOH!,11:38,ompaul,DOH!
25,"[11:38] <cafuego> ompaul: You can only reach it via the trap door in the corner, after you get decapitated here.",11:38,cafuego,"ompaul: You can only reach it via the trap door in the corner, after you get decapitated here."
26,"[11:38] <gnomefreak> flodine, anything you open with terminal will close when terminal is closed",11:38,gnomefreak,"flodine, anything you open with terminal will close when terminal is closed"
27,"[11:39] <ompaul> cafuego, ahhh",11:39,ompaul,"cafuego, ahhh"
28,[11:39] <fraggsta> does anyone know how to boot the Ubuntu LiveCD on an old (blue&white) ibook? I'm stuck at the yaboot prompt,11:39,fraggsta,does anyone know how to boot the Ubuntu LiveCD on an old (blue&white) ibook? I'm stuck at the yaboot prompt
29,[11:39] <mwe> mebaran151: fmask=0111 under options iirc,11:39,mwe,mebaran151: fmask=0111 under options iirc
30,"[11:39] <Seveas> cafuego, and only if USE doesn't feature brain :)",11:39,Seveas,"cafuego, and only if USE doesn't feature brain :)"
31,[11:39] <freddie> gnomefreak it maks no sence to me,11:39,freddie,gnomefreak it maks no sence to me
32,[11:39] <cafuego> fraggsta: Just hit return (in theory),11:39,cafuego,fraggsta: Just hit return (in theory)
33,"[11:39] <gnomefreak> flodine,  you can make a launcher for it on your menu bar so you dont have to use terminal",11:39,gnomefreak,"flodine,  you can make a launcher for it on your menu bar so you dont have to use terminal"
34,[11:39] <visik7> will mountlo be added on next ubuntu ?,11:39,visik7,will mountlo be added on next ubuntu ?
35,"[11:39] <synmoo> mebaran151: I've tried known good batteries, the bluetooh mouse works ok for a second, then disconnects for what would seem to be no reason",11:39,synmoo,"mebaran151: I've tried known good batteries, the bluetooh mouse works ok for a second, then disconnects for what would seem to be no reason"
36,[11:39] <nalioth> fraggsta: i think you're doing all that can be done,11:39,nalioth,fraggsta: i think you're doing all that can be done
37,[11:39] <cafuego> Seveas: (hence the decapitation),11:39,cafuego,Seveas: (hence the decapitation)
