,raw,timestamp,user,message,file_ind
0,[10:41] <skratchez> really want to give props to whoever designed the UI on linux live,10:41,skratchez, really want to give props to whoever designed the UI on linux live,0
1,[10:41] <skratchez> the GTA font and alpha channel is a nice touch,10:41,skratchez, the GTA font and alpha channel is a nice touch,1
2,[10:48] <skratchez> linuxlive can't even see the .iso wtf?,10:48,skratchez, linuxlive can't even see the .iso wtf?,2
3,[10:49] <EriC^^> skratchez: you can't browse for it?,10:49,EriC^^, skratchez: you can't browse for it?,3
4,[10:49] <skratchez> it can't,10:49,skratchez, it can't,4
5,[10:49] <EriC^^> it migt not recognize it as the release but it'll still write it,10:49,EriC^^, it migt not recognize it as the release but it'll still write it,5
6,[10:49] <skratchez> it's looking for *.iso and seeing nothing,10:49,skratchez, it's looking for *.iso and seeing nothing,6
7,"[10:50] <EriC^^> try pressing on ""all types""",10:50,EriC^^," try pressing on ""all types""",7
8,[10:50] <skratchez> and *.whatever a linux distro might be but nothing,10:50,skratchez, and *.whatever a linux distro might be but nothing,8
9,[10:50] <skratchez> the dropmenu says ISO / IMG /ZIP (*.iso;*.img;*.zip...... and when i click it i get no more options than that,10:50,skratchez, the dropmenu says ISO / IMG /ZIP (*.iso;*.img;*.zip...... and when i click it i get no more options than that,9
10,"[10:51] <skratchez> maybe it needs to be run as admin, idk",10:51,skratchez," maybe it needs to be run as admin, idk",10
11,[10:51] <EriC^^> are you sure it's there? can you see it in the filemanager?,10:51,EriC^^, are you sure it's there? can you see it in the filemanager?,11
12,[10:51] <skratchez> yeah,10:51,skratchez, yeah,12
13,"[10:52] <YankDownUnder> skratchez, Does it actually have the extension of "".ISO""? Just asking...",10:52,YankDownUnder," skratchez, Does it actually have the extension of "".ISO""? Just asking...",13
14,[10:52] <EriC^^> maybe it's case sensitive?,10:52,EriC^^, maybe it's case sensitive?,14
15,"[10:52] <skratchez> that is actually a good question because it shows as a virtual clone drive file, but yeah also has a .iso extension",10:52,skratchez," that is actually a good question because it shows as a virtual clone drive file, but yeah also has a .iso extension",15
16,[10:53] <skratchez> and i have windows set to show extensions,10:53,skratchez, and i have windows set to show extensions,16
17,"[10:54] <YankDownUnder> Strange that...never experienced that bit before...UNLESS the .ISO is flagged as ""system file/read only"" - ya never know...",10:54,YankDownUnder," Strange that...never experienced that bit before...UNLESS the .ISO is flagged as ""system file/read only"" - ya never know...",17
18,"[10:55] <skratchez> yeah, i've had issues with windows permissions and this disk is definitely doing something spooky (can not reset windows, can not create a repair disk, can not create a system restore point... but will continue to run)",10:55,skratchez," yeah, i've had issues with windows permissions and this disk is definitely doing something spooky (can not reset windows, can not create a repair disk, can not create a system restore point... but will continue to run)",18
19,"[10:57] <YankDownUnder> skratchez, Er...have you done a low level file system check on the Windows drive? (in a cmd prompt, do: chkdsk c: /f ==> when the system reboots, it will force a check on the integrity of the disk...)",10:57,YankDownUnder," when the system reboots, it will force a check on the integrity of the disk...)",19
20,[10:57] <skratchez> yeah that's one of the many things that fail on this thing,10:57,skratchez, yeah that's one of the many things that fail on this thing,20
21,"[10:58] <YankDownUnder> skratchez, Ooooo...not good...not good...is there a means by which to remove the drive and check it on another workstation - OR - do you have a WindowsPE boot - like a CD or a USB?",10:58,YankDownUnder," skratchez, Ooooo...not good...not good...is there a means by which to remove the drive and check it on another workstation - OR - do you have a WindowsPE boot - like a CD or a USB?",21
22,"[10:58] <skratchez> memtest.exe, you name it, this beast has failed it but it's been running since the bush administration",10:58,skratchez," memtest.exe, you name it, this beast has failed it but it's been running since the bush administration",22
23,[10:59] <skratchez> and i have replaced the memory :P,10:59,skratchez, and i have replaced the memory :P,23
24,[10:59] <YankDownUnder> Bush had an administration? Wow...far out...musta flipped the channel and bypassed that one... ;),10:59,YankDownUnder, Bush had an administration? Wow...far out...musta flipped the channel and bypassed that one... ;),24
25,"[10:59] <skratchez> yeah i got this laptop and nothing for now, tomorrow is a new day though so",10:59,skratchez," yeah i got this laptop and nothing for now, tomorrow is a new day though so",25
26,[11:00] <YankDownUnder> Yersh - tomorrow always brings fresh new insights,11:00,YankDownUnder, Yersh - tomorrow always brings fresh new insights,26
27,[11:01] <Sparrow__> Have you guys heard or used Hirens recovery disk,11:01,Sparrow__, Have you guys heard or used Hirens recovery disk,27
28,"[11:01] <skratchez> it's a gateway nv59, special discount at wurst buy back in the day because they mislabeled early i5 processors as i3",11:01,skratchez," it's a gateway nv59, special discount at wurst buy back in the day because they mislabeled early i5 processors as i3",28
29,"[11:01] <bazhang> Sparrow__, not for ubuntu",11:01,bazhang," Sparrow__, not for ubuntu",29
30,[11:01] <skratchez> *ack*,11:01,skratchez, *ack*,30
31,[11:01] <Sparrow__> Handy to have in your toolbox,11:01,Sparrow__, Handy to have in your toolbox,31
32,[11:01] <YankDownUnder> Hirens 9.9! Yay! The best of the best! Yay!,11:01,YankDownUnder, Hirens 9.9! Yay! The best of the best! Yay!,32
33,"[11:01] <bazhang> skratchez, is linux live a windows tool for writing usb",11:01,bazhang," skratchez, is linux live a windows tool for writing usb",33
34,"[11:01] <oerheks> Sparrow__, yes, but Ultimate Boot cd is my favorite",11:01,oerheks," Sparrow__, yes, but Ultimate Boot cd is my favorite",34
35,"[11:02] <Sparrow__> bazhang, Thought he had a windows box there",11:02,Sparrow__," bazhang, Thought he had a windows box there",35
36,"[11:02] <YankDownUnder> ""GATEWAY COMPUTER THAT STILL RUNS?"" OMG OMG OMG...",11:02,YankDownUnder," ""GATEWAY COMPUTER THAT STILL RUNS?"" OMG OMG OMG...",36
37,[11:02] <skratchez> yes,11:02,skratchez, yes,37
38,"[11:02] <bazhang> skratchez, why ask about using a windows tool here",11:02,bazhang," skratchez, why ask about using a windows tool here",38
39,[11:02] <skratchez> i can almost make out cow spots on the the clicky parts,11:02,skratchez, i can almost make out cow spots on the the clicky parts,39
40,[11:03] <YankDownUnder> I used to have to service those monstrosities...egads...,11:03,YankDownUnder, I used to have to service those monstrosities...egads...,40
41,[11:03] <skratchez> i'm not? i want a linux usb/disc to fix this thing,11:03,skratchez, i'm not? i want a linux usb/disc to fix this thing,41
42,"[11:03] <YankDownUnder> MEANWHILE, BACK AT THE RANCH...",11:03,YankDownUnder," MEANWHILE, BACK AT THE RANCH...",42
43,"[11:03] <bazhang> skratchez, you are asking about linux live or not",11:03,bazhang," skratchez, you are asking about linux live or not",43
44,"[11:03] <bazhang> YankDownUnder, stop the excessive chatter please",11:03,bazhang," YankDownUnder, stop the excessive chatter please",44
45,"[11:04] <YankDownUnder> I just realised something, too, skratchez - you COULD get an ""older version"" of Ubuntu - like old...and burn that ISO and make a boot CD...",11:04,YankDownUnder," I just realised something, too, skratchez - you COULD get an ""older version"" of Ubuntu - like old...and burn that ISO and make a boot CD...",45
46,"[11:04] <skratchez> i'm asking about using anything, i am not familiar with different boot options",11:04,skratchez," i'm asking about using anything, i am not familiar with different boot options",46
47,"[11:04] <skratchez> yeah, i have a bunch of blank cds, or i could go to the store tomorrow/today and get a rw dvd and just put a new windows .iso on",11:04,skratchez," yeah, i have a bunch of blank cds, or i could go to the store tomorrow/today and get a rw dvd and just put a new windows .iso on",47
48,[11:05] <skratchez> there is just something so frustrating about this box,11:05,skratchez, there is just something so frustrating about this box,48
49,"[11:05] <bazhang> skratchez, so this is completely about getting a windows iso to usb",11:05,bazhang," skratchez, so this is completely about getting a windows iso to usb",49
50,[11:05] <skratchez> no,11:05,skratchez, no,50
51,"[11:06] <skratchez> i'm ready to bail on windows (at least temporarily just to use this as a web browser, plex server)",11:06,skratchez," i'm ready to bail on windows (at least temporarily just to use this as a web browser, plex server)",51
52,[11:06] <YankDownUnder> Getting a linux ISO to a USB (or CD/DVD) on a Gateway (shivers),11:06,YankDownUnder, Getting a linux ISO to a USB (or CD/DVD) on a Gateway (shivers),52
53,[11:06] <skratchez> that or throw it in nearest ravine,11:06,skratchez, that or throw it in nearest ravine,53
54,[11:06] <pushpak> wine icons are not appearing in the ubuntu dash,11:06,pushpak, wine icons are not appearing in the ubuntu dash,54
55,=== button is now known as crayon,,,,55
56,[11:06] <pushpak> wine icons are not appearing in the ubuntu dash,11:06,pushpak, wine icons are not appearing in the ubuntu dash,56
57,[11:06] <pushpak> help plx,11:06,pushpak, help plx,57
58,[11:06] <Sparrow__> Ask in wine,11:06,Sparrow__, Ask in wine,58
59,[11:07] <pushpak> Sparrow: i ignored ur statement :),11:07,pushpak, Sparrow: i ignored ur statement :),59
60,"[11:07] <skratchez> yeah i know, but jankies this thing might be haunted, i might need to chek with the groundskeeper",11:07,skratchez," yeah i know, but jankies this thing might be haunted, i might need to chek with the groundskeeper",60
61,[11:08] <Sparrow__> For help with wine you need to ask in #wine if you like it or nt,11:08,Sparrow__, For help with wine you need to ask in #wine if you like it or nt,61
62,"[11:08] <YankDownUnder> skratchez, Rest yer brain, tomorrow new things will come. Be well. Night y'all.",11:08,YankDownUnder," skratchez, Rest yer brain, tomorrow new things will come. Be well. Night y'all.",62
63,[11:09] <skratchez> thank,11:09,skratchez, thank,63
64,[11:09] <EriC^^> skratchez: is it uefi or legacy?,11:09,EriC^^, skratchez: is it uefi or legacy?,64
65,[11:09] <Sparrow__> Try the earliest live ubuntu we made.. 606 maybe,11:09,Sparrow__, Try the earliest live ubuntu we made.. 606 maybe,65
66,[11:09] <pushpak> Sparrow: it is showing you have been kicked out of this channel W*F,11:09,pushpak, Sparrow: it is showing you have been kicked out of this channel W*F,66
67,"[11:10] <mikhael_k33hl> I created a parition and encrypted it with Luks, can I install Ubuntu normally with it? Also my efi partition is on /dev/sdb, my ubuntu is on /dev/sda, will that be okay?",11:10,mikhael_k33hl," I created a parition and encrypted it with Luks, can I install Ubuntu normally with it? Also my efi partition is on /dev/sdb, my ubuntu is on /dev/sda, will that be okay?",67
68,[11:10] <Sparrow__> Ive Op'd up and kicked myself before too.,11:10,Sparrow__, Ive Op'd up and kicked myself before too.,68
69,"[11:10] <funabashi> Hi guys, i have a slow machine does this output from top command looks bad ? https://pastebin.com/tFuNTg0R",11:10,funabashi," Hi guys, i have a slow machine does this output from top command looks bad ? https://pastebin.com/tFuNTg0R",69
70,[11:11] <Ben64> funabashi: no,11:11,Ben64, funabashi: no,70
71,[11:11] <pushpak> so what should i do now?,11:11,pushpak, so what should i do now?,71
72,"[11:11] <oerheks> 15 days up ... yes, no recent kernel update",11:11,oerheks," 15 days up ... yes, no recent kernel update",72
73,"[11:11] <ikevin> funabashi, your machin use swap",11:11,ikevin," funabashi, your machin use swap",73
74,[11:12] <skratchez> legacy,11:12,skratchez, legacy,74
75,[11:12] <funabashi> ikevin: should it use swap ?,11:12,funabashi, ikevin: should it use swap ?,75
76,"[11:13] <ikevin> funabashi, you just have 1Gb of ram?",11:13,ikevin," funabashi, you just have 1Gb of ram?",76
77,[11:14] <skratchez> so @EriC^^ what does legacy imply?,11:14,skratchez, so @EriC^^ what does legacy imply?,77
78,[11:15] <EriC^^> skratchez: it means it's not a secureboot issue or bad uefi implementation,11:15,EriC^^, skratchez: it means it's not a secureboot issue or bad uefi implementation,78
79,[11:15] <EriC^^> so that's good,11:15,EriC^^, so that's good,79
80,[11:16] <skratchez> ah,11:16,skratchez, ah,80
81,"[11:16] <EriC^^> skratchez: for legacy to boot, all the bios needs is a valid partition table on the device, plus some bios want to see a boot flag on one of the partitions",11:16,EriC^^," skratchez: for legacy to boot, all the bios needs is a valid partition table on the device, plus some bios want to see a boot flag on one of the partitions",81
82,[11:17] <skratchez> i had hoped rufus did this automagically,11:17,skratchez, i had hoped rufus did this automagically,82
83,"[11:17] <EriC^^> and it'll boot whatever is in the bootloader location in the mbr, whether grub or windows etc it wont mind",11:17,EriC^^," and it'll boot whatever is in the bootloader location in the mbr, whether grub or windows etc it wont mind",83
84,[11:17] <EriC^^> yeah,11:17,EriC^^, yeah,84
