,raw,timestamp,user,message,file_ind
0,[01:20] <Dr_Willis> chsados: Nvidias special xcinerama mode,01:20,Dr_Willis, chsados: Nvidias special xcinerama mode,0
1,[01:20] <chsados> oh,01:20,chsados, oh,1
2,[01:21] <chsados> im on ATI HD 4890 running just the default ubuntu drivers - whenever i try to install ATI drivers and reboot i get an error saying running in low graphics mode,01:21,chsados, im on ATI HD 4890 running just the default ubuntu drivers - whenever i try to install ATI drivers and reboot i get an error saying running in low graphics mode,2
3,[01:21] <Dr_Willis> ati has a similer thing. but i forget what they call it,01:21,Dr_Willis, ati has a similer thing. but i forget what they call it,3
4,[01:23] <chsados> Dr_Willis: this might help http://www.rizsilverthorn.net/linux/xbmc-on-dual-monitors,01:23,chsados, Dr_Willis: this might help http://www.rizsilverthorn.net/linux/xbmc-on-dual-monitors,4
5,[01:23] <chsados> i just dont get how to create that file,01:23,chsados, i just dont get how to create that file,5
6,[01:23] <Dr_Willis> chsados:  i recall it working fine befor. Now its spreading across the 2 monitors for me,01:23,Dr_Willis, chsados:  i recall it working fine befor. Now its spreading across the 2 monitors for me,6
7,[01:24] <chsados> yea thats what that url states how to fix,01:24,chsados, yea thats what that url states how to fix,7
8,[01:24] <Dr_Willis> that url seems invalid,01:24,Dr_Willis, that url seems invalid,8
9,[01:24] <Dr_Willis> The server is temporarily unable to service your request due,01:24,Dr_Willis, The server is temporarily unable to service your request due,9
10,[01:24] <chsados> http://www.rizsilverthorn.net/linux/xbmc-on-dual-monitors/,01:24,chsados, http://www.rizsilverthorn.net/linux/xbmc-on-dual-monitors/,10
11,[01:25] <chsados> wow looks like the site went down,01:25,chsados, wow looks like the site went down,11
12,[01:25] <Dr_Willis> you killed it@,01:25,Dr_Willis, you killed it@,12
13,[01:25] <Dr_Willis> ;),01:25,Dr_Willis, ;),13
14,[01:27] <Levi_> wow its quiet too quiet,01:27,Levi_, wow its quiet too quiet,14
15,[01:27] <mrrcp> yep,01:27,mrrcp, yep,15
16,[01:27] <mrrcp> sunday funday,01:27,mrrcp, sunday funday,16
17,[01:27] <Dr_Willis> Sunday Night at 9:00 everyone is rushing to get homework done. ;P,01:27,Dr_Willis, Sunday Night at 9:00 everyone is rushing to get homework done. ;P,17
18,[01:27] <mrrcp> everyone is asleep,01:27,mrrcp, everyone is asleep,18
19,[01:27] <dhyana> s am,01:27,dhyana, s am,19
20,[01:27] <dhyana> :P,01:27,dhyana, :P,20
21,[01:27] <mrrcp> or watching the game,01:27,mrrcp, or watching the game,21
22,[01:27] <chsados> Dr_Willis: try http://webcache.googleusercontent.com/search?q=cache:www.rizsilverthorn.net/linux/xbmc-on-dual-monitors/,01:27,chsados, Dr_Willis: try http://webcache.googleusercontent.com/search?q=cache:www.rizsilverthorn.net/linux/xbmc-on-dual-monitors/,22
23,[01:27] <wilee-nilee> ssh I'm meditating,01:27,wilee-nilee, ssh I'm meditating,23
24,[01:27] <Levi_> i know i am like that on sunday @Dr_WIllis,01:27,Levi_, i know i am like that on sunday @Dr_WIllis,24
25,[01:28] <natural> can i make the system monitor go transparent when inactive?,01:28,natural, can i make the system monitor go transparent when inactive?,25
26,[01:28] <Dr_Willis> chsados:  so whats the problem?,01:28,Dr_Willis, chsados:  so whats the problem?,26
27,[01:29] <natural> how do i make all inactive windows transparent?,01:29,natural, how do i make all inactive windows transparent?,27
28,[01:30] <Dr_Willis> natural:  theres a compiz plugin i recall that can do that,01:30,Dr_Willis, natural:  theres a compiz plugin i recall that can do that,28
29,[01:30] <qin> natural: reverting to 10.10? and compiz,01:30,qin, natural: reverting to 10.10? and compiz,29
30,[01:30] <natural> yeah i was thinking without compiz,01:30,natural, yeah i was thinking without compiz,30
31,[01:30] <natural> nahi have 13.04 64 biot,01:30,natural, nahi have 13.04 64 biot,31
32,[01:30] <Dr_Willis> !ccsm,01:30,Dr_Willis, !ccsm,32
33,"[01:30] <ubottu> To enable advanced customization of desktop effects in Ubuntu: install 'compizconfig-settings-manager' (or 'simple-ccsm' for pre-Oneiric). If you install the latter, a new option will appear in your appearance properties - See also !compiz - Help in #compiz",01:30,ubottu," To enable advanced customization of desktop effects in Ubuntu: install 'compizconfig-settings-manager' (or 'simple-ccsm' for pre-Oneiric). If you install the latter, a new option will appear in your appearance properties - See also !compiz - Help in #compiz",33
34,[01:30] <natural> i jsut like it when my windows go transp[arent when inactive,01:30,natural, i jsut like it when my windows go transp[arent when inactive,34
35,[01:31] <natural> do i need to restart computer?,01:31,natural, do i need to restart computer?,35
36,[01:32] <natural> hey ubottu a bot?,01:32,natural, hey ubottu a bot?,36
37,"[01:32] <kostkon> natural, logout",01:32,kostkon," natural, logout",37
38,[01:32] <natural> can i just sudo apt-get intall compiz?,01:32,natural, can i just sudo apt-get intall compiz?,38
39,"[01:32] <kostkon> natural, unity is a compiz plugin thus you are laready running it",01:32,kostkon," natural, unity is a compiz plugin thus you are laready running it",39
40,[01:33] <natural> ah,01:33,natural, ah,40
41,[01:33] <tjbiddle> Hey guys - Why can I not add nameservers to my /etc/resolv.conf and have them resolve - Instead I have to add them to my domain registrar?,01:33,tjbiddle, Hey guys - Why can I not add nameservers to my /etc/resolv.conf and have them resolve - Instead I have to add them to my domain registrar?,41
42,[01:33] <Dr_Willis> compiz IS installed bvy default. the ccsm tool is not,01:33,Dr_Willis, compiz IS installed bvy default. the ccsm tool is not,42
43,[01:33] <natural> so what's my next step to get the full set of bells and whistles?,01:33,natural, so what's my next step to get the full set of bells and whistles?,43
44,"[01:33] <kostkon> natural, just install the ccsm app",01:33,kostkon," natural, just install the ccsm app",44
45,[01:33] <Dr_Willis> brb.,01:33,Dr_Willis, brb.,45
46,[01:33] <wilee-nilee> or the config manager,01:33,wilee-nilee, or the config manager,46
47,[01:33] <natural> over in the software center kost?,01:33,natural, over in the software center kost?,47
48,"[01:33] <natural> kostkon, ^",01:33,natural," kostkon, ^",48
49,"[01:33] <kostkon> natural, y",01:33,kostkon," natural, y",49
50,[01:33] <natural> cool,01:33,natural, cool,50
51,"[01:34] <kostkon> natural, careful what you are doing though. don't disable the wrong plugins for example",01:34,kostkon," natural, careful what you are doing though. don't disable the wrong plugins for example",51
52,[01:34]  * wilee-nilee waits for the my desktop is broken after messing with compiz,01:34,,,52
53,[01:34] <kostkon> :/,01:34,kostkon, :/,53
54,"[01:34] <natural> yes thank you kostkon i have some exp with compiiz, i just wanted to know if there was another way, because xfce mint 15 had it through panel szettings",01:34,natural," yes thank you kostkon i have some exp with compiiz, i just wanted to know if there was another way, because xfce mint 15 had it through panel szettings",54
55,[01:34] <qin> tjbiddle: hm?,01:34,qin, tjbiddle: hm?,55
56,[01:35] <tjbiddle> qin: Can I give an example using AWS route 53 and you'd understand that?,01:35,tjbiddle, qin: Can I give an example using AWS route 53 and you'd understand that?,56
57,"[01:35] <kostkon> natural, for what you are asking, no. some things can be done with unity-tweak or ubuntu-tweak. the will change some compiz confs for you",01:35,kostkon," natural, for what you are asking, no. some things can be done with unity-tweak or ubuntu-tweak. the will change some compiz confs for you",57
58,[01:35] <tjbiddle> Not experienced enough with dns to know how much translates to other solutions,01:35,tjbiddle, Not experienced enough with dns to know how much translates to other solutions,58
59,[01:36] <kostkon> they*,01:36,kostkon, they*,59
60,[01:36] <natural> so this ccsm wont let me make inactive windows transpafrent?,01:36,natural, so this ccsm wont let me make inactive windows transpafrent?,60
61,"[01:37] <qin> tjbiddle: rather would not get it, but #dns looks tempting",01:37,qin," tjbiddle: rather would not get it, but #dns looks tempting",61
62,[01:37] <somsip> tjbiddle: because you add domains to your domain registrar so the entries get propogated out to other nameservers.,01:37,somsip, tjbiddle: because you add domains to your domain registrar so the entries get propogated out to other nameservers.,62
63,"[01:37] <kostkon> natural, if there is such an option, then yes",01:37,kostkon," natural, if there is such an option, then yes",63
64,"[01:37] <kostkon> natural, plugin and/or plugin option whatever",01:37,kostkon," natural, plugin and/or plugin option whatever",64
65,"[01:37] <natural> kostkon, if the xfce was able to do it through the panel, don't you think this sort of feature would be a simple thing?",01:37,natural," kostkon, if the xfce was able to do it through the panel, don't you think this sort of feature would be a simple thing?",65
