,raw,timestamp,user,message
0,[06:25] <gregoru> Was kinda slow though 1.35h for 5runs of dodshort,06:25,gregoru,Was kinda slow though 1.35h for 5runs of dodshort
1,[06:25] <Khedron> I use a knoppix cd and run wipe,06:25,Khedron,I use a knoppix cd and run wipe
2,[06:25] <SeanInSeattle> Hey all.  I've installed apache 2.3.8 and installed from source.  I wasn't aware that it wouldn't put apache into the same directory that ubuntu would normally install it to when installing from the dpkg in the repos.  It seems to have installed it to /usr/local/apache2.  I'm wondering if it would be appropriate to move that whole directory into /etc/ to match ubuntu style?,06:25,SeanInSeattle,Hey all.  I've installed apache 2.3.8 and installed from source.  I wasn't aware that it wouldn't put apache into the same directory that ubuntu would normally install it to when installing from the dpkg in the repos.  It seems to have installed it to /usr/local/apache2.  I'm wondering if it would be appropriate to move that whole directory into /etc/ to match ubuntu style?
3,[06:25] <Khedron> more...configurable,06:25,Khedron,more...configurable
4,[06:25] <gregoru> How fast was that ?,06:25,gregoru,How fast was that ?
5,[06:26] <Khedron> faster than dban,06:26,Khedron,faster than dban
6,[06:26] <Khedron> dban often doesn't put the drive into dma and stuff,06:26,Khedron,dban often doesn't put the drive into dma and stuff
7,"[06:26] <c0nv1ct> SeanInSeattle, /etc is for configurations, not apache installs",06:26,c0nv1ct,"SeanInSeattle, /etc is for configurations, not apache installs"
8,[06:27] <SeanInSeattle> c8nv1ct:  ok.  so its fine to have it live where it was placed originally?,06:27,SeanInSeattle,c8nv1ct:  ok.  so its fine to have it live where it was placed originally?
9,[06:27] <Khedron> gregoru: with modern drives you rarely need more than 3 passes and a zeroing anyhow,06:27,Khedron,gregoru: with modern drives you rarely need more than 3 passes and a zeroing anyhow
10,"[06:27] <c0nv1ct> SeanInSeattle, i dont think it really matters where the binaries/libs are, symlink any configs to /etc/apache2 if you need to",06:27,c0nv1ct,"SeanInSeattle, i dont think it really matters where the binaries/libs are, symlink any configs to /etc/apache2 if you need to"
11,[06:28] <Memnochxx> Should upgrading a wubi installation generally be avoided?,06:28,Memnochxx,Should upgrading a wubi installation generally be avoided?
12,[06:28] <gregoru> 3 passes= 1 run I presume including a zeroing,06:28,gregoru,3 passes= 1 run I presume including a zeroing
13,[06:28] <gregoru> anyhow is that netboot like 13M ?,06:28,gregoru,anyhow is that netboot like 13M ?
14,[06:28] <Khedron> it is,06:28,Khedron,it is
15,[06:28] <gregoru> goodie,06:28,gregoru,goodie
16,[06:28] <Khedron> I use it on a pxe install,06:28,Khedron,I use it on a pxe install
17,"[06:28] <SeanInSeattle> c8nv1ct:  When its installed from source, do I need to manually add the apache directory to my path?",06:28,SeanInSeattle,"c8nv1ct:  When its installed from source, do I need to manually add the apache directory to my path?"
18,[06:28] <gregoru> Only have a burning optic left :P,06:28,gregoru,Only have a burning optic left :P
19,[06:29] <Khedron> so I just boot from the network and install them from that,06:29,Khedron,so I just boot from the network and install them from that
20,"[06:29] <Gryllida> Hello! What is this distribution prominent for? It has read/write ntfs preinstalled, gnome (like many others), linux kernel (like many others), what else?",06:29,Gryllida,"Hello! What is this distribution prominent for? It has read/write ntfs preinstalled, gnome (like many others), linux kernel (like many others), what else?"
21,[06:29] <Khedron> same with knoppix,06:29,Khedron,same with knoppix
22,"[06:29] <c0nv1ct> SeanInSeattle, why does it need to be in your path?",06:29,c0nv1ct,"SeanInSeattle, why does it need to be in your path?"
23,[06:29] <gregoru> mini.iso ? is that it ?,06:29,gregoru,mini.iso ? is that it ?
24,[06:29] <Khedron> the mini.iso is to burn yes,06:29,Khedron,the mini.iso is to burn yes
25,[06:29] <SeanInSeattle> c8nv1ct:  I don't know.  I'm just learning some of this sys admin stuff.,06:29,SeanInSeattle,c8nv1ct:  I don't know.  I'm just learning some of this sys admin stuff.
26,[06:29] <gregoru> this will be interesting :),06:29,gregoru,this will be interesting :)
27,[06:29] <Khedron> the other files are to network boot,06:29,Khedron,the other files are to network boot
28,"[06:30] <xixor> yo, so, I can browse to an smb share on a windows computer using the KDE file browser dolphin, I can copy files, etc, but I cannot stream the files when I open them with vlc, what gives?",06:30,xixor,"yo, so, I can browse to an smb share on a windows computer using the KDE file browser dolphin, I can copy files, etc, but I cannot stream the files when I open them with vlc, what gives?"
29,"[06:30] <c0nv1ct> SeanInSeattle, you might want to stick to managed packages until you learn some more then and avoid compiling by hand",06:30,c0nv1ct,"SeanInSeattle, you might want to stick to managed packages until you learn some more then and avoid compiling by hand"
30,"[06:30] <Khedron> gregoru: if you're on a fast network, its faster to do it that way lol",06:30,Khedron,"gregoru: if you're on a fast network, its faster to do it that way lol"
31,[06:30] <SeanInSeattle> c8nv1ct:  The only way that I'm going to learn this stuff is by doing it.  Not by shying away from it.,06:30,SeanInSeattle,c8nv1ct:  The only way that I'm going to learn this stuff is by doing it.  Not by shying away from it.
32,[06:30] <gregoru> 100mbit in/out is that still faster than a ALT.iso ?,06:30,gregoru,100mbit in/out is that still faster than a ALT.iso ?
33,[06:31] <Khedron> yes,06:31,Khedron,yes
34,[06:31] <Khedron> way faster,06:31,Khedron,way faster
35,[06:31] <Khedron> your network will be faster than cdrom access speeds,06:31,Khedron,your network will be faster than cdrom access speeds
36,"[06:31] <SeanInSeattle> c8nv1ct:  So, as I understand you, it doesn't matter if the apache2 directory is on the system path, yes?",06:31,SeanInSeattle,"c8nv1ct:  So, as I understand you, it doesn't matter if the apache2 directory is on the system path, yes?"
37,"[06:31] <c0nv1ct> SeanInSeattle, true, but by doing what you did, you shifted the responsibility of maintaining the package on to yourself.  are you capable of keeping up with security patches yourself?",06:31,c0nv1ct,"SeanInSeattle, true, but by doing what you did, you shifted the responsibility of maintaining the package on to yourself.  are you capable of keeping up with security patches yourself?"
