,raw,timestamp,user,message
0,[04:20] <BockBilbo> *ubuntu breezy,04:20,BockBilbo,*ubuntu breezy
1,[04:20] <steve_don> telonir: if the app thats upgraded is running you will have to restart it to get the new version,04:20,steve_don,telonir: if the app thats upgraded is running you will have to restart it to get the new version
2,[04:20] <dipnlik> jwd: apt-get is automagic,04:20,dipnlik,jwd: apt-get is automagic
3,[04:20] <jwd> where will apt-get put them?,04:20,jwd,where will apt-get put them?
4,[04:20] <jwd> :-),04:20,jwd,:-)
5,"[04:20] <Gwildor> jwd, a temp dit i believe",04:20,Gwildor,"jwd, a temp dit i believe"
6,[04:20] <Gwildor> dir,04:20,Gwildor,dir
7,"[04:20] <dipnlik> jwd: downloads in a temp, installs and removes",04:20,dipnlik,"jwd: downloads in a temp, installs and removes"
8,=== dazzed [n=dazzed@adsl-214-1-63.asm.bellsouth.net]  has joined #ubuntu,,,
9,[04:20] <zkmaster> anyone here have expereince setting up a wireless nic with ubuntu?,04:20,zkmaster,anyone here have expereince setting up a wireless nic with ubuntu?
10,=== Syruss [n=john@ip-192-201.net-192.dhcp.soton.ac.uk]  has joined #ubuntu,,,
11,[04:21] <jwd> . /var/cache/apt/archives,04:21,jwd,. /var/cache/apt/archives
12,=== etnoy [n=etnoy@227.236.216.81.vs.vf.siwnet.net]  has joined #ubuntu,,,
13,[04:21] <telonir> will deborphan work in ubuntu? or is there a substitute?,04:21,telonir,will deborphan work in ubuntu? or is there a substitute?
14,=== biDYaeM [n=iivyubik@86.34.174.78]  has joined #ubuntu,,,
15,=== biDYaeM [n=iivyubik@86.34.174.78]  has left #ubuntu [],,,
16,[04:22] <jwd> so dpkg -i *.deb,04:22,jwd,so dpkg -i *.deb
17,[04:22] <jwd> or whatever .deb file,04:22,jwd,or whatever .deb file
18,[04:22] <jwd> I meant,04:22,jwd,I meant
19,[04:22] <nalioth> telonir: deborphan and debfoster are both available,04:22,nalioth,telonir: deborphan and debfoster are both available
20,=== NJoeo [n=iivyubik@86.34.174.78]  has joined #ubuntu,,,
21,"=== rata [n=rcampos@mail.aktiv-assekuranz.com]  has left #ubuntu [""Abandonando""]",,,
22,[04:22] <telonir> which is better?,04:22,telonir,which is better?
23,=== eeaaxx [n=eeaaxx@61.9.109.139]  has joined #ubuntu,,,
24,"[04:22] <ubuntulover> which edition can I install ,my GPU is Gforce 2 pro",04:22,ubuntulover,"which edition can I install ,my GPU is Gforce 2 pro"
25,"[04:22] <Gwildor> jwd, yes <sudo dpkg -i foo.deb>",04:22,"Gwildor> jwd, yes <sudo dpkg -i foo.deb","jwd, yes <sudo dpkg -i foo.deb>"
26,[04:22] <dipnlik> jwd: the temp is something like /var/cache/apt/something...,04:22,dipnlik,jwd: the temp is something like /var/cache/apt/something...
27,[04:22] <telonir> sudo sh :),04:22,telonir,sudo sh :)
