,raw,timestamp,user,message
0,=== wizzlefish [n=steven@cpe-66-68-149-197.austin.res.rr.com]  has joined #ubuntu,,,
1,[06:18] <Dynamicrealism> look at the wiki i just found for ubuntu,06:18,Dynamicrealism,look at the wiki i just found for ubuntu
2,[06:18] <Dynamicrealism> its kick ass,06:18,Dynamicrealism,its kick ass
3,=== makko [n=makko@195-245-89-185.dtcom.ro]  has joined #ubuntu,,,
4,"[06:18] <wizzlefish> where is it, Dynamicrealism?",06:18,wizzlefish,"where is it, Dynamicrealism?"
5,[06:18] <rodrigo> join /ubuntu.es,06:18,rodrigo,join /ubuntu.es
6,[06:18] <Zapti> kk tgx,06:18,Zapti,kk tgx
7,[06:18] <Zapti> thx*,06:18,Zapti,thx*
8,[06:18] <makko> any particular reason the grub boot menu of dapper is text (a plain text table) instead of graphical (supporting a splash screen)?,06:18,makko,any particular reason the grub boot menu of dapper is text (a plain text table) instead of graphical (supporting a splash screen)?
9,[06:19] <Dynamicrealism> im a newb so im happy i found it lol,06:19,Dynamicrealism,im a newb so im happy i found it lol
10,[06:19] <Dynamicrealism> http://krazypenguin.net/Ubuntu_Dapper_Drake_6.06_Guide,06:19,Dynamicrealism,http://krazypenguin.net/Ubuntu_Dapper_Drake_6.06_Guide
11,"[06:19] <JohnsonE> what can I do about this error: ""The test of the file system with type fat16 in partition #1 of IDE1 master (hda) found uncorrected errors.""",06:19,JohnsonE,"what can I do about this error: ""The test of the file system with type fat16 in partition #1 of IDE1 master (hda) found uncorrected errors."""
12,[06:19] <Ar2No> AlwaysIcey yes I do then what should I do?,06:19,Ar2No,AlwaysIcey yes I do then what should I do?
13,[06:19] <Locke> hmm,06:19,Locke,hmm
14,"=== rodrigo [n=rodrigo@128-16.dedicado.com.uy]  has left #ubuntu [""Abandonando""]",,,
15,[06:19] <wizzlefish> makko - aren't all the grub menus text?,06:19,wizzlefish,makko - aren't all the grub menus text?
16,=== mrd` [n=matthew@c-67-166-242-232.hsd1.tx.comcast.net]  has left #ubuntu [],,,
17,[06:19] <Locke> they sent me 5.10 in the mail,06:19,Locke,they sent me 5.10 in the mail
18,"[06:19] <tritium> makko: grub supports a background image.  Also, don't you have the usplash image of ubuntu?",06:19,tritium,"makko: grub supports a background image.  Also, don't you have the usplash image of ubuntu?"
19,[06:19] <zach> makko:  load up synaptic and install usplash,06:19,zach,makko:  load up synaptic and install usplash
20,"[06:19] <JohnsonE> what can I do about this error: ""The test of the file system with type fat16 in partition #1 of IDE1 master (hda) found uncorrected errors.""",06:19,JohnsonE,"what can I do about this error: ""The test of the file system with type fat16 in partition #1 of IDE1 master (hda) found uncorrected errors."""
21,[06:19] <DShepherd> makko: cause it kool?,06:19,DShepherd,makko: cause it kool?
22,[06:19] <wizzlefish> Dynamicrealism: ubuntuguide.org (I think),06:19,wizzlefish,Dynamicrealism: ubuntuguide.org (I think)
23,[06:19] <Locke> my grub is graphical,06:19,Locke,my grub is graphical
24,[06:19] <zach> anyone able to get splashy working?,06:19,zach,anyone able to get splashy working?
25,=== Adrian_NZ [n=adrian@203-211-79-250.ue.woosh.co.nz]  has joined #ubuntu,,,
