,raw,timestamp,user,message
0,[06:29] <Fedge> someone: changed from VGA to 1280x1024x32,06:29,Fedge,someone: changed from VGA to 1280x1024x32
1,"[06:30] <Megaqwerty> eugene: yeah, it is called subversion",06:30,Megaqwerty,"eugene: yeah, it is called subversion"
2,"[06:30] <someone3> LOL, nice",06:30,someone3,"LOL, nice"
3,=== nexis_ [n=nexis@d57-179-121.home.cgocable.net]  has joined #ubuntu,,,
4,[06:30] <Fedge> it must've been drawing at a VGA resolution out of range of my monitor,06:30,Fedge,it must've been drawing at a VGA resolution out of range of my monitor
5,"[06:30] <Megaqwerty> install it, and you should be good to go",06:30,Megaqwerty,"install it, and you should be good to go"
6,[06:30] <kerpal> myconid did you just say that cause you have had bad luck with seagates or just to confuse me ;<,06:30,kerpal,myconid did you just say that cause you have had bad luck with seagates or just to confuse me ;<
7,"[06:30] <myconid> just to confuse you, im sorry.",06:30,myconid,"just to confuse you, im sorry."
8,"=== crazy_bus [n=philip@CPE-139-168-101-233.nsw.bigpond.net.au]  has left #ubuntu [""Konversation]",,,
9,[06:31] <kerpal> damn!,06:31,kerpal,damn!
10,[06:31] <eugene> Megaqwerty i dont see it in synaptic package manager,06:31,eugene,Megaqwerty i dont see it in synaptic package manager
11,[06:31] <kerpal> arggh i want to install ubuntu :( :(,06:31,kerpal,arggh i want to install ubuntu :( :(
12,=== FallenHitokiri [n=blitz@p54ACE024.dip.t-dialin.net]  has joined #ubuntu,,,
13,"[06:31] <someone3> kerpal, anyway u would probably need MoBo drivers",06:31,someone3,"kerpal, anyway u would probably need MoBo drivers"
14,=== Faust [n=faust@202.76.156.192]  has joined #ubuntu,,,
15,[06:32] <Megaqwerty> eugene: open up a terminal,06:32,Megaqwerty,eugene: open up a terminal
16,=== _Adramelech_ [n=anu@200.114.28.53]  has joined #ubuntu,,,
17,"[06:32] <lgc> Jordan_U, Hi, I'm back!",06:32,lgc,"Jordan_U, Hi, I'm back!"
18,[06:32] <kerpal> well where do i get those drivers? i doubt MSI supports linux,06:32,kerpal,well where do i get those drivers? i doubt MSI supports linux
19,"[06:32] <Megaqwerty> eugene: and type this: ""sudo apt-get install subversion"" (after you close synaptic)",06:32,Megaqwerty,"eugene: and type this: ""sudo apt-get install subversion"" (after you close synaptic)"
20,[06:33] <someone3> u don't have the CD?,06:33,someone3,u don't have the CD?
21,=== Fedge [n=Fedge@cpe-66-75-62-232.san.res.rr.com]  has joined #ubuntu,,,
22,=== tombow [n=tombow@adsl-71-138-136-123.dsl.pltn13.pacbell.net]  has joined #ubuntu,,,
23,"[06:33] <Jordan_U> lgc: Hi, can you remind me what problem you are having?",06:33,Jordan_U,"lgc: Hi, can you remind me what problem you are having?"
24,[06:33] <onefish> hundreds of screensavers but no way to change their individual settings :(,06:33,onefish,hundreds of screensavers but no way to change their individual settings :(
25,"[06:34] <Jordan_U> onefish: yea, I don't get that decision by Gnome either, it is possible to change them though it is annoying",06:34,Jordan_U,"onefish: yea, I don't get that decision by Gnome either, it is possible to change them though it is annoying"
26,[06:34] <eugene> megaqwerty ok now where do i go,06:34,eugene,megaqwerty ok now where do i go
27,"[06:34] <Madpilot> onefish, known bug in the gnomescreensaver app - the developer of which is a bit strange",06:34,Madpilot,"onefish, known bug in the gnomescreensaver app - the developer of which is a bit strange"
28,=== atlantia [n=sc0tt@cpe-024-088-055-054.sc.res.rr.com]  has left #ubuntu [],,,
29,[06:35] <Megaqwerty> eugene: did you get subversion installed from the terminal?,06:35,Megaqwerty,eugene: did you get subversion installed from the terminal?
30,[06:35] <eugene> No,06:35,eugene,No
31,"[06:35] <lgc> Jordan_U, I ended up with broken dependencies. Someone in the channel told me it was a bad idea to have Debian repositories enabled in my sources.list...",06:35,lgc,"Jordan_U, I ended up with broken dependencies. Someone in the channel told me it was a bad idea to have Debian repositories enabled in my sources.list..."
32,[06:36] <eugene> megaqwerty correction yes i did,06:36,eugene,megaqwerty correction yes i did
33,"[06:36] <Jordan_U> onefish: According to the lead dev ""Screensavers that need to be configured are inherently broken"" ( paraphrased from memory )",06:36,Jordan_U,"onefish: According to the lead dev ""Screensavers that need to be configured are inherently broken"" ( paraphrased from memory )"
34,"[06:36] <shatrat> the world is full of wierd devs, and not enough valium",06:36,shatrat,"the world is full of wierd devs, and not enough valium"
35,=== hayden [n=hayden@203-219-130-10.static.tpgi.com.au]  has joined #ubuntu,,,
36,"[06:36] <lgc> Jordan_U, http://paste.ubuntu-nl.org/4547/.",06:36,lgc,"Jordan_U, http://paste.ubuntu-nl.org/4547/."
37,"[06:36] <Jordan_U> lgc: I remember now, what packages were not being upgraded?",06:36,Jordan_U,"lgc: I remember now, what packages were not being upgraded?"
38,"[06:37] <lgc> Jordan_U, serpentine and deskbar-applet. Only.",06:37,lgc,"Jordan_U, serpentine and deskbar-applet. Only."
39,=== phos-phoros [n=Donovan@unaffiliated/phos-phoros]  has joined #ubuntu,,,
40,=== Shadow_mil [n=Shaddy@SilentFlame/Member/pdpc.active.Shadow-mil]  has joined #ubuntu,,,
41,=== Crescendo_ [n=GWing@cpe-024-211-176-110.nc.res.rr.com]  has joined #ubuntu,,,
42,=== cables [n=cables@65-78-17-184.c3-0.nwt-ubr2.sbo-nwt.ma.cable.rcn.com]  has joined #ubuntu,,,
43,[06:38] <cables> ubuntu bug 40293,06:38,cables,ubuntu bug 40293
44,"[06:38] <Jordan_U> lgc: I would remove those packages, remove the debian repository, sudo apt-get update && sudo apt-get -f install",06:38,Jordan_U,"lgc: I would remove those packages, remove the debian repository, sudo apt-get update && sudo apt-get -f install"
45,=== daanesro1 [n=daanesro@pc-171-103-44-190.cm.vtr.net]  has joined #ubuntu,,,
46,[06:38] <Megaqwerty> eugene: then try restarting emerald and trying to update again,06:38,Megaqwerty,eugene: then try restarting emerald and trying to update again
47,[06:38] <Jordan_U> lgc: Then try to install Ubuntu-desktop again,06:38,Jordan_U,lgc: Then try to install Ubuntu-desktop again
48,"[06:38] <cables> sry, didn't mean to put that in this channel",06:38,cables,"sry, didn't mean to put that in this channel"
49,"[06:39] <lgc> Jordan_U, that sounds sound!",06:39,lgc,"Jordan_U, that sounds sound!"
50,[06:39] <daanesro1> espaol?,06:39,daanesro1,espaol?
51,[06:39] <Jordan_U> !sp,06:39,Jordan_U,!sp
52,[06:39] <hayden> !java,06:39,hayden,!java
53,"[06:40] <ubotu> sp: James Clark's SGML parsing tools. In component main, is optional. Version 1.3.4-1.2.1-47 (edgy), package size 158 kB, installed size 564 kB",06:40,ubotu,"sp: James Clark's SGML parsing tools. In component main, is optional. Version 1.3.4-1.2.1-47 (edgy), package size 158 kB, installed size 564 kB"
54,"[06:40] <ubotu> To install a Java compiler/interpreter on Ubuntu, look at https://help.ubuntu.com/community/Java - For the Sun Java runtime install sun-java5-jre from the !Multiverse repository",06:40,ubotu,"To install a Java compiler/interpreter on Ubuntu, look at https://help.ubuntu.com/community/Java - For the Sun Java runtime install sun-java5-jre from the !Multiverse repository"
55,[06:40] <daanesro1> alguien me puede ayudar con apollon,06:40,daanesro1,alguien me puede ayudar con apollon
56,"=== sparklehistory [n=sparkleh@140.225.108.255]  has left #ubuntu [""Good]",,,
57,[06:40] <daanesro1> gift,06:40,daanesro1,gift
58,[06:40] <Jordan_U> !spanish,06:40,Jordan_U,!spanish
59,"[06:40] <ubotu> Si busca ayuda en Espaol por favor entre en los canales #ubuntu-es, #kubuntu-es o #edubuntu-es, all obtendr mas ayuda.",06:40,ubotu,"Si busca ayuda en Espaol por favor entre en los canales #ubuntu-es, #kubuntu-es o #edubuntu-es, all obtendr mas ayuda."
60,[06:40] <eugene> Megaqwerty: After i clcik fetch theme. Should the theme change right away,06:40,eugene,Megaqwerty: After i clcik fetch theme. Should the theme change right away
61,=== benk [n=benk@61.88.58.67]  has joined #ubuntu,,,
62,"[06:41] <Megaqwerty> eugene: it might, but I doubt it",06:41,Megaqwerty,"eugene: it might, but I doubt it"
63,[06:41] <Megaqwerty> eugene: I think you will need to select it for it to change,06:41,Megaqwerty,eugene: I think you will need to select it for it to change
64,[06:41] <Onburiiku> !french,06:41,Onburiiku,!french
65,[06:41] <ubotu> Allez a #ubuntu-fr ou #kubuntu-fr pour de l'aide et de la discussion en francais.,06:41,ubotu,Allez a #ubuntu-fr ou #kubuntu-fr pour de l'aide et de la discussion en francais.
66,[06:41] <eugene> Megaqwerty: How would i select it,06:41,eugene,Megaqwerty: How would i select it
67,[06:42] <Megaqwerty> eugene: just click it,06:42,Megaqwerty,eugene: just click it
68,=== Onburiiku [n=ubuntu@adsl-145-108-237.asm.bellsouth.net]  has left #Ubuntu [],,,
69,"[06:42] <Megaqwerty> in the window, it will show all of the themes you can choose from",06:42,Megaqwerty,"in the window, it will show all of the themes you can choose from"
70,"[06:42] <Megaqwerty> simply select it, and it should change",06:42,Megaqwerty,"simply select it, and it should change"
71,[06:42] <eugene> Megaqwerty: when i click it nothing happens,06:42,eugene,Megaqwerty: when i click it nothing happens
72,=== FunnyLookinHat [n=funnyloo@64.140.73.93]  has joined #ubuntu,,,
73,[06:43] <CaptainMorgan> is anyone famiar with KDevelopC/C++ ? Im trying to see if there's a way to set Show Line Numbers by default; I don't see a setting in Configure/Settings.,06:43,CaptainMorgan,is anyone famiar with KDevelopC/C++ ? Im trying to see if there's a way to set Show Line Numbers by default; I don't see a setting in Configure/Settings.
74,=== lenoxx [n=lenoxx@63.204.151.5]  has joined #ubuntu,,,
75,[06:43] <lenoxx> what's the maximum priority that i can assign something with in update-alternatives?,06:43,lenoxx,what's the maximum priority that i can assign something with in update-alternatives?
76,[06:43] <lenoxx> is there some sort of MAX constant?,06:43,lenoxx,is there some sort of MAX constant?
77,"[06:44] <Megaqwerty> eugene: I am terribly busy now, but I think that if you joined #beryl, you could get more help, I'm sorry, but I really do have to leave",06:44,Megaqwerty,"eugene: I am terribly busy now, but I think that if you joined #beryl, you could get more help, I'm sorry, but I really do have to leave"
78,=== Wanderer_ [i=nomad@24-178-96-163.dhcp.stbr.ga.charter.com]  has joined #Ubuntu,,,
79,[06:44] <eugene> Megaqwerty: thank for your help,06:44,eugene,Megaqwerty: thank for your help
80,=== spike723_ [n=nnndyesk@68-114-29-196.dhcp.gwnt.ga.charter.com]  has joined #ubuntu,,,
