,raw,timestamp,user,message,file_ind
0,[01:49] <ERGLupin> marcagio  what do you mean?,01:49,ERGLupin, marcagio  what do you mean?,0
1,[01:50] <kitche> HOT: to get compiz to work with XFCE if you wish is actually pretty easy,01:50,kitche, HOT: to get compiz to work with XFCE if you wish is actually pretty easy,1
2,[01:50] <Skrot> brb,01:50,Skrot, brb,2
3,"[01:50] <hondje> Why does XFce look so weird by default? Is it something the devs did, or did XFce go nuts on the layout?",01:50,hondje," Why does XFce look so weird by default? Is it something the devs did, or did XFce go nuts on the layout?",3
4,[01:50] <hondje> weird vs how it always looked before,01:50,hondje, weird vs how it always looked before,4
5,[01:50] <kitche> hondje: it's how ubuntu has it set up,01:50,kitche, hondje: it's how ubuntu has it set up,5
6,[01:50] <yarddog_> are the compiz repos still broken?,01:50,yarddog_, are the compiz repos still broken?,6
7,[01:50] <doctorshim> nalioth: Good news. Thanks for the info.,01:50,doctorshim, nalioth: Good news. Thanks for the info.,7
8,=== prg2020 [n=prg@c-68-40-193-74.hsd1.mi.comcast.net]  has left #ubuntu [],,,,8
9,[01:50] <magnet> hondje: define weird,01:50,magnet, hondje: define weird,9
10,[01:50] <brian98> <nalioth> try using rdesktop for half an hour an re make your statement,01:50,brian98, try using rdesktop for half an hour an re make your statement,10
11,=== ahaller [n=haller@i5387C79B.versanet.de]  has joined #ubuntu,,,,11
12,[01:50] <we2by> I need a simple gtk mp3 player :\ any recommendation?,01:50,we2by, I need a simple gtk mp3 player :\ any recommendation?,12
13,[01:50] <magnet> ok,01:50,magnet, ok,13
14,[01:50] <ERGLupin> VLC,01:50,ERGLupin, VLC,14
15,"[01:50] <hondje> kitche: okay ... freaked me out the other day, looked like gnome",01:50,hondje," kitche: okay ... freaked me out the other day, looked like gnome",15
16,[01:50] <magnet> kitche answered :),01:50,magnet, kitche answered :),16
17,[01:50] <brian98> 2nd VLC,01:50,brian98, 2nd VLC,17
18,[01:51] <ERGLupin> VLC for everything,01:51,ERGLupin, VLC for everything,18
19,"[01:51] <Josh__> I want to format my drive completely before trying to install Ubuntu, how sohuld I do it?",01:51,Josh__," I want to format my drive completely before trying to install Ubuntu, how sohuld I do it?",19
20,=== robertj_ [n=robertj@68-117-221-30.dhcp.athn.ga.charter.com]  has joined #ubuntu,,,,20
21,[01:51] <brian98> VLC is the dogs bone,01:51,brian98, VLC is the dogs bone,21
22,[01:51] <hondje> Josh__: just let the installer do it,01:51,hondje, Josh__: just let the installer do it,22
