,raw,timestamp,user,message
0,"[05:11] <Shak--> usser: but this is fine now, for some reason I kept getting kernel panics with that other module I compiled, and they increased in frequency over time",05:11,Shak--,"usser: but this is fine now, for some reason I kept getting kernel panics with that other module I compiled, and they increased in frequency over time"
1,[05:12] <hosstest> bobertdos: are you suggesting that flash 10 is the resolve?  And if so where can I get it?,05:12,hosstest,bobertdos: are you suggesting that flash 10 is the resolve?  And if so where can I get it?
2,"[05:12] <bobertdos> bjb1959: Goll, you know, this has been happening to a lot of people ever since hardy came around. I have no idea why.",05:12,bobertdos,"bjb1959: Goll, you know, this has been happening to a lot of people ever since hardy came around. I have no idea why."
3,[05:12] <dan_> HELP: I'm having trouble with disk space -- applications are complaining of no space on device. How do i start the investigation process !!???,05:12,dan_,HELP: I'm having trouble with disk space -- applications are complaining of no space on device. How do i start the investigation process !!???
4,[05:12] <mefisto__> abe3k: is there a disk in it to mount?,05:12,mefisto__,abe3k: is there a disk in it to mount?
5,[05:12] <sdwrage> Hey all.. where is php.ini usually?,05:12,sdwrage,Hey all.. where is php.ini usually?
6,"[05:12] <usser> Shak--, yep same problem for me here panics with the newer kernel",05:12,usser,"Shak--, yep same problem for me here panics with the newer kernel"
7,[05:12] <abe3k> mefisto__ : yes,05:12,abe3k,mefisto__ : yes
8,[05:12] <bjb1959> but why would it happen with pclinux0s 2008 which is Mandriva?? they have nothing to do with hardy,05:12,bjb1959,but why would it happen with pclinux0s 2008 which is Mandriva?? they have nothing to do with hardy
9,"[05:12] <usser> Shak--, also heavy cpu usage when connecting to networks to the point where computer becomes unusable",05:12,usser,"Shak--, also heavy cpu usage when connecting to networks to the point where computer becomes unusable"
10,"[05:13] <usser> Shak--, many ppl report that",05:13,usser,"Shak--, many ppl report that"
11,"[05:13] <Slaj_R> Anyone?  Once again, what's the fix for this error:",05:13,Slaj_R,"Anyone?  Once again, what's the fix for this error:"
12,"[05:13] <usser> abe3k, hm weird... ls /dev/dvd*",05:13,usser,"abe3k, hm weird... ls /dev/dvd*"
13,[05:13] <Slaj_R> E: /var/cache/apt/archives/samba_3.0.28a-1ubuntu4.5_i386.deb: subprocess new pre-removal script returned error exit status 102,05:13,Slaj_R,E: /var/cache/apt/archives/samba_3.0.28a-1ubuntu4.5_i386.deb: subprocess new pre-removal script returned error exit status 102
14,[05:13] <sdwrage> Can anyone tell me where php.ini is usually on ubuntu?,05:13,sdwrage,Can anyone tell me where php.ini is usually on ubuntu?
15,"[05:13] <Shak--> usser: Im not sure if its the newer kernel or that specific wifi module, because if I used the machine with networking disabled it never paniced",05:13,Shak--,"usser: Im not sure if its the newer kernel or that specific wifi module, because if I used the machine with networking disabled it never paniced"
16,[05:13] <l3d> here is a odd ? the term app mpg123 is there a way to set the volume for that. Like a separate volume control from the main volume.,05:13,l3d,here is a odd ? the term app mpg123 is there a way to set the volume for that. Like a separate volume control from the main volume.
17,[05:13] <bobertdos> hosstest: The first thing I tell people is to purge flash 9 and libflashsupport. Flash 10 can then be found at http://labs.adobe.com/downloads/flashplayer10.html,05:13,bobertdos,hosstest: The first thing I tell people is to purge flash 9 and libflashsupport. Flash 10 can then be found at http://labs.adobe.com/downloads/flashplayer10.html
18,"[05:13] <abe3k> usser : ""ls: cannot access /dev/dvd*: No such file or directory""",05:13,abe3k,"usser : ""ls: cannot access /dev/dvd*: No such file or directory"""
19,[05:13] <raDeon> how to make irssi seperate nicknames from the chat text,05:13,raDeon,how to make irssi seperate nicknames from the chat text
20,"[05:13] <usser> Shak--, i suggest go back to hardy stock kernel 2.6.24-19 and install backports module",05:13,usser,"Shak--, i suggest go back to hardy stock kernel 2.6.24-19 and install backports module"
21,[05:14] <sdwrage> Can anyone tell me where PHP.INI is located on ubuntu?,05:14,sdwrage,Can anyone tell me where PHP.INI is located on ubuntu?
22,"[05:14] <usser> Shak--, backports is 1.2.25 and as i said its been stable for me",05:14,usser,"Shak--, backports is 1.2.25 and as i said its been stable for me"
23,"[05:14] <usser> abe3k, thats weird",05:14,usser,"abe3k, thats weird"
24,"[05:14] <Shak--> usser: I still have that kernel, I'd just have to go back and reconfigure my xorg.conf",05:14,Shak--,"usser: I still have that kernel, I'd just have to go back and reconfigure my xorg.conf"
25,"[05:14] <jim_p> goodmorning guys. its about 7.15am here, it a cold morning, so please be patient with me :P",05:14,jim_p,"goodmorning guys. its about 7.15am here, it a cold morning, so please be patient with me :P"
26,[05:14] <jasuus> sdwrage : use the phpinfo(),05:14,jasuus,sdwrage : use the phpinfo()
27,[05:14] <hosstest> bobertdos:  Thanks,05:14,hosstest,bobertdos:  Thanks
28,[05:14] <Shak--> usser: but i'll see if this gives me anymore trouble first,05:14,Shak--,usser: but i'll see if this gives me anymore trouble first
29,[05:14] <abe3k> usser : I mounted cdrw and it went perfectly,05:14,abe3k,usser : I mounted cdrw and it went perfectly
30,"[05:15] <usser> abe3k, so you can see the contents and all?",05:15,usser,"abe3k, so you can see the contents and all?"
31,"[05:15] <abe3k> usser : yes , but still its not DVD",05:15,abe3k,"usser : yes , but still its not DVD"
32,[05:15] <sdwrage> jasuus. I really cant do that right now... you dont know a common place where its usually installed?,05:15,sdwrage,jasuus. I really cant do that right now... you dont know a common place where its usually installed?
33,[05:15] <abe3k> usser : can't use dvd player,05:15,abe3k,usser : can't use dvd player
34,[05:15] <bjb1959> guess no one has a clue. thanks though,05:15,bjb1959,guess no one has a clue. thanks though
35,"[05:15] <usser> abe3k, well try to insert a dvd data disk and mount the same way u did just now",05:15,usser,"abe3k, well try to insert a dvd data disk and mount the same way u did just now"
36,[05:15] <evilbug> what are the features that  makes ubuntu different from debian?,05:15,evilbug,what are the features that  makes ubuntu different from debian?
