,raw,timestamp,user,message
0,[07:14] <voraistos> kubuntu is ubuntu with kde,07:14,voraistos,kubuntu is ubuntu with kde
1,[07:14] <kbukhari> E: Couldn't find package kubuntu-desktop,07:14,kbukhari,E: Couldn't find package kubuntu-desktop
2,[07:15] <voraistos> ?,07:15,voraistos,?
3,"[07:15] <Hotdog003> itzbuddman: You can't install real player, that's for windows only",07:15,Hotdog003,"itzbuddman: You can't install real player, that's for windows only"
4,[07:15] <tab_> how i see my ubuntu version ?,07:15,tab_,how i see my ubuntu version ?
5,[07:15] <dooglus> Hotdog003: oh stop it :),07:15,dooglus,Hotdog003: oh stop it :)
6,[07:15] <Hotdog003> itzbuddman: Linux is COMPLETELY different,07:15,Hotdog003,itzbuddman: Linux is COMPLETELY different
7,[07:15] <garryF> on command line uname -r,07:15,garryF,on command line uname -r
8,[07:15] <batte> itzbuddman: aim /// i think its almost the same as Gaim,07:15,batte,itzbuddman: aim /// i think its almost the same as Gaim
9,=== BrownMan [n=tarun@adsl-68-78-1-96.dsl.ipltin.ameritech.net]  has joined #ubuntu,,,
10,"[07:15] <Hotdog003> itzbuddman: For aim, try gAIM, for real player try rythimbox",07:15,Hotdog003,"itzbuddman: For aim, try gAIM, for real player try rythimbox"
11,[07:15] <itzbuddman> they have a linux version,07:15,itzbuddman,they have a linux version
12,"[07:15] <garryF> oooper, er about ubuntu under system",07:15,garryF,"oooper, er about ubuntu under system"
13,[07:15] <BrownMan> does anyone here use the RSS gnome panel applet?,07:15,BrownMan,does anyone here use the RSS gnome panel applet?
14,[07:15] <kbukhari> dooglus: in run this command but i says E: Couldn't find package kubuntu-desktop,07:15,kbukhari,dooglus: in run this command but i says E: Couldn't find package kubuntu-desktop
15,[07:16] <voraistos> i take a look,07:16,voraistos,i take a look
16,[07:16] <batte> gAIM -> aim,07:16,batte> gAIM -,aim
17,[07:16] <neutrinomass> Hotdog003: It's not windows only ...,07:16,neutrinomass,Hotdog003: It's not windows only ...
18,[07:16] <dooglus> kbukhari: which command,07:16,dooglus,kbukhari: which command
19,[07:16] <Hotdog003> Oh?,07:16,Hotdog003,Oh?
20,[07:16] <garryF> Nothing like clumsy fingers to make me look like a tard.,07:16,garryF,Nothing like clumsy fingers to make me look like a tard.
21,[07:16] <neutrinomass> Hotdog003: I think it's in multiverse ...,07:16,neutrinomass,Hotdog003: I think it's in multiverse ...
22,[07:16] <Hotdog003> ... really?,07:16,Hotdog003,... really?
23,=== Dragoonz [n=your@208.242.42.4]  has joined #ubuntu,,,
24,[07:16] <Hotdog003> Real player?,07:16,Hotdog003,Real player?
25,[07:16] <kbukhari> sudo apt-get install kubuntu-desktop,07:16,kbukhari,sudo apt-get install kubuntu-desktop
26,"[07:16] <kbukhari> * TLE has quit (""Lost terminal"")",07:16,kbukhari,"* TLE has quit (""Lost terminal"")"
27,[07:16] <dooglus> !info realplayer,07:16,dooglus,!info realplayer
