,raw,timestamp,user,message,file_ind
0,[20:03] <mmarc__> konia: I'm build my own compiler variation and need to know what option to use to set the proper search paths for crti.o and crt1.o,20:03,mmarc__, konia: I'm build my own compiler variation and need to know what option to use to set the proper search paths for crti.o and crt1.o,0
1,"[20:03] <escott> sikilpaake, ok hmmm not sure then usually the other modules that depend upon it appear there",20:03,escott," sikilpaake, ok hmmm not sure then usually the other modules that depend upon it appear there",1
2,[20:03] <sikilpaake> escott: could it be process 2?,20:03,sikilpaake, escott: could it be process 2?,2
3,[20:03] <mmarc__> ikonia: I'm build my own compiler variation and need to know what option to use to set the proper search paths for crti.o and crt1.o,20:03,mmarc__, ikonia: I'm build my own compiler variation and need to know what option to use to set the proper search paths for crti.o and crt1.o,3
4,[20:03] <ikonia> mmarc__: are you aware of the pitfalls and issues that can be caused by having your own compiler on the same machine as the ubuntu one ?,20:03,ikonia, mmarc__: are you aware of the pitfalls and issues that can be caused by having your own compiler on the same machine as the ubuntu one ?,4
5,[20:03] <MrHanjrah> khat: http://www.linuxforums.org/forum/newbie/181805-blocking-all-but-1-2-websites.html and http://forums.techguy.org/web-email/937208-solved-block-all-sites-except.html and http://techlaze.com/2011/10/block-all-websites-whitelist/ and http://www.linuxquestions.org/questions/linux-networking-3/how-to-block-all-websites-except-2-a-667350/ and....oh well the list goes one :),20:03,MrHanjrah, khat: http://www.linuxforums.org/forum/newbie/181805-blocking-all-but-1-2-websites.html and http://forums.techguy.org/web-email/937208-solved-block-all-sites-except.html and http://techlaze.com/2011/10/block-all-websites-whitelist/ and http://www.linuxquestions.org/questions/linux-networking-3/how-to-block-all-websites-except-2-a-667350/ and....oh well the list goes one :),5
6,[20:03] <mithrop> hi here,20:03,mithrop, hi here,6
7,"[20:03] <escott> sikilpaake, no it means that two things are using it. not sure what those two things could be if they aren't modules",20:03,escott," sikilpaake, no it means that two things are using it. not sure what those two things could be if they aren't modules",7
8,[20:04] <mmarc__> ikonia: I'm not using ubuntu one,20:04,mmarc__, ikonia: I'm not using ubuntu one,8
9,[20:04] <sikilpaake> escott: programs?,20:04,sikilpaake, escott: programs?,9
10,[20:04] <sikilpaake> escott: i'm closing ff,20:04,sikilpaake, escott: i'm closing ff,10
11,[20:04] <MrHanjrah> s/one/on,20:04,MrHanjrah, s/one/on,11
12,[20:04] <khat> blocked near 100 so far,20:04,khat, blocked near 100 so far,12
13,"[20:04] <escott> sikilpaake, it might be counting open file descriptors on devices created by that moduel",20:04,escott," sikilpaake, it might be counting open file descriptors on devices created by that moduel",13
