,raw,timestamp,user,message,file_ind
0,"[21:55] <unop> deserteagle, hmm, been a long time since i used it -- is there nothing in rox's options ?",21:55,unop," deserteagle, hmm, been a long time since i used it -- is there nothing in rox's options ?",0
1,[21:55] <derekS> Fryguy--: mine keep giving me an error?,21:55,derekS, Fryguy--: mine keep giving me an error?,1
2,[21:55] <joaopinto> ops,21:55,joaopinto, ops,2
3,[21:55] <_2> !acpi | _2,21:55,_2, !acpi | _2,3
4,"[21:55] <ubottu> _2, please see my private message",21:55,ubottu," _2, please see my private message",4
5,"[21:55] <distatica> ie. right now I have 3 col, 2 row layout for virtual workspaces, and the bottom 3 are two terminals each aligned to split the screen vertically, I don't want to set that up manually every time.",21:55,distatica," ie. right now I have 3 col, 2 row layout for virtual workspaces, and the bottom 3 are two terminals each aligned to split the screen vertically, I don't want to set that up manually every time.",5
6,[21:55] <X3> Im gonna try it one last time then Ill just go back to having crap windows,21:55,X3, Im gonna try it one last time then Ill just go back to having crap windows,6
7,"[21:55] <Fryguy--> derekS: i'd probably recommend just installing smplayer though, it's going to work out a lot better for you",21:55,Fryguy--," derekS: i'd probably recommend just installing smplayer though, it's going to work out a lot better for you",7
8,"[21:55] <joaopinto> voyagi, http://blog.gauner.org/2008/06/26/firefox-3-keeps-switching-to-offline-mode/",21:55,joaopinto," voyagi, http://blog.gauner.org/2008/06/26/firefox-3-keeps-switching-to-offline-mode/",8
9,[21:55] <Fryguy--> distatica: devilspie + sessions might be able to do what you want.  Or you can explore other window managers that are available,21:55,Fryguy--, distatica: devilspie + sessions might be able to do what you want.  Or you can explore other window managers that are available,9
10,[21:55] <Mohammad[B]> bbl,21:55,Mohammad[B], bbl,10
11,[21:55] <X3> moutpoint is / yes?,21:55,X3, moutpoint is / yes?,11
12,[21:55] <Fryguy--> X3: yes,21:55,Fryguy--, X3: yes,12
13,"[21:55] <deserteagle> unop: it says to insert ""gtk-can-change-accels = 1"" in the .gtkrc-2.0 file and run gnome-settings-daemon",21:55,deserteagle," unop: it says to insert ""gtk-can-change-accels = 1"" in the .gtkrc-2.0 file and run gnome-settings-daemon",13
14,"[21:56] <deserteagle> unop: which i did before and it worked, now it doesn't",21:56,deserteagle," unop: which i did before and it worked, now it doesn't",14
15,"[21:56] <derekS> Fryguy--: i am trying to keep this as vanilla as possible :) i have gstreamer good, bad, base, and ugly installed, what else do i need?",21:56,derekS," Fryguy--: i am trying to keep this as vanilla as possible :) i have gstreamer good, bad, base, and ugly installed, what else do i need?",15
16,[21:56] <Fryguy--> derekS: no idea,21:56,Fryguy--, derekS: no idea,16
17,[21:56] <X3> should I check format box (so far I havent checked that),21:56,X3, should I check format box (so far I havent checked that),17
18,"[21:56] <Fryguy--> derekS: like I said, i'd recommend using smplayer",21:56,Fryguy--," derekS: like I said, i'd recommend using smplayer",18
19,[21:56] <Fryguy--> X3: no idea,21:56,Fryguy--, X3: no idea,19
20,[21:56] <voyagi> joaopinto: I can't finde toolkit.networkmanager,21:56,voyagi, joaopinto: I can't finde toolkit.networkmanager,20
21,[21:56] <derekS> lol,21:56,derekS, lol,21
22,[21:57] <X3> argh lol,21:57,X3, argh lol,22
23,"[21:57] <soundray> derekS: if you load the divx file into totem, it'll offer to download the codec package it needs",21:57,soundray," derekS: if you load the divx file into totem, it'll offer to download the codec package it needs",23
24,"[21:57] <unop> deserteagle, maybe gtk-can-change-accels is no longer recongnised as a valid option by gtk ?  does gnome-settings-daemon have anything to say when you launch it from the command line?",21:57,unop," deserteagle, maybe gtk-can-change-accels is no longer recongnised as a valid option by gtk ?  does gnome-settings-daemon have anything to say when you launch it from the command line?",24
25,"[21:57] <joaopinto> voyagi, forget it, at the ends he states that the only fix is to remove the network manager",21:57,joaopinto," voyagi, forget it, at the ends he states that the only fix is to remove the network manager",25
26,"[21:57] <karname> please help me : please help me , i clicked on upper panel in ubuntu and delete that , and add that again but the my item in panel loss , how i can resetore default of it ?",21:57,karname," please help me : please help me , i clicked on upper panel in ubuntu and delete that , and add that again but the my item in panel loss , how i can resetore default of it ?",26
27,"[21:57] <derekS> soundray: hmm, it isn't its giving me an error which i figured was due to bad codecs: Failed to connect stream: Invalid argument",21:57,derekS," soundray: hmm, it isn't its giving me an error which i figured was due to bad codecs: Failed to connect stream: Invalid argument",27
28,[21:57] <Dark_Fire> hey,21:57,Dark_Fire, hey,28
29,[21:57] <voyagi> joaopinto: Can't I just config my 3G-broadband with the networkmanager?,21:57,voyagi, joaopinto: Can't I just config my 3G-broadband with the networkmanager?,29
30,[21:58] <Dark_Fire> Whats the name of the VNC client used in Ubuntu HH?,21:58,Dark_Fire, Whats the name of the VNC client used in Ubuntu HH?,30
31,[21:58] <X3> ok Fryguy Im fried,21:58,X3, ok Fryguy Im fried,31
32,[21:58] <amenado> vncviewer,21:58,amenado, vncviewer,32
33,[21:58] <Fryguy--> karname: easiest way is to remove all gnome panel settings from your home directory.  better solution is to just put it back the way you want it.  the panels are meant to be customizable anyway,21:58,Fryguy--, karname: easiest way is to remove all gnome panel settings from your home directory.  better solution is to just put it back the way you want it.  the panels are meant to be customizable anyway,33
34,[21:58] <X3> totally and utterly brain fracked,21:58,X3, totally and utterly brain fracked,34
35,"[21:58] <joaopinto> voyagi, no idea :\",21:58,joaopinto," voyagi, no idea :\",35
36,[21:59] <_2> karname wipe out the local config    but i'm not sure where it is.   in ~/.gnome*  or ~/.nautilus*   idk,21:59,_2, karname wipe out the local config    but i'm not sure where it is.   in ~/.gnome*  or ~/.nautilus*   idk,36
37,"[21:59] <soundray> derekS: in that case, I suggest you try the w32codecs package from medibuntu",21:59,soundray," derekS: in that case, I suggest you try the w32codecs package from medibuntu",37
38,[21:59] <soundray> !medibuntu > derekS,21:59,soundray, derekS,38
39,"[21:59] <ubottu> derekS, please see my private message",21:59,ubottu," derekS, please see my private message",39
40,"[21:59] <_2> can someone help me get acpi support working?  dapper drake   tosheba a135-s2326   ati chips   nothing acpi related seems to be working for me.   sensors-detect reports ""Sorry, no chips were detected.""    anyone ?",21:59,_2," can someone help me get acpi support working?  dapper drake   tosheba a135-s2326   ati chips   nothing acpi related seems to be working for me.   sensors-detect reports ""Sorry, no chips were detected.""    anyone ?",40
41,[21:59] <Jack_Sparrow> !resetpanel,21:59,Jack_Sparrow, !resetpanel,41
42,"[21:59] <ubottu> To reset the panel to defaults, type this in a !terminal: <unconvertable> gconftool --recursive-unset /apps/panel && killall gnome-panel <unconvertable>",21:59,ubottu,,42
43,"[21:59] <karname> Fryguy-- : I know it , but i like to restore it default",21:59,karname," Fryguy-- : I know it , but i like to restore it default",43
44,"[21:59] <deserteagle> unop: gnome-settings-daemon says: ""Failed to acquire org.gnome.SettingsDaemon""",21:59,deserteagle," unop: gnome-settings-daemon says: ""Failed to acquire org.gnome.SettingsDaemon""",44
45,"[22:00] <Fryguy--> karname: so then delete the settings from your home directory (they are spread about all over the place, and restart gnome",22:00,Fryguy--," karname: so then delete the settings from your home directory (they are spread about all over the place, and restart gnome",45
46,[22:00] <Kitu> please it's important for me,22:00,Kitu, please it's important for me,46
