,raw,timestamp,user,message
0,[14:25] <enigma456> hello .  have problem ...   >>       su,14:25,enigma456> hello .  have problem ...   >,      su
1,[14:25] <enigma456> Password:,14:25,enigma456,Password:
2,[14:25] <enigma456> Cannot execute exit: No such file or directory,14:25,enigma456,Cannot execute exit: No such file or directory
3,[14:25] <llutz> enigma456: use sudo,14:25,llutz,enigma456: use sudo
4,[14:25] <enigma456> dosn't work,14:25,enigma456,dosn't work
5,[14:26] <enigma456> i try to fix that  5 h,14:26,enigma456,i try to fix that  5 h
6,"[14:26] <Robson9776> hello, can I post a question here? am I interrupting?",14:26,Robson9776,"hello, can I post a question here? am I interrupting?"
7,[14:26] <UrbanShaman> azery: so my question is: what do you want to do with the selection?,14:26,UrbanShaman,azery: so my question is: what do you want to do with the selection?
8,[14:26] <szal> !ask | Robson9776,14:26,szal,!ask | Robson9776
9,"[14:26] <ubottu> Robson9776: Please don't ask to ask a question, simply ask the question (all on ONE line and in the channel, so that others can read and follow it easily). If anyone knows the answer they will most likely reply. :-) See also !patience",14:26,ubottu,"Robson9776: Please don't ask to ask a question, simply ask the question (all on ONE line and in the channel, so that others can read and follow it easily). If anyone knows the answer they will most likely reply. :-) See also !patience"
10,[14:26] <enigma456> sudo -s     but this one is diferent  root,14:26,enigma456,sudo -s     but this one is diferent  root
11,[14:26] <UrbanShaman> Robson9776: Just go ahead and ask,14:26,UrbanShaman,Robson9776: Just go ahead and ask
12,[14:27] <Robson9776> thanks. I found a strange symbol when I use 'ls - a' to see what's in my directory,14:27,Robson9776,thanks. I found a strange symbol when I use 'ls - a' to see what's in my directory
13,[14:27] <enigma456>  su,14:27,enigma456, su
14,[14:27] <enigma456> Password:,14:27,enigma456,Password:
15,[14:27] <enigma456> Cannot execute exit: No such file or directory,14:27,enigma456,Cannot execute exit: No such file or directory
16,[14:27] <enigma456> is like,14:27,enigma456,is like
17,[14:27] <FloodBot1> enigma456: Please don't flood; use http://paste.ubuntu.com to paste; don't use Enter as punctuation.,14:27,FloodBot1,enigma456: Please don't flood; use http://paste.ubuntu.com to paste; don't use Enter as punctuation.
18,[14:27] <enigma456> cant,14:27,enigma456,cant
19,[14:27] <Robson9776> there's a file named #gamm01,14:27,Robson9776,there's a file named #gamm01
20,[14:27] <enigma456> execute exit,14:27,enigma456,execute exit
21,[14:27] <Sidewinder1> !enter | enigma456,14:27,Sidewinder1,!enter | enigma456
22,"[14:27] <ubottu> enigma456: Please try to keep your questions/responses on one line. Don't use the ""Enter"" key as punctuation!",14:27,ubottu,"enigma456: Please try to keep your questions/responses on one line. Don't use the ""Enter"" key as punctuation!"
23,[14:27] <Robson9776> what kind of file started with hash (#) ?,14:27,Robson9776,what kind of file started with hash (#) ?
24,[14:28] <Myrtti> enigma456: su is not supposed to work anyway,14:28,Myrtti,enigma456: su is not supposed to work anyway
25,[14:28] <Myrtti> enigma456: use sudo,14:28,Myrtti,enigma456: use sudo
26,"[14:29] <sKeiths> my root is at /dev/mapper/here-root on type ext3. in recovery mode it says cannot open ""mapper/here-root""",14:29,sKeiths,"my root is at /dev/mapper/here-root on type ext3. in recovery mode it says cannot open ""mapper/here-root"""
27,"[14:29] <MonkeyDust> su means switch user, not super user",14:29,MonkeyDust,"su means switch user, not super user"
28,"[14:29] <zykotick9> Robson9776, i don't think there is any ""standard"", or general rule, for files starting with a #",14:29,zykotick9,"Robson9776, i don't think there is any ""standard"", or general rule, for files starting with a #"
29,"[14:30] <Sidewinder1> Myrtti, Just out of curiousity, doesn't sudo stand for Super-User Do?",14:30,Sidewinder1,"Myrtti, Just out of curiousity, doesn't sudo stand for Super-User Do?"
30,"[14:30] <Robson9776> zykotick9 : well, here's what I have : ls -a gammu-smsd/ .          ..       gammu01  gammu03  gammu05  gammu07  gammu09  gammu11  gammu13  gammu15  gammu17  gammu19  gammu21  gammu23  on .#gammu01  gammu00  gammu02  gammu04  gammu06  gammu08  gammu10  gammu12  gammu14  gammu16  gammu18  gammu20  gammu22  gammu24",14:30,Robson9776,"zykotick9 : well, here's what I have : ls -a gammu-smsd/ .          ..       gammu01  gammu03  gammu05  gammu07  gammu09  gammu11  gammu13  gammu15  gammu17  gammu19  gammu21  gammu23  on .#gammu01  gammu00  gammu02  gammu04  gammu06  gammu08  gammu10  gammu12  gammu14  gammu16  gammu18  gammu20  gammu22  gammu24"
31,[14:31] <Sidewinder1> !pastebin | Robson9776,14:31,Sidewinder1,!pastebin | Robson9776
32,"[14:31] <ubottu> Robson9776: For posting multi-line texts into the channel, please use http://paste.ubuntu.com | To post !screenshots use http://imagebin.org/?page=add | !pastebinit to paste directly from command line | Make sure you give us the URL for your paste - see also the channel topic.",14:31,ubottu,"Robson9776: For posting multi-line texts into the channel, please use http://paste.ubuntu.com | To post !screenshots use http://imagebin.org/?page=add | !pastebinit to paste directly from command line | Make sure you give us the URL for your paste - see also the channel topic."
33,"[14:31] <zykotick9> Sidewinder1, from ""man sudo"" the only mention of super is: sudo allows a permitted user to execute a command as the superuser or another user",14:31,zykotick9,"Sidewinder1, from ""man sudo"" the only mention of super is: sudo allows a permitted user to execute a command as the superuser or another user"
34,[14:31] <Myrtti> Sidewinder1: possibly. it can be used to be another user as well.,14:31,Myrtti,Sidewinder1: possibly. it can be used to be another user as well.
35,[14:31] <Tindo> anyone know anything about conky?,14:31,Tindo,anyone know anything about conky?
36,[14:31] <Robson9776> ubottu : thanks. will do...,14:31,Robson9776,ubottu : thanks. will do...
37,"[14:31] <ubottu> Robson9776: I am only a bot, please don't think I'm intelligent :)",14:31,ubottu,"Robson9776: I am only a bot, please don't think I'm intelligent :)"
38,"[14:31] <bazhang> Tindo, whats the real question",14:31,bazhang,"Tindo, whats the real question"
39,[14:31] <VictorCL> I installed this application called rabbitvcs .. and now  Icant find it !!,14:31,VictorCL,I installed this application called rabbitvcs .. and now  Icant find it !!
40,[14:32] <VictorCL> how can I check whre is it?,14:32,VictorCL,how can I check whre is it?
41,[14:32] <Tindo> the real question is i have it up and running but i dont know how to edit the scripts to customize it,14:32,Tindo,the real question is i have it up and running but i dont know how to edit the scripts to customize it
