,raw,timestamp,user,message
0,"[09:07] <jacquesmerde> well, its on DHCP",09:07,jacquesmerde,"well, its on DHCP"
1,[09:07] <ivoks> jacquesmerde so what?,09:07,ivoks,jacquesmerde so what?
2,=== subhankar [~bunty@202.177.162.242]  has left #ubuntu [],,,
3,[09:07] <karsten> jacquesmerde: Dude.  Static.,09:07,karsten,jacquesmerde: Dude.  Static.
4,[09:07] <ivoks> jacquesmerde u steel need dns,09:07,ivoks,jacquesmerde u steel need dns
5,"[09:07] <thoreauputic> jacquesmerde, you need your computer's name and IP in the other machines' /etc/hosts",09:07,thoreauputic,"jacquesmerde, you need your computer's name and IP in the other machines' /etc/hosts"
6,"[09:07] <jacquesmerde> ivoks, how do i use this DNS mastery? why doesnt ubuntu do it be default? archlinux does, and it does NOTHING for me by default",09:07,jacquesmerde,"ivoks, how do i use this DNS mastery? why doesnt ubuntu do it be default? archlinux does, and it does NOTHING for me by default"
7,"[09:07] <ivoks> jacquesmerde u are wrong, man",09:07,ivoks,"jacquesmerde u are wrong, man"
8,[09:07] <karsten> jacquesmerde: Ubuntu aims for desktop.  It doesn't install servers by default.,09:07,karsten,jacquesmerde: Ubuntu aims for desktop.  It doesn't install servers by default.
9,[09:08] <karsten> jacquesmerde: aptitude install bind9 and RTFM.,09:08,karsten,jacquesmerde: aptitude install bind9 and RTFM.
10,[09:08] <ivoks> jacquesmerde no software knows what computers are on network,09:08,ivoks,jacquesmerde no software knows what computers are on network
11,"[09:08] <jacquesmerde> thoreauputic, thats hard if its DHCP though",09:08,jacquesmerde,"thoreauputic, thats hard if its DHCP though"
12,"[09:08] <karsten> jacquesmerde: The usual DHCP solution is to provide DNS for IPs, hand them out arbitrarially, and the result is that the hostname doesn't tie to any one computer.",09:08,karsten,"jacquesmerde: The usual DHCP solution is to provide DNS for IPs, hand them out arbitrarially, and the result is that the hostname doesn't tie to any one computer."
13,"[09:08] <jacquesmerde> ivoks, what i plug in 192.168.1.1 into my browser and look at my routers setup, i can click on ""dhcp table"" and it shows me a ""client hostname"" for every computer connected EXCEPT for the ubuntu machine",09:08,jacquesmerde,"ivoks, what i plug in 192.168.1.1 into my browser and look at my routers setup, i can click on ""dhcp table"" and it shows me a ""client hostname"" for every computer connected EXCEPT for the ubuntu machine"
14,[09:09] <karsten> jacquesmerde: Which *still* isn't going to solve your problem.,09:09,karsten,jacquesmerde: Which *still* isn't going to solve your problem.
15,=== fdr [~fdr@62.97.40.10]  has joined #ubuntu,,,
