,raw,timestamp,user,message,file_ind
0,[00:40] <Armitage> Can anybody tell me how to access the internet via my Treo 680's virtual modem? I'm running Ubuntu 7.04,00:40,Armitage, Can anybody tell me how to access the internet via my Treo 680's virtual modem? I'm running Ubuntu 7.04,0
1,[00:40] <serenityUK> jrib  d/gdm whatever,00:40,serenityUK, jrib  d/gdm whatever,1
2,=== Zavestang [n=Zavestan@c-71-234-159-227.hsd1.ct.comcast.net]  has left #ubuntu [],,,,2
3,[00:40] <hwilde> where can I get j2sdk1.5 ?   synaptic only lists 1.4,00:40,hwilde, where can I get j2sdk1.5 ?   synaptic only lists 1.4,3
4,"[00:41] <_Lyxus_> sterilegenile: me neither, but i cannot say anyhting",00:41,_Lyxus_," sterilegenile: me neither, but i cannot say anyhting",4
5,=== cirrus_ [n=max@dsl092-192-061.sea1.dsl.speakeasy.net]  has joined #ubuntu,,,,5
6,=== vecnah [n=vecna@vecna.vecnix.net]  has joined #ubuntu,,,,6
7,"[00:41] <hwilde> Seveas, do you have j2sdk1.5 in your repos?",00:41,hwilde," Seveas, do you have j2sdk1.5 in your repos?",7
8,=== ehe [i=ehe@89.249.221.219]  has joined #ubuntu,,,,8
9,"=== Armitage [n=jerrad@adsl-75-43-167-14.dsl.okcyok.sbcglobal.net]  has left #ubuntu [""Ex-Chat""]",,,,9
10,=== s_v_e_n [n=sven@blfd-4db5143e.pool.einsundeins.de]  has left #ubuntu [],,,,10
11,=== ommos_unix [n=msmits@ommos.xs4all.nl]  has joined #ubuntu,,,,11
12,"[00:42] <Bucketface> According to the whatsit resizing thing, it failed, yet when I load up windowsit says that there is 20 gb unallocated, same with Ubuntu, so what should I do?",00:42,Bucketface," According to the whatsit resizing thing, it failed, yet when I load up windowsit says that there is 20 gb unallocated, same with Ubuntu, so what should I do?",12
13,[00:42] <Bucketface> Should I carry on wiht hte ubuntu install?,00:42,Bucketface, Should I carry on wiht hte ubuntu install?,13
14,[00:42] <orudie> how can i set GWget to start downloading when i click on the download link,00:42,orudie, how can i set GWget to start downloading when i click on the download link,14
15,"=== ommos_unix [n=msmits@ommos.xs4all.nl]  has left #ubuntu [""Ex-Chat""]",,,,15
16,=== madman91 [n=madman91@unaffiliated/madman91]  has joined #ubuntu,,,,16
17,=== rbs-tito [n=tito@host86-128-95-21.range86-128.btcentralplus.com]  has joined #ubuntu,,,,17
18,"=== miniju [n=justine@H144.C72.B0.tor.eicat.ca]  has left #ubuntu [""Quitte""]",,,,18
19,=== cweagans [n=cweagans@71.39.212.58]  has joined #ubuntu,,,,19
20,[00:43] <ironmatar>  serenityUK just alt f2 then?,00:43,ironmatar,  serenityUK just alt f2 then?,20
21,[00:43] <orudie> how can i set GWget to start downloading when i click on the download link,00:43,orudie, how can i set GWget to start downloading when i click on the download link,21
22,=== Kristy [n=chatzill@bas1-toronto44-1279263330.dsl.bell.ca]  has joined #UBUNTU,,,,22
23,"[00:43] <serenityUK> ironmatar, yes after you quit the desktop",00:43,serenityUK," ironmatar, yes after you quit the desktop",23
24,=== ehe [i=ehe@89.249.221.219]  has left #ubuntu [],,,,24
25,"[00:43] <serenityUK> ironmatar, then you can     cd Desktop",00:43,serenityUK," ironmatar, then you can     cd Desktop",25
26,[00:43] <_Lyxus_> jrbig: is there anyway u thing i can put this on a DVD ?,00:43,_Lyxus_, jrbig: is there anyway u thing i can put this on a DVD ?,26
27,=== Lars_G [n=lars@unaffiliated/lars-g/x-000001]  has joined #ubuntu,,,,27
28,[00:43] <ironmatar> right ill try that,00:43,ironmatar, right ill try that,28
29,[00:43] <Stimulus_solutio> anyone help with VNC from linux to windows,00:43,Stimulus_solutio, anyone help with VNC from linux to windows,29
30,=== rmonnerat [n=monnerat@189.25.30.199]  has joined #ubuntu,,,,30
31,[00:44] <ironmatar> bbl,00:44,ironmatar, bbl,31
32,=== ironmatar [n=ironmata@pool-71-112-180-6.sttlwa.dsl-w.verizon.net]  has left #ubuntu [],,,,32
33,=== diafic_ [n=Greyscal@host86-131-27-68.range86-131.btcentralplus.com]  has joined #ubuntu,,,,33
34,"[00:44] <orudie> someone please help, i'm trying to set up the Gwget, trying to make it automatically start downloaiding files",00:44,orudie," someone please help, i'm trying to set up the Gwget, trying to make it automatically start downloaiding files",34
35,"[00:44] <Kristy> how can I tell that port 25 and 110 on my server are open? You see, Thunderbird simply times out!",00:44,Kristy," how can I tell that port 25 and 110 on my server are open? You see, Thunderbird simply times out!",35
36,"[00:44] <Lars_G> Is there any ""ubuntu default config friendly"" DoS/brute force stopper you'd recommend me with support for ssh, proftpd and maybe postfix built in already?",00:44,Lars_G," Is there any ""ubuntu default config friendly"" DoS/brute force stopper you'd recommend me with support for ssh, proftpd and maybe postfix built in already?",36
37,[00:44] <cweagans> Stimulus_solutio: what are you trying to do?,00:44,cweagans, Stimulus_solutio: what are you trying to do?,37
38,=== sarixe [n=sarixe@pool-68-239-217-158.nwrk.east.verizon.net]  has joined #ubuntu,,,,38
39,=== Phoenigore [i=phoenigo@romain-bajeux.com]  has joined #ubuntu,,,,39
40,=== atlanta800 [n=atlanta8@71.62.179.125]  has joined #ubuntu,,,,40
41,"[00:44] <hwilde> Kristy, netstat -lpN",00:44,hwilde," Kristy, netstat -lpN",41
42,[00:44] <sid> When I go to audacity or vlc etc...there is no input device listed for my microphone,00:44,sid, When I go to audacity or vlc etc...there is no input device listed for my microphone,42
43,"[00:44] <Stimulus_solutio> well i want to configure peoples computers remotely, but ideally i dont want to have to explain too much like firewalls, port forwarding etc",00:44,Stimulus_solutio," well i want to configure peoples computers remotely, but ideally i dont want to have to explain too much like firewalls, port forwarding etc",43
44,[00:44] <sid> How can I add an input device?,00:44,sid, How can I add an input device?,44
45,=== ron [n=ron@DSL217-132-192-217.bb.netvision.net.il]  has joined #ubuntu,,,,45
46,=== ron is now known as Opencan,,,,46
47,"[00:45] <hwilde> Lars_G, iptables",00:45,hwilde," Lars_G, iptables",47
48,=== ziroday [n=ziroday@unaffiliated/ziroday]  has joined #ubuntu,,,,48
49,=== mistone [n=mistone@c-24-5-196-208.hsd1.ca.comcast.net]  has joined #ubuntu,,,,49
50,[00:45] <Kristy> hwilde: thanx,00:45,Kristy, hwilde: thanx,50
51,[00:45] <jrib> serenityUK: the sudo command won't prompt for a password in the run dialog though,00:45,jrib, serenityUK: the sudo command won't prompt for a password in the run dialog though,51
52,[00:45] <Lars_G> hwilde: please if you can't help me dont try to give me non-useful information,00:45,Lars_G, hwilde: please if you can't help me dont try to give me non-useful information,52
53,[00:45] <Bucketface> Um,00:45,Bucketface, Um,53
54,[00:45] <Bucketface> right,00:45,Bucketface, right,54
55,"[00:45] <hwilde> Stimulus_solutio, open up remote desktop on the windows machine through my computer, then use Terminal Server Client",00:45,hwilde," Stimulus_solutio, open up remote desktop on the windows machine through my computer, then use Terminal Server Client",55
56,[00:45] <cweagans> Stimulus_solutio:  tell them to install hamachi and join your network. then have them run the vnc server and you can connect.,00:45,cweagans, Stimulus_solutio:  tell them to install hamachi and join your network. then have them run the vnc server and you can connect.,56
57,[00:45] <Bucketface> So I'm at the part where I prepare disk space in the ubuntu installation,00:45,Bucketface, So I'm at the part where I prepare disk space in the ubuntu installation,57
58,"[00:45] <Opencan> How can I update my graphic card drivers? (Nvidia GeForce MX100) it gives me only 600X800 resolution, so I guess thats why",00:45,Opencan," How can I update my graphic card drivers? (Nvidia GeForce MX100) it gives me only 600X800 resolution, so I guess thats why",58
59,"[00:46] <Stimulus_solutio> cweagans, whats himachi?",00:46,Stimulus_solutio," cweagans, whats himachi?",59
60,"[00:46] <hwilde> Lars_G, look into iptables.  that will allow you to lock down your machine against dos&brute force attacks.  don't be a jerk",00:46,hwilde," Lars_G, look into iptables.  that will allow you to lock down your machine against dos&brute force attacks.  don't be a jerk",60
61,"[00:46] <Bucketface> I hav emade a 20GB space free for ubuntu, so what option do I select?",00:46,Bucketface," I hav emade a 20GB space free for ubuntu, so what option do I select?",61
62,[00:46] <cweagans> Stimulus_solutio: hamachi is a free vpn tool....http://www.hamachi.cc,00:46,cweagans, Stimulus_solutio: hamachi is a free vpn tool....http://www.hamachi.cc,62
