,raw,timestamp,user,message
0,[02:22] <dejx> rob yes i'm installing vmware,02:22,dejx,rob yes i'm installing vmware
1,"[02:22] <buulian> the thing is that i've got a really nice AMD laptop, and an Ipod- I don't know whether to change to linux or completely reinvest in mac hardware",02:22,buulian,"the thing is that i've got a really nice AMD laptop, and an Ipod- I don't know whether to change to linux or completely reinvest in mac hardware"
2,=== Alexi5 [n=Alexi5@209.59.96.169]  has joined #ubuntu,,,
3,[02:22] <dejx> and what did you do?,02:22,dejx,and what did you do?
4,[02:22] <Alexi5> ubuntu king of all linux distros,02:22,Alexi5,ubuntu king of all linux distros
5,[02:22] <ACU> nbjayme ---- is too much work ---- just install RealPlayer,02:22,ACU,nbjayme ---- is too much work ---- just install RealPlayer
6,"[02:23] <BeOSMrX> navarone, I am at home",02:23,BeOSMrX,"navarone, I am at home"
7,[02:23] <Rob_Dude> sudo apt-get install linux-headers-2.6.12-10-386,02:23,Rob_Dude,sudo apt-get install linux-headers-2.6.12-10-386
8,"[02:23] <nbjayme> ACU, ok. thanks.  ;)",02:23,nbjayme,"ACU, ok. thanks.  ;)"
9,"[02:23] <navarone> BeOSMrX, I thought you had no internet?",02:23,navarone,"BeOSMrX, I thought you had no internet?"
10,=== sagarp [n=sagar@SM-7-069.resnet.ucsb.edu]  has joined #ubuntu,,,
11,"[02:23] <wastrel> buulian:  if you have that kind of money to throw around, send me the AMD and get yourself a mac :]",02:23,wastrel,"buulian:  if you have that kind of money to throw around, send me the AMD and get yourself a mac :]"
12,[02:23] <rupan3> buulian: i'd definately try out ubuntu,02:23,rupan3,buulian: i'd definately try out ubuntu
13,"=== sagarp [n=sagar@SM-7-069.resnet.ucsb.edu]  has left #ubuntu [""Leaving""]",,,
14,[02:23] <BeOSMrX> I won't from my live cd,02:23,BeOSMrX,I won't from my live cd
15,[02:23] <Rob_Dude> but after that I still had to use ln to get the path to match,02:23,Rob_Dude,but after that I still had to use ln to get the path to match
16,"[02:23] <BeOSMrX> i wont be needing it, so I won't install anything either",02:23,BeOSMrX,"i wont be needing it, so I won't install anything either"
17,[02:23] <biloyp> FYI use amule instead of xmule,02:23,biloyp,FYI use amule instead of xmule
18,"[02:23] <nbjayme> ACU, will it allow me to convert to other formats?",02:23,nbjayme,"ACU, will it allow me to convert to other formats?"
19,"[02:23] <Jae686> BenC, its was a glitch from the nick completion feature from x-chat :P",02:23,Jae686,"BenC, its was a glitch from the nick completion feature from x-chat :P"
20,[02:23] <warpzone> been using Ubuntu for a week and loving it. Just a couple things you need to adjust.,02:23,warpzone,been using Ubuntu for a week and loving it. Just a couple things you need to adjust.
21,[02:24] <Jae686> well,02:24,Jae686,well
22,[02:24] <Rob_Dude> It put the headers into /usr/src/linux-headers-2.6.12-10 instead of into /usr/src/linux,02:24,Rob_Dude,It put the headers into /usr/src/linux-headers-2.6.12-10 instead of into /usr/src/linux
23,"[02:24] <rupan3> i've been using it for a short time too, about two weeks",02:24,rupan3,"i've been using it for a short time too, about two weeks"
24,[02:24] <Alexi5> doesn't xmule and amule do the same thing,02:24,Alexi5,doesn't xmule and amule do the same thing
25,[02:24] <wastrel> warpzone:  you probably removed yourself from the admin group,02:24,wastrel,warpzone:  you probably removed yourself from the admin group
26,[02:24] <Jae686> i use it since last year,02:24,Jae686,i use it since last year
27,[02:24] <rupan3> it's the first linux distro i really flipped on,02:24,rupan3,it's the first linux distro i really flipped on
28,=== r0bby2 [n=wakawaka@cpe-24-161-52-23.hvc.res.rr.com]  has joined #ubuntu,,,
29,[02:24] <biloyp> ALexis yeah but xmule wouldnt close in a gui environment,02:24,biloyp,ALexis yeah but xmule wouldnt close in a gui environment
30,[02:24] <ACU> buulian ---- I have a laptop which dual boots UBuntu and Windows ---------that's tough -- I do not about conversion  I needed RealPlayer for streamcasts,02:24,ACU,buulian ---- I have a laptop which dual boots UBuntu and Windows ---------that's tough -- I do not about conversion  I needed RealPlayer for streamcasts
31,[02:24] <Griff> it only took me 2 weeks for it to become my primary OS,02:24,Griff,it only took me 2 weeks for it to become my primary OS
32,[02:24] <biloyp> had to kill it from command line,02:24,biloyp,had to kill it from command line
33,[02:24] <warpzone> wastrel: what's the file to edit to enter myself back in?,02:24,warpzone,wastrel: what's the file to edit to enter myself back in?
