,raw,timestamp,user,message,file_ind
0,[10:48] <Knelix> Yikes!,10:48,Knelix, Yikes!,0
1,[10:48] <ringe> adrigen: use the menu editor again.,10:48,ringe, adrigen: use the menu editor again.,1
2,=== lastnode [n=lastnode@unaffiliated/mahangu]  has joined #ubuntu,,,,2
3,=== |Element| [n=Element@222.90.131.98]  has joined #ubuntu,,,,3
4,"[10:49] <ringe> adrigen: If you greyed that out: Push Alt+F2, then write ""alacarte"" and push run",10:49,ringe," adrigen: If you greyed that out: Push Alt+F2, then write ""alacarte"" and push run",4
5,=== rhinosaur665 [n=ali@D-128-95-26-139.dhcp4.washington.edu]  has left #ubuntu [],,,,5
6,[10:50] <ringe> adrigen: g++ is a complier. The program that makes other programs runable.,10:50,ringe, adrigen: g++ is a complier. The program that makes other programs runable.,6
7,=== mdeboer [n=maarten@mtg62.upf.es]  has joined #ubuntu,,,,7
8,[10:51] <adrigen> ringe: i thought it had a gui...,10:51,adrigen, ringe: i thought it had a gui...,8
9,"[10:52] <amphi> adrigen: no, not g++",10:52,amphi," adrigen: no, not g++",9
10,=== ompaul [n=ompaul@ubuntu/member/ompaul]  has joined #ubuntu,,,,10
11,"[10:52] <ringe> adrigen: I know. But it's not so. Compliers are command line tools. There might be guis calling the command line tools, but they're separate in that case.",10:52,ringe," adrigen: I know. But it's not so. Compliers are command line tools. There might be guis calling the command line tools, but they're separate in that case.",11
12,=== usuario [n=usuario@83.230.235.188]  has joined #ubuntu,,,,12
13,[10:53] <adrigen> ringe:ok cool.,10:53,adrigen, ringe:ok cool.,13
14,"[10:53] <adrigen> ringe: ""Cannot display location 'file://alacarte'",10:53,adrigen," ringe: ""Cannot display location 'file://alacarte'",14
15,"[10:53] <adrigen> Details: There is no default action associated with this location.""",10:53,adrigen," Details: There is no default action associated with this location.""",15
16,"[10:53] <ringe> adrigen: are you using the "" around it?",10:53,ringe," adrigen: are you using the "" around it?",16
17,[10:53] <adrigen> ringe: oops,10:53,adrigen, ringe: oops,17
18,[10:54] <ringe> if you just write ala it should complete the word for you,10:54,ringe, if you just write ala it should complete the word for you,18
19,[10:54] <adrigen> ringe: actually no,10:54,adrigen, ringe: actually no,19
20,=== PsyberOne [n=PsyberOn@c-24-14-165-171.hsd1.il.comcast.net]  has joined #ubuntu,,,,20
21,[10:54] <ringe> hm,10:54,ringe, hm,21
22,=== kater` is now known as Kater`,,,,22
23,=== aeon17x [n=aeon17x@58.69.55.0]  has joined #ubuntu,,,,23
24,[10:54] <ringe> adrigen: try gnome-terminal,10:54,ringe, adrigen: try gnome-terminal,24
25,[10:55] <adrigen> ringe: nope... perhaps im missing something fundamental in my understanding of how this works. (ok),10:55,adrigen, ringe: nope... perhaps im missing something fundamental in my understanding of how this works. (ok),25
26,[10:55] <adrigen> ringe: you mean I should open the terminal... or type that?,10:55,adrigen, ringe: you mean I should open the terminal... or type that?,26
27,=== infinito [n=infinito@VPNPOOL01-0111.UNI-MUENSTER.DE]  has joined #ubuntu,,,,27
28,[10:56] <ringe> adrigen: Open. That could mean Alt+F2 then type,10:56,ringe, adrigen: Open. That could mean Alt+F2 then type,28
29,[10:56] <adrigen> ringe: i get a terminal,10:56,adrigen, ringe: i get a terminal,29
30,=== passbe [n=passbe@ppp184-119.static.internode.on.net]  has joined #ubuntu,,,,30
31,"[10:56] <ompaul> adrigen, Applications Accessories Terminal",10:56,ompaul," adrigen, Applications Accessories Terminal",31
32,[10:56] <adrigen> ringe: yup,10:56,adrigen, ringe: yup,32
33,=== Journich [n=journich@219-90-223-49.ip.adam.com.au]  has joined #ubuntu,,,,33
34,=== lbe [n=lbe@dynamic-46-59.chl.chalmers.se]  has joined #ubuntu,,,,34
35,=== silverf0x [n=silverf0@adsl-ull-226-214.48-151.net24.it]  has joined #ubuntu,,,,35
36,"[10:59] <ringe> adrigen: on the command line, go ""alacarte"" (without ' "" ') [enter]",10:59,ringe," adrigen: on the command line, go ""alacarte"" (without ' "" ') [enter]",36
37,"[11:00] <adrigen> ringe: ""bash: alacarte: command not found",11:00,adrigen," ringe: ""bash: alacarte: command not found",37
38,"[11:00] <adrigen> """,11:00,adrigen," """,38
39,[11:00] <spikeb> alacarte isnt installed by default on breezy.,11:00,spikeb, alacarte isnt installed by default on breezy.,39
40,[11:00] <ringe> ah,11:00,ringe, ah,40
41,=== Rydekull [i=rydekull@luda/rydekull]  has joined #Ubuntu,,,,41
42,[11:00] <ringe> adrigen: $ sudo apt-get install alacarte,11:00,ringe, adrigen: $ sudo apt-get install alacarte,42
43,[11:00] <ringe> without the dollar,11:00,ringe, without the dollar,43
44,=== usuario [n=usuario@83.230.235.188]  has joined #ubuntu,,,,44
45,[11:01] <spikeb> what the bloody hell,11:01,spikeb, what the bloody hell,45
46,[11:02] <spikeb> there we go,11:02,spikeb, there we go,46
47,"[11:02] <adrigen> ringe: im getting a bunch of ""W: Couldn't stat source package list"" messages",11:02,adrigen," ringe: im getting a bunch of ""W: Couldn't stat source package list"" messages",47
48,[11:03] <amphi> adrigen: sudo apt-get update perhaps,11:03,amphi, adrigen: sudo apt-get update perhaps,48
49,=== telemaco [n=telemaco@84.77.37.235]  has joined #ubuntu,,,,49
50,[11:05] <OlliK> does anyone know what package includes GD graphics library version 2.0 or later?,11:05,OlliK, does anyone know what package includes GD graphics library version 2.0 or later?,50
51,=== alainlucas [n=alain@194.206.158.130]  has joined #ubuntu,,,,51
52,[11:06] <visik7> OlliK: apt-cache search ?,11:06,visik7, OlliK: apt-cache search ?,52
53,[11:06] <amphi> OlliK: apt-cache does - try apt-cache search libgd,11:06,amphi, OlliK: apt-cache does - try apt-cache search libgd,53
54,=== samokk [n=samokk@82.138.86.22]  has joined #ubuntu,,,,54
55,=== selinium [n=selinium@80-193-7-120.cable.ubr02.sout.blueyonder.co.uk]  has joined #ubuntu,,,,55
56,"[11:06] <OlliK> thanks, found it",11:06,OlliK," thanks, found it",56
57,=== eatingtheproverb [n=eatingth@ip68-111-182-136.sd.sd.cox.net]  has joined #ubuntu,,,,57
58,"[11:06] <adrigen> amphi: timed out oin ""breezy Release.gpg"" any ideas?",11:06,adrigen," amphi: timed out oin ""breezy Release.gpg"" any ideas?",58
59,=== T` [n=total@pdpc/supporter/student/T]  has joined #ubuntu,,,,59
60,[11:07] <T`> anyone successful with getting 32-bit firefox in amd64 ubuntu?,11:07,T`, anyone successful with getting 32-bit firefox in amd64 ubuntu?,60
61,[11:07] <visik7> apt-cache show libgd2 |grep ^Ver,11:07,visik7, apt-cache show libgd2 |grep ^Ver,61
62,[11:07] <visik7> Version: 2.0.33-1.1ubuntu1,11:07,visik7, Version: 2.0.33-1.1ubuntu1,62
63,[11:07] <T`> i can't get it to launch 32-bit.. Help->About says its x86_64,11:07,T`,About says its x86_64,63
64,[11:07] <T`> dchroot -d firefox,11:07,T`, dchroot -d firefox,64
65,=== Kadran_ [n=mohammed@196.218.79.231]  has joined #ubuntu,,,,65
66,[11:07] <eatingtheproverb> high i just started using linux and i don't quit know how to use the grub part of it any one know a good place to get comands for it,11:07,eatingtheproverb, high i just started using linux and i don't quit know how to use the grub part of it any one know a good place to get comands for it,66
67,[11:07] <Ng> T`: https://wiki.ubuntu.com/FirefoxAMD64FlashJava,11:07,Ng, T`: https://wiki.ubuntu.com/FirefoxAMD64FlashJava,67
68,"[11:08] <T`> Ng, but that uses different method.. can't i use chroot?",11:08,T`," Ng, but that uses different method.. can't i use chroot?",68
69,[11:08] <T`> dchroot i mean,11:08,T`, dchroot i mean,69
70,=== mason [n=mason@dsl-58-6-3-28.wa.westnet.com.au]  has joined #ubuntu,,,,70
71,=== mason is now known as _mason,,,,71
72,[11:09] <Ng> you can use a chroot if you want to,11:09,Ng, you can use a chroot if you want to,72
73,"[11:09] <T`> Ng, well, i have chroot setup, but i dont know how to tell if firefox is 32-bit or not",11:09,T`," Ng, well, i have chroot setup, but i dont know how to tell if firefox is 32-bit or not",73
74,[11:09] <Ng> what happens if you manually chroot and run firefox?,11:09,Ng, what happens if you manually chroot and run firefox?,74
75,"[11:09] <T`> Ng, do i chroot or dchroot?",11:09,T`," Ng, do i chroot or dchroot?",75
76,=== bubuntu [n=ganja@85.59.76.191]  has joined #ubuntu,,,,76
77,=== noob-saibot [i=poisoner@83.228.113.83]  has joined #ubuntu,,,,77
78,"[11:09] <OlliK> I'm trying to set up vtiger CRM and it says: ""GD Library not configured in your PHP installation.""",11:09,OlliK," I'm trying to set up vtiger CRM and it says: ""GD Library not configured in your PHP installation.""",78
79,=== user03 [n=user03@p54B8EB5F.dip.t-dialin.net]  has joined #ubuntu,,,,79
80,"[11:10] <Ng> T`: chroot, su to your user and run firefox. you might need to set a $DISPLAY too",11:10,Ng," T`: chroot, su to your user and run firefox. you might need to set a $DISPLAY too",80
81,=== ubuntu [n=ubuntu@84.91.28.240]  has joined #ubuntu,,,,81
82,[11:10] <OlliK> Does anyone know how to set up this GD Library in the PHP?,11:10,OlliK, Does anyone know how to set up this GD Library in the PHP?,82
83,[11:10] <ubuntu> #newgrounds.com,11:10,ubuntu, #newgrounds.com,83
84,=== rosex [n=rosex@81-236-210-236-no28.tbcn.telia.com]  has joined #ubuntu,,,,84
85,"[11:10] <T`> Ng, what is dchroot then ? i thought thats what i should be using..hehe",11:10,T`," Ng, what is dchroot then ? i thought thats what i should be using..hehe",85
86,[11:10] <Ng> T`: dchroot is just a helper tool to make it easier. I'm suggesting you try it the manual way to see what's going on,11:10,Ng, T`: dchroot is just a helper tool to make it easier. I'm suggesting you try it the manual way to see what's going on,86
87,[11:11] <T`> gotcha.. lemme do it :),11:11,T`, gotcha.. lemme do it :),87
88,"[11:12] <T`> Ng, it says firefox is already running, (which i think it shouldn't? since its 64-bit..hmm)",11:12,T`," Ng, it says firefox is already running, (which i think it shouldn't? since its 64-bit..hmm)",88
89,[11:12] <OlliK> I have now installed libgd2 but it still doesn't work.. Does anyone know how to set up the PHP to uset libgd?,11:12,OlliK, I have now installed libgd2 but it still doesn't work.. Does anyone know how to set up the PHP to uset libgd?,89
90,=== sjors_ [n=sjors@84-245-6-195.dsl.cambrium.nl]  has joined #ubuntu,,,,90
91,=== spikeb [n=spikeb@207-118-223-2.dyn.centurytel.net]  has joined #ubuntu,,,,91
92,=== ZORK [n=ZORK@61.5.100.61]  has joined #ubuntu,,,,92
93,=== mylkjnick [i=serg@220-245-245-20.free.tpgi.com.au]  has joined #ubuntu,,,,93
94,"[11:13] <T`> Ng, ok it started firefox",11:13,T`," Ng, ok it started firefox",94
95,"[11:13] <Ng> T`: it says that if it sees a file called ""lock"" in your profile. quit *any* version of firefox and remove that file",11:13,Ng," T`: it says that if it sees a file called ""lock"" in your profile. quit *any* version of firefox and remove that file",95
96,=== herzi [n=herzi@d044251.adsl.hansenet.de]  has joined #ubuntu,,,,96
97,"[11:14] <T`> Ng, i did, sudo chroot /var/chroot; su <username>; firefox",11:14,T`,; firefox,97
98,"[11:14] <T`> now it opened a firefox, with messed up gtk themes",11:14,T`," now it opened a firefox, with messed up gtk themes",98
99,[11:14] <T`> looks very boxy.. heh,11:14,T`, looks very boxy.. heh,99
100,[11:14] <Ng> T`: does help->about suggest it's the 686 version?,11:14,Ng,about suggest it's the 686 version?,100
101,[11:14] <T`> how to know if this is 32bit or not?,11:14,T`, how to know if this is 32bit or not?,101
102,[11:14] <sjors_> Does anyone knows how to install the kernel-sources and compile them with DRI,11:14,sjors_, Does anyone knows how to install the kernel-sources and compile them with DRI,102
103,"=== flaccid [n=flaccid@58.169.94.87]  has left #ubuntu [""Konversation]",,,,103
104,"[11:14] <T`> Ng, it says: linux i686 (x86_64)",11:14,T`," Ng, it says: linux i686 (x86_64)",104
105,[11:15] <Ng> T`: that sounds like you're running the 32bit version then :),11:15,Ng, T`: that sounds like you're running the 32bit version then :),105
106,=== pinky [n=pinky@adsl-70-143-88-129.dsl.pltn13.sbcglobal.net]  has joined #ubuntu,,,,106
107,"[11:15] <T`> Ng, uh.. but it sys x86_64",11:15,T`," Ng, uh.. but it sys x86_64",107
108,=== jane [n=jane@adsl-69-235-53-203.dsl.irvnca.pacbell.net]  has joined #ubuntu,,,,108
109,"[11:15] <T`> Ng, s/sys/says",11:15,T`," Ng, s/sys/says",109
110,[11:15] <Ng> what does the 64bit version say in help->about?,11:15,Ng,about?,110
111,=== Fanskapet [n=tommy@81-233-197-124-no88.tbcn.telia.com]  has joined #ubuntu,,,,111
112,[11:15] <eatingtheproverb> any one able to help please,11:15,eatingtheproverb, any one able to help please,112
113,[11:16] <Ng> eatingtheproverb: ask your question and find out :),11:16,Ng, eatingtheproverb: ask your question and find out :),113
114,[11:16] <Mika_i_> :),11:16,Mika_i_, :),114
115,"[11:16] <T`> Ng, its differnet! Linux x86_64",11:16,T`," Ng, its differnet! Linux x86_64",115
116,"[11:16] <T`> Ng, no i686.. lol :)",11:16,T`," Ng, no i686.. lol :)",116
117,[11:16] <Ng> T`: see :),11:16,Ng, T`: see :),117
118,"[11:16] <T`> Ng, may be its working.. i'll see by installing java plugin ;)",11:16,T`," Ng, may be its working.. i'll see by installing java plugin ;)",118
119,"[11:16] <T`> Ng, thanks!!",11:16,T`," Ng, thanks!!",119
120,[11:16] <eatingtheproverb> i need to find out were i can get some codes for the grub i need to rest my boot drive,11:16,eatingtheproverb, i need to find out were i can get some codes for the grub i need to rest my boot drive,120
121,[11:17] <spikeb> there's already 64bit java,11:17,spikeb, there's already 64bit java,121
122,"[11:17] <T`> Ng, btw.. i get these warnings, Locale not supported by C library.. using fallback C locale..",11:17,T`," Ng, btw.. i get these warnings, Locale not supported by C library.. using fallback C locale..",122
123,"[11:17] <T`> Ng, got 3 times..",11:17,T`," Ng, got 3 times..",123
124,=== ZORK [n=ZORK@61.5.100.61]  has joined #ubuntu,,,,124
125,=== skip_ [n=skip@61-69-3-168.netspeed.com.au]  has joined #ubuntu,,,,125
