,raw,timestamp,user,message,file_ind
0,[11:18] <monty156> i thought about tweak but unity seems pretty locked down so i didnt think  there was much point,11:18,monty156, i thought about tweak but unity seems pretty locked down so i didnt think  there was much point,0
1,"[11:18] <glebihan> m_fulder, did you try sending mails using directly the command-line before trying in php ?",11:18,glebihan," m_fulder, did you try sending mails using directly the command-line before trying in php ?",1
2,=== aron is now known as Guest74279,,,,2
3,[11:19] <monty156> brb,11:19,monty156, brb,3
4,=== adante_ is now known as adante,,,,4
5,[11:20] <ravigdrk> what is the command for Remove broken package?,11:20,ravigdrk, what is the command for Remove broken package?,5
6,=== xtor_ is now known as extor,,,,6
7,[11:21] <m_fulder> glebihan when I do sudo nullmailer-send I only get Rescanning queue. and it loads forever :P,11:21,m_fulder, glebihan when I do sudo nullmailer-send I only get Rescanning queue. and it loads forever :P,7
8,[11:22] <spo0kz> Does anybody here manage to use virtualbox without compromising your cpu usage  ?,11:22,spo0kz, Does anybody here manage to use virtualbox without compromising your cpu usage  ?,8
9,[11:22] <extor> If I want my mailserver to reside on mail.mydomain.com but I also want to be able to send mail to *@mydomina.com and *@client.mydomain.com and *@support.mydomain.com then how do I do the MX and CNAME and A entries for mydomain.com to reflect all that?,11:22,extor, If I want my mailserver to reside on mail.mydomain.com but I also want to be able to send mail to *@mydomina.com and *@client.mydomain.com and *@support.mydomain.com then how do I do the MX and CNAME and A entries for mydomain.com to reflect all that?,9
10,"[11:23] <rumpe1> spo0kz, define ""compromising""",11:23,rumpe1," spo0kz, define ""compromising""",10
11,"[11:23] <monty156> you can all relax, im back now lol",11:23,monty156," you can all relax, im back now lol",11
12,"[11:23] <ActionParsnip> spo0kz: depends on your spec, you can always tell virtualbox to use less CPU (I believe). I suggest you ask in #vbox too",11:23,ActionParsnip," spo0kz: depends on your spec, you can always tell virtualbox to use less CPU (I believe). I suggest you ask in #vbox too",12
13,"[11:23] <spo0kz> rumpe1,  anything over 50% while the virtual guest is idle",11:23,spo0kz," rumpe1,  anything over 50% while the virtual guest is idle",13
14,"[11:24] <spo0kz> ActionParsnip,  been to #vbox sent logs had it out for good hour or two, no joy",11:24,spo0kz," ActionParsnip,  been to #vbox sent logs had it out for good hour or two, no joy",14
15,[11:24] <vkushner> I need to apt-get update an old jaunty server but all the sources seem to be gone... where can I get a sources.list for jaunty?,11:24,vkushner, I need to apt-get update an old jaunty server but all the sources seem to be gone... where can I get a sources.list for jaunty?,15
16,[11:24] <ActionParsnip> spo0kz: which version of virtualbox?,11:24,ActionParsnip, spo0kz: which version of virtualbox?,16
17,"[11:25] <spo0kz> ActionParsnip, 4.1.2",11:25,spo0kz," ActionParsnip, 4.1.2",17
18,[11:25] <rumpe1> !jaunty,11:25,rumpe1, !jaunty,18
19,"[11:25] <ubottu> Ubuntu 9.04 (Jaunty Jackalope) was the tenth release of Ubuntu. End Of Life: October 23, 2010. See !eol and !upgrade for more details.",11:25,ubottu," Ubuntu 9.04 (Jaunty Jackalope) was the tenth release of Ubuntu. End Of Life: October 23, 2010. See !eol and !upgrade for more details.",19
20,[11:25] <ActionParsnip> vkushner: http://ubuntuforums.org/showthread.php?t=997890,11:25,ActionParsnip, vkushner: http://ubuntuforums.org/showthread.php?t=997890,20
21,"[11:25] <rumpe1> vkushner, jaunty is dead",11:25,rumpe1," vkushner, jaunty is dead",21
22,"[11:25] <wolfric> i have a strange issue with the screen not updating sometimes. I'm not exactly sure on what level it is. So if i change workspace and then try type in a terminal or a text editor or even do something in the browser, the image stays still and i can't see anything. if i just do alt tab (even if there aren't any other windows) the changes start appearing and it's fine from then onwards",11:25,wolfric," i have a strange issue with the screen not updating sometimes. I'm not exactly sure on what level it is. So if i change workspace and then try type in a terminal or a text editor or even do something in the browser, the image stays still and i can't see anything. if i just do alt tab (even if there aren't any other windows) the changes start appearing and it's fine from then onwards",22
23,[11:26] <wolfric> it doesn't always happen though. i'd say every 15/20 mins?,11:26,wolfric, it doesn't always happen though. i'd say every 15/20 mins?,23
24,[11:26] <ActionParsnip> wolfric: is your video chip onboard or is it on a dedicated video card?,11:26,ActionParsnip, wolfric: is your video chip onboard or is it on a dedicated video card?,24
25,"[11:26] <vkushner> rumpe1: well, duh! I know its officially dead. this doesn't change the fact that I got this client with a couple years old jaunty server and I just need to install some package.",11:26,vkushner," rumpe1: well, duh! I know its officially dead. this doesn't change the fact that I got this client with a couple years old jaunty server and I just need to install some package.",25
26,"[11:27] <glebihan> m_fulder, I think you have to use nullmailer-queue then nullmailer-send, once again you should have a look at the manpages, also for it to work in php, you may have to edit your php.ini file and set the sendmail_path to ""sendmail -t -i -f<name>@<domain>""",11:27,glebihan,"""",26
27,[11:27] <wolfric> ActionParsnip: onboard nvidia and i have the restricted drivers,11:27,wolfric, ActionParsnip: onboard nvidia and i have the restricted drivers,27
28,"[11:27] <ActionParsnip> vkushner: the jaunty servers are all off, you won't be able to get any packages online",11:27,ActionParsnip," vkushner: the jaunty servers are all off, you won't be able to get any packages online",28
29,[11:27] <vkushner> so the question is still: is there any place still hosting old jaunty repo?,11:27,vkushner, so the question is still: is there any place still hosting old jaunty repo?,29
30,[11:27] <ActionParsnip> wolfric: have you tested your RAM?,11:27,ActionParsnip, wolfric: have you tested your RAM?,30
31,[11:27] <sipior> vkushner: which package? might be easier just to install from source at this point.,11:27,sipior, vkushner: which package? might be easier just to install from source at this point.,31
32,[11:27] <ActionParsnip> vkushner: very very unlikely,11:27,ActionParsnip, vkushner: very very unlikely,32
33,"[11:27] <wolfric> ActionParsnip: no, you mean with a memtest right?",11:27,wolfric," ActionParsnip: no, you mean with a memtest right?",33
34,"[11:28] <ActionParsnip> wolfric: yes, in Grub",11:28,ActionParsnip," wolfric: yes, in Grub",34
35,[11:28] <wolfric> ActionParsnip: i seriously doubt there's a problem there but sure i'll give it a shot next time,11:28,wolfric, ActionParsnip: i seriously doubt there's a problem there but sure i'll give it a shot next time,35
36,[11:28] <wolfric> ActionParsnip: any other ideas in the mean time,11:28,wolfric, ActionParsnip: any other ideas in the mean time,36
37,[11:28] <KcGenesis> hello i am new .please any can help me what is this about,11:28,KcGenesis, hello i am new .please any can help me what is this about,37
38,"[11:28] <vkushner> sipior: no, thats a whole server configuration script that is running and failing.",11:28,vkushner," sipior: no, thats a whole server configuration script that is running and failing.",38
39,"[11:28] <rumpe1> vkushner, what's the point? jaunty isn't even LTS.",11:28,rumpe1," vkushner, what's the point? jaunty isn't even LTS.",39
40,[11:28] <ActionParsnip> pretty cool link: http://www.sourceslist.eu/tag/jaunty/,11:28,ActionParsnip, pretty cool link: http://www.sourceslist.eu/tag/jaunty/,40
41,"[11:28] <spo0kz> ActionParsnip, i get high cpu usage with vmware and virtualbox, what could that mean ?",11:28,spo0kz," ActionParsnip, i get high cpu usage with vmware and virtualbox, what could that mean ?",41
42,[11:28] <ActionParsnip> KcGenesis: this channel is for support. That's what it is about,11:28,ActionParsnip, KcGenesis: this channel is for support. That's what it is about,42
43,"[11:29] <sipior> vkushner: configuration script? we were talking about software packages, as i recall...",11:29,sipior," vkushner: configuration script? we were talking about software packages, as i recall...",43
44,[11:29] <ActionParsnip> spo0kz: what speed etc is your CPU?,11:29,ActionParsnip, spo0kz: what speed etc is your CPU?,44
45,"[11:29] <vkushner> sipior: well, there is this server configuration script that as part of its running does apt-get update and then tries to install some packages",11:29,vkushner," sipior: well, there is this server configuration script that as part of its running does apt-get update and then tries to install some packages",45
46,"[11:29] <spo0kz> ActionParsnip, its perfectly capable, its an i3 2.9ghz i run 3gb of ram",11:29,spo0kz," ActionParsnip, its perfectly capable, its an i3 2.9ghz i run 3gb of ram",46
47,"[11:30] <KcGenesis> ActionParsnip, thanks",11:30,KcGenesis," ActionParsnip, thanks",47
48,[11:30] <sipior> vkushner: i see.,11:30,sipior, vkushner: i see.,48
49,[11:30] <zfe> no luck installing ubuntu on my mac,11:30,zfe, no luck installing ubuntu on my mac,49
50,[11:30] <zfe> both the burnt images say,11:30,zfe, both the burnt images say,50
51,"[11:30] <zfe> ""no livefs media found""",11:30,zfe," ""no livefs media found""",51
52,"[11:31] <KcGenesis> ActionParsnip, one thing guys  who are u guys actually",11:31,KcGenesis," ActionParsnip, one thing guys  who are u guys actually",52
53,[11:31] <ActionParsnip> KcGenesis: that is moot here,11:31,ActionParsnip, KcGenesis: that is moot here,53
54,"[11:32] <ActionParsnip> spo0kz: I see, what destktop is the guest OS using?",11:32,ActionParsnip," spo0kz: I see, what destktop is the guest OS using?",54
55,"[11:32] <spo0kz> ActionParsnip, Teh cpu hangs with backtrack and xp",11:32,spo0kz," ActionParsnip, Teh cpu hangs with backtrack and xp",55
56,"[11:33] <rumpe1> spo0kz, default version (which? which ubuntu?) of vbox or something more fancy?",11:33,rumpe1," spo0kz, default version (which? which ubuntu?) of vbox or something more fancy?",56
57,"[11:33] <KcGenesis> ActionParsnip, how does this chat actually works",11:33,KcGenesis," ActionParsnip, how does this chat actually works",57
58,=== Roberto35 is now known as Richard|,,,,58
59,"[11:34] <ActionParsnip> spo0kz: hmm, not sure then personally, maybe others can advise. Have you tried a light OS like xpud/puppy etc, see if it happens there",11:34,ActionParsnip," spo0kz: hmm, not sure then personally, maybe others can advise. Have you tried a light OS like xpud/puppy etc, see if it happens there",59
60,"[11:34] <spo0kz> rumpe1, ubuntu is 11.04 vbox is 4.1.2 nothing fancy going on here lol",11:34,spo0kz," rumpe1, ubuntu is 11.04 vbox is 4.1.2 nothing fancy going on here lol",60
61,[11:34] <ActionParsnip> KcGenesis: you are doing it now. You ask a support question. If people can help they will reply,11:34,ActionParsnip, KcGenesis: you are doing it now. You ask a support question. If people can help they will reply,61
62,[11:34] <m_fulder> glebihan ok I have now read through the docs for nullmailer-queue and nullmailer-send .. I have also added the -f flag to my php.ini .. but I don't get one thing in the nullmailer-queue doc. there is written I should terminate all lines with single line-feed character? Which one is that?,11:34,m_fulder, glebihan ok I have now read through the docs for nullmailer-queue and nullmailer-send .. I have also added the -f flag to my php.ini .. but I don't get one thing in the nullmailer-queue doc. there is written I should terminate all lines with single line-feed character? Which one is that?,62
