,raw,timestamp,user,message,file_ind
0,[06:03] <mindspin> got space on your disk?,06:03,mindspin, got space on your disk?,0
1,=== Einhoernchen [~Einhoernc@J9852.j.pppool.de]  has joined #ubuntu,,,,1
2,=== mcquaid [mcquaid@H79.C233.tor.velocet.net]  has joined #ubuntu,,,,2
3,[06:04] <Uzzi> who know a solution for aic7xxx bug?,06:04,Uzzi, who know a solution for aic7xxx bug?,3
4,[06:04] <dell500> im2 is powered by ms??,06:04,dell500, im2 is powered by ms??,4
5,"[06:04] <Ali_Baba> AevaD:just install Ubuntu,it should work ok :)",06:04,Ali_Baba," AevaD:just install Ubuntu,it should work ok :)",5
6,[06:04] <Ubuntian> look at this: http://img170.echo.cx/my.php?image=medbucketright10jf.jpg,06:04,Ubuntian, look at this: http://img170.echo.cx/my.php?image=medbucketright10jf.jpg,6
7,"[06:04] <danko123456> Jelte: as well, you can use /etc/bash.bashrc and append a line similar to this, export PATH=$PATH:/dir/folder",06:04,danko123456," Jelte: as well, you can use /etc/bash.bashrc and append a line similar to this, export PATH=$PATH:/dir/folder",7
8,=== JDahl [~joachim@ca-stmnca-cuda4-gen2m1-135.vnnyca.adelphia.net]  has joined #ubuntu,,,,8
9,"[06:05] <snowseal> AevaD,  create free unpartitioned space after the windows partition. then put in the ubuntu instal cd. ;)",06:05,snowseal," AevaD,  create free unpartitioned space after the windows partition. then put in the ubuntu instal cd. ;)",9
10,[06:05] <mindspin> but he needs space on the HD,06:05,mindspin, but he needs space on the HD,10
11,[06:05] <AevaD> dont i have to partition my harddrive or something?,06:05,AevaD, dont i have to partition my harddrive or something?,11
12,"[06:05] <Jelte> Fator_Dee, danko123456, thanks!",06:05,Jelte," Fator_Dee, danko123456, thanks!",12
13,[06:05] <Ali_Baba> AevaD:make a linux partiton for Ubuntu.,06:05,Ali_Baba, AevaD:make a linux partiton for Ubuntu.,13
14,[06:05] <AevaD> yea how do i unpartiton some space,06:05,AevaD, yea how do i unpartiton some space,14
