,raw,timestamp,user,message
0,"[03:46] <shmeelAway> can any1 direct me to a place where i can get a virtual machine of XP running on edgy, but which only requires an iso, qemu, and VMPlayer? i'm having a LOT of trouble",03:46,shmeelAway,"can any1 direct me to a place where i can get a virtual machine of XP running on edgy, but which only requires an iso, qemu, and VMPlayer? i'm having a LOT of trouble"
1,"[03:46] <barata> Sanctusorium> barata, what is your problem? --> this stupid installer keeps on wanting to reformat my partition and saying that there is no root partition",03:46,"barata> Sanctusorium> barata, what is your problem? --",this stupid installer keeps on wanting to reformat my partition and saying that there is no root partition
2,[03:46] <barata> it is There,03:46,barata,it is There
3,[03:46] <Sanctusorium> ah,03:46,Sanctusorium,ah
4,[03:46] <Sanctusorium> Never mind,03:46,Sanctusorium,Never mind
5,"[03:46] <cablesm102> shmeelAway, why both vmplayer and qemu?",03:46,cablesm102,"shmeelAway, why both vmplayer and qemu?"
6,[03:47] <Sanctusorium> I cant even get to the desktop with the live cd.,03:47,Sanctusorium,I cant even get to the desktop with the live cd.
7,[03:47] <barata> what is similar Sanctusorium,03:47,barata,what is similar Sanctusorium
8,"[03:47] <shmeelAway> well, i have VMPlayer",03:47,shmeelAway,"well, i have VMPlayer"
9,[03:47] <maddash> codi: merge lines 5/6 into one line . same deal with 7/8.,03:47,maddash,codi: merge lines 5/6 into one line . same deal with 7/8.
10,=== zero88 [n=zero88@ppp-69-236-48-27.dsl.irvnca.pacbell.net]  has joined #ubuntu,,,
11,"[03:47] <maddash> codi: and remove the ""#"" from lines 5 and 6",03:47,maddash,"codi: and remove the ""#"" from lines 5 and 6"
12,[03:47] <barata> I'm on livecd now and stucked .... and just install xchat for this session,03:47,barata,I'm on livecd now and stucked .... and just install xchat for this session
13,[03:47] <Sanctusorium> I need a way to get to the installer via shell or some thing,03:47,Sanctusorium,I need a way to get to the installer via shell or some thing
14,=== illusina [n=illusina@cpe-76-169-183-83.socal.res.rr.com]  has joined #ubuntu,,,
15,"[03:47] <zero88> hello, how would i make my terminal windows transparent????",03:47,zero88,"hello, how would i make my terminal windows transparent????"
16,[03:47] <shmeelAway> i thought i needed to set up a vmdx file w/ qemu for VMPlayer to work,03:47,shmeelAway,i thought i needed to set up a vmdx file w/ qemu for VMPlayer to work
17,"[03:47] <barata> <Sanctusorium> I need a way to get to the installer via shell or some thing --> exactly, what is the command?",03:47,barata> <Sanctusorium> I need a way to get to the installer via shell or some thing --,"exactly, what is the command?"
18,"[03:47] <bruenig> barata, you must format at least one partition and call that root. If you don't want to do that, then don't install it.",03:47,bruenig,"barata, you must format at least one partition and call that root. If you don't want to do that, then don't install it."
19,[03:47] <Sanctusorium> no clue,03:47,Sanctusorium,no clue
20,=== IdleOne [n=idleone@unaffiliated/idleone]  has joined #ubuntu,,,
21,"[03:47] <bruenig> barata, ~/Desktop/Install",03:47,bruenig,"barata, ~/Desktop/Install"
22,[03:47] <Sanctusorium> I am a linux newb,03:47,Sanctusorium,I am a linux newb
23,"[03:48] <cablesm102> barata, to install an app, use ""sudo aptitude install <whatever>""",03:48,"cablesm102> barata, to install an app, use ""sudo aptitude install <whatever","barata, to install an app, use ""sudo aptitude install <whatever>"""
24,"[03:48] <barata> <cablesm102> barata, to install an app, use ""sudo aptitude install <whatever>"" --> my HD is empty now, all install go to my memory",03:48,"barata> <cablesm102> barata, to install an app, use ""sudo aptitude install <whatever>"" --","my HD is empty now, all install go to my memory"
25,"[03:48] <cablesm102> barata means cheap in spanish, no?",03:48,cablesm102,"barata means cheap in spanish, no?"
26,[03:48] <Sanctusorium> hm... How can I get into the shell?,03:48,Sanctusorium,hm... How can I get into the shell?
27,[03:48] <barata> barata means dick in Eskimo & mama in Latin,03:48,barata,barata means dick in Eskimo & mama in Latin
28,=== KeTonic [n=KeTonic@c-d76770d5.332-1-64736c20.cust.bredbandsbolaget.se]  has joined #ubuntu,,,
29,=== tavdash [n=tavdash@68-184-95-30.dhcp.smyr.ga.charter.com]  has joined #ubuntu,,,
30,"[03:49] <shmeelAway> if there's a way to do it w/out qemu, that'd be awesome too as mine doesn't seem to be working well lol",03:49,shmeelAway,"if there's a way to do it w/out qemu, that'd be awesome too as mine doesn't seem to be working well lol"
31,"[03:49] <cablesm102> Sanctusorium, Applications>Accessories>Terminal",03:49,"cablesm102> Sanctusorium, Applications>Accessories","Sanctusorium, Applications>Accessories>Terminal"
32,[03:49] <bruenig> I thought mater was mama,03:49,bruenig,I thought mater was mama
33,"[03:49] <worldedit> ugh... i feel so noob. i need ""Gnome's File Browser"" to access it, after i mounted using that program, sorry to trouble you guys >_<",03:49,"worldedit> ugh... i feel so noob. i need ""Gnome's File Browser"" to access it, after i mounted using that program, sorry to trouble you guys ","ugh... i feel so noob. i need ""Gnome's File Browser"" to access it, after i mounted using that program, sorry to trouble you guys >_<"
34,"[03:49] <barata> bruenig> barata, ~/Desktop/Install ---> this is just that stupid installer that I'm talking about",03:49,"barata> bruenig> barata, ~/Desktop/Install ---",this is just that stupid installer that I'm talking about
35,[03:49] <tonyyarusso> barata: And you just used two offensive words in one sentence.  Please watch your language.,03:49,tonyyarusso,barata: And you just used two offensive words in one sentence.  Please watch your language.
36,"[03:49] <Sanctusorium> cable, I cant get to teh desktop",03:49,Sanctusorium,"cable, I cant get to teh desktop"
37,=== jim__ [n=jim@S0106000795e7360b.ek.shawcable.net]  has joined #ubuntu,,,
38,[03:49] <Sanctusorium> I am stuck on a brown screen,03:49,Sanctusorium,I am stuck on a brown screen
39,"[03:49] <bruenig> Sanctusorium, try to alternate cd",03:49,bruenig,"Sanctusorium, try to alternate cd"
40,[03:49] <bruenig> !alternate | Sanctusorium,03:49,bruenig,!alternate | Sanctusorium
41,"[03:49] <ubotu> Sanctusorium: The Alternate CD (available as of Dapper) is the classical text-mode installation CD. Use it if you wish to upgrade via CD, or for an ""expert"" mode install. For normal installs, use the Desktop CD, which is also a ""Live"" CD.",03:49,ubotu,"Sanctusorium: The Alternate CD (available as of Dapper) is the classical text-mode installation CD. Use it if you wish to upgrade via CD, or for an ""expert"" mode install. For normal installs, use the Desktop CD, which is also a ""Live"" CD."
42,[03:49] <codi> maddash: http://paste.ubuntu-nl.org/3289/,03:49,codi,maddash: http://paste.ubuntu-nl.org/3289/
43,=== gerardo [n=ger@195.159.148.248]  has joined #ubuntu,,,
44,[03:49] <codi> like that?>,03:49,codi> like that?,like that?>
45,[03:50] <worldedit> so how do i find the Gnome File Browser?,03:50,worldedit,so how do i find the Gnome File Browser?
46,=== cinnix [n=cinnix@91.108.167.33]  has joined #ubuntu,,,
47,[03:50] <worldedit> or install it...,03:50,worldedit,or install it...
48,[03:50] <worldedit> gah so difficult!,03:50,worldedit,gah so difficult!
49,[03:50] <Sanctusorium> Is the install much harder?,03:50,Sanctusorium,Is the install much harder?
50,"[03:50] <bruenig> worldedit, nautilus?",03:50,bruenig,"worldedit, nautilus?"
