,raw,timestamp,user,message,file_ind
0,"[00:07] <v1ru5> now i booted, no errors",00:07,v1ru5," now i booted, no errors",0
1,[00:07] <v1ru5> BUT,00:07,v1ru5, BUT,1
2,"[00:07] <skyhawker> HappyFool, oh crap. that's how simple it is???",00:07,skyhawker," HappyFool, oh crap. that's how simple it is???",2
3,"[00:07] <Seveas> xophEr, run hdparm as root",00:07,Seveas," xophEr, run hdparm as root",3
4,[00:07] <v1ru5> how do i launch up x and some WM manually????,00:07,v1ru5, how do i launch up x and some WM manually????,4
5,[00:08] <v1ru5> startx doesn't work.,00:08,v1ru5, startx doesn't work.,5
6,[00:08] <thoreauputic> xophEr: sudo,00:08,thoreauputic, xophEr: sudo,6
7,"[00:08] <xophEr> yes, I did run it as root",00:08,xophEr," yes, I did run it as root",7
8,"[00:08] <Seveas> v1ru5, is startx won't work, it does not work :)",00:08,Seveas," v1ru5, is startx won't work, it does not work :)",8
9,[00:08] <holycow> startx from where?,00:08,holycow, startx from where?,9
10,[00:08] <HappyFool> skyhawker:look here: http://packages.ubuntu.com/hoary/otherosfs/wine,00:08,HappyFool, skyhawker:look here: http://packages.ubuntu.com/hoary/otherosfs/wine,10
11,=== sorush20 [~sam@82-43-184-143.cable.ubr07.newm.blueyonder.co.uk]  has joined #ubuntu,,,,11
12,"[00:08] <Seveas> v1ru5, what does startx say?",00:08,Seveas," v1ru5, what does startx say?",12
13,[00:08] <HappyFool> skyhawker: only i386 listed,00:08,HappyFool, skyhawker: only i386 listed,13
14,[00:08] <thoreauputic> xophEr: what did you type?,00:08,thoreauputic, xophEr: what did you type?,14
15,[00:08] <holycow> try sudo startx?,00:08,holycow, try sudo startx?,15
16,=== unai [~unai@129.Red-80-36-3.pooles.rima-tde.net]  has joined #ubuntu,,,,16
17,"[00:08] <Seveas> holycow, eeeek",00:08,Seveas," holycow, eeeek",17
18,"[00:08] <xophEr> thoreauputic, sudo hdparm -d 1 /dev/hda",00:08,xophEr," thoreauputic, sudo hdparm -d 1 /dev/hda",18
19,[00:08] <Seveas> don't!,00:08,Seveas, don't!,19
20,[00:08] <srivest> put the 1 close to the d like -d1,00:08,srivest, put the 1 close to the d like -d1,20
21,[00:08] <v1ru5> Seveas: command not found,00:08,v1ru5, Seveas: command not found,21
22,"[00:08] <Seveas> v1ru5, hmm",00:08,Seveas," v1ru5, hmm",22
23,[00:08] <xophEr> oh,00:08,xophEr, oh,23
24,[00:08] <Chalma|ZzZ> well I'm about dead I will try tomorrow,00:08,Chalma|ZzZ, well I'm about dead I will try tomorrow,24
25,[00:08] <v1ru5> i am really getting tired of this ubuntu shit,00:08,v1ru5, i am really getting tired of this ubuntu shit,25
26,[00:08] <Chalma|ZzZ> gnight,00:08,Chalma|ZzZ, gnight,26
27,[00:08] <Seveas> did you do a server/expert install?,00:08,Seveas, did you do a server/expert install?,27
28,[00:09] <v1ru5> 15 times i have installed it,00:09,v1ru5, 15 times i have installed it,28
29,=== Chalma|ZzZ [~Chalma_Ju@24-180-45-62.cs-cres.charterpipeline.net]  has left #ubuntu [],,,,29
30,[00:09] <v1ru5> Seveas: yep,00:09,v1ru5, Seveas: yep,30
31,"[00:09] <HappyFool> skyhawker: maybe someone else knows about '32-bit chrooting', or something, which may help you; unfortunately I'm not familiar with that",00:09,HappyFool," skyhawker: maybe someone else knows about '32-bit chrooting', or something, which may help you; unfortunately I'm not familiar with that",31
32,[00:09] <v1ru5> and now i am thinking of the 16th,00:09,v1ru5, and now i am thinking of the 16th,32
33,"[00:09] <Seveas> v1ru5, that does not install X :)",00:09,Seveas," v1ru5, that does not install X :)",33
34,"[00:09] <thoreauputic> xophEr: yes, the space was wrong I think - sorry",00:09,thoreauputic," xophEr: yes, the space was wrong I think - sorry",34
35,"[00:09] <v1ru5> Seveas: oh, lol",00:09,v1ru5," Seveas: oh, lol",35
36,"[00:09] <xophEr> thoreauputic, still didnt work :)",00:09,xophEr," thoreauputic, still didnt work :)",36
