,raw,timestamp,user,message
0,[06:50] <shazbotmcnasty> I used md5deep to actually do the md5sum,06:50,shazbotmcnasty,I used md5deep to actually do the md5sum
1,[06:50] <Nitrohax> Sath> lets us know what happens,06:50,Nitrohax> Sath,lets us know what happens
2,"[06:50] <chelz> theadmin: ""recovery mode"" http://www.howtogeek.com/wp-content/uploads/2007/09/image55.png",06:50,chelz,"theadmin: ""recovery mode"" http://www.howtogeek.com/wp-content/uploads/2007/09/image55.png"
3,[06:50] <Sath> ok,06:50,Sath,ok
4,[06:50] <chelz> Sath: recovery mode,06:50,chelz,Sath: recovery mode
5,"[06:50] <bullgard> shazbotmcnasty: So, what did you not understand in it?",06:50,bullgard,"shazbotmcnasty: So, what did you not understand in it?"
6,[06:51] <shazbotmcnasty> the stuff is not at the original place,06:51,shazbotmcnasty,the stuff is not at the original place
7,[06:51] <chelz> oh,06:51,chelz,oh
8,[06:51] <chelz> Sath: http://www.psychocats.net/ubuntu/resetpassword,06:51,chelz,Sath: http://www.psychocats.net/ubuntu/resetpassword
9,[06:51] <chelz> yeah there's no specific reset passoption,06:51,chelz,yeah there's no specific reset passoption
10,"[06:51] <theadmin> chelz: Here's what mine has, off top of my head: root console, repair X.org (this one dissapeared in Karmic though), update grub, resume to normal boot... and some other sutff",06:51,theadmin,"chelz: Here's what mine has, off top of my head: root console, repair X.org (this one dissapeared in Karmic though), update grub, resume to normal boot... and some other sutff"
11,"[06:51] <chelz> theadmin: yeah, gotta drop to a shell prompt and do passwd",06:51,chelz,"theadmin: yeah, gotta drop to a shell prompt and do passwd"
12,"[06:52] <shazbotmcnasty> okay, the stuff is at ""/media/BIGTB/Big TB/torrentbackup/My Torrents"" - the original file is at ""~/My Torrents""",06:52,shazbotmcnasty,"okay, the stuff is at ""/media/BIGTB/Big TB/torrentbackup/My Torrents"" - the original file is at ""~/My Torrents"""
13,"[06:52] <theadmin> chelz: Oh, right, makes sense now",06:52,theadmin,"chelz: Oh, right, makes sense now"
14,[06:52] <chelz> would be nice to have a reset password option right there,06:52,chelz,would be nice to have a reset password option right there
