,raw,timestamp,user,message
0,=== Gatewayy [i=Gatewayy@unaffiliated/gatewayy]  has joined #ubuntu,,,
1,[02:23] <PseudoPlacebo> https://help.ubuntu.com/community/RecoveringUbuntuAfterInstallingWindows,02:23,PseudoPlacebo,https://help.ubuntu.com/community/RecoveringUbuntuAfterInstallingWindows
2,[02:23] <PseudoPlacebo> That looks like it could be helpful.,02:23,PseudoPlacebo,That looks like it could be helpful.
3,[02:23] <PseudoPlacebo> I'll skim and check back.,02:23,PseudoPlacebo,I'll skim and check back.
4,[02:23] <t4ken> how do i mount it?,02:23,t4ken,how do i mount it?
5,[02:23] <PseudoPlacebo> Thanks.,02:23,PseudoPlacebo,Thanks.
6,"[02:23] <sysdoc> PseudoPlacebo,  there ya go",02:23,sysdoc,"PseudoPlacebo,  there ya go"
7,=== thrice` [n=andrew@unaffiliated/thrice/x-000000001]  has joined #ubuntu,,,
8,[02:24] <thrice`> is there a way to record a movie ?,02:24,thrice`,is there a way to record a movie ?
9,"[02:24] <PaulCbu> hi there, i was wondering if someone could help me out with a wireless lan problem",02:24,PaulCbu,"hi there, i was wondering if someone could help me out with a wireless lan problem"
10,"[02:24] <thrice`> I want to do a screenshot, but movie",02:24,thrice`,"I want to do a screenshot, but movie"
11,[02:24] <boga> PaulCbu: shoot!,02:24,boga,PaulCbu: shoot!
12,"[02:24] <angry_candy> anybody, if i want to mirror drives on U server, do i config the mirroring before or after loading U?",02:24,angry_candy,"anybody, if i want to mirror drives on U server, do i config the mirroring before or after loading U?"
13,"[02:24] <bobmcd> not lazy here, just confused.  point me in a direction and I am sefl sufficient... ^^",02:24,bobmcd,"not lazy here, just confused.  point me in a direction and I am sefl sufficient... ^^"
14,[02:24] <PaulCbu> oh thanks boga,02:24,PaulCbu,oh thanks boga
15,[02:24] <cherwin> t4ken: c'mon man just read the manual.. mount -t ext3 /dev/hdX /mnt/<mount_point>,02:24,cherwin> t4ken: c'mon man just read the manual.. mount -t ext3 /dev/hdX /mnt/<mount_point,t4ken: c'mon man just read the manual.. mount -t ext3 /dev/hdX /mnt/<mount_point>
16,=== flodine [n=flodine@c-24-4-174-71.hsd1.ca.comcast.net]  has joined #ubuntu,,,
17,"=== h3sp4wn [n=knoppix@cpc1-leed11-0-0-cust262.leed.cable.ntl.com]  has left #ubuntu [""Konversation]",,,
18,[02:25] <PaulCbu> i've just setup ubuntu on a new machine and tried setting up the driver for my msi 11/g,02:25,PaulCbu,i've just setup ubuntu on a new machine and tried setting up the driver for my msi 11/g
