,raw,timestamp,user,message,file_ind
0,[16:49] <ftpvk> IS THERE AN AVANT WINDOWS EXPERT HERE,16:49,ftpvk, IS THERE AN AVANT WINDOWS EXPERT HERE,0
1,[16:49] <luc|f3r> its done,16:49,luc|f3r, its done,1
2,[16:49] <jamesm> crickey  -- he left,16:49,jamesm, crickey  -- he left,2
3,[16:49] <luc|f3r> gonna reboot,16:49,luc|f3r, gonna reboot,3
4,"[16:49] <bod_> bazhang, yer",16:49,bod_," bazhang, yer",4
5,"[16:49] <Nulo> stelt, in htat case what you need is to mount it properly, not re-partition it.",16:49,Nulo," stelt, in htat case what you need is to mount it properly, not re-partition it.",5
6,"[16:49] <bod_> maximilion, right click on an mp3 file",16:49,bod_," maximilion, right click on an mp3 file",6
7,[16:49] <VOiCi> Anyone know a tool to extract data from .swf on linux,16:49,VOiCi, Anyone know a tool to extract data from .swf on linux,7
8,"[16:49] <bod_> maximilion, properties, theres a tab caled open with,m.,. change default in there",16:49,bod_," maximilion, properties, theres a tab caled open with,m.,. change default in there",8
9,[16:49] <k0p> Hi. a macbook santa rosa works with ubuntu 32 bits? I install and I have a troubles with wireless. do u know something about it?,16:49,k0p, Hi. a macbook santa rosa works with ubuntu 32 bits? I install and I have a troubles with wireless. do u know something about it?,9
10,"[16:50] <lolfrenz> VOiCi, flasm",16:50,lolfrenz," VOiCi, flasm",10
11,"[16:50] <eth01> k0p, incompatible.",16:50,eth01," k0p, incompatible.",11
12,[16:50] <bazhang> bod_: but the main issue is how much you allow for upload at one time--not how long you seed for,16:50,bazhang, bod_: but the main issue is how much you allow for upload at one time--not how long you seed for,12
13,[16:50] <bod_> !SHOUT | ftpvk,16:50,bod_, !SHOUT | ftpvk,13
14,[16:50] <ubotu> ftpvk: PLEASE DON'T SHOUT! We can read lowercase too.,16:50,ubotu, ftpvk: PLEASE DON'T SHOUT! We can read lowercase too.,14
15,"[16:50] <stelt> Nulo, i know, but mount says it's not ntfs (while cfdisk says it is)",16:50,stelt," Nulo, i know, but mount says it's not ntfs (while cfdisk says it is)",15
16,[16:50] <k0p> eth01: so.. only with ubuntu 64bits?,16:50,k0p, eth01: so.. only with ubuntu 64bits?,16
17,"[16:50] <VOiCi> lolfrenz, thanks :)",16:50,VOiCi," lolfrenz, thanks :)",17
18,"[16:50] <eth01> ftpvk, #windows",16:50,eth01," ftpvk, #windows",18
19,[16:50] <ftpvk> okay okay,16:50,ftpvk, okay okay,19
20,[16:50] <maximilion> bod_: Lovely! Thanks.,16:50,maximilion, bod_: Lovely! Thanks.,20
21,[16:50] <luc|f3r> how do i boot it?,16:50,luc|f3r, how do i boot it?,21
22,"[16:51] <eth01> k0p, you think that'll make a difference?",16:51,eth01," k0p, you think that'll make a difference?",22
23,[16:51] <luc|f3r> do i need to reboot?,16:51,luc|f3r, do i need to reboot?,23
24,[16:51] <ftpvk> so is there,16:51,ftpvk, so is there,24
25,[16:51] <jamesm> VOiCi: what are you trying to extract from the file -- data and code or pics ?,16:51,jamesm, VOiCi: what are you trying to extract from the file -- data and code or pics ?,25
26,[16:51] <oboy03> finally,16:51,oboy03, finally,26
27,"[16:51] <eth01> ftpvk, ?",16:51,eth01," ftpvk, ?",27
28,"[16:51] <Nulo> stelt, in that case i'm afraid i can't help you.",16:51,Nulo," stelt, in that case i'm afraid i can't help you.",28
29,"[16:51] <bod_> bazhang, you misunderstand me,. 10 seeders, 5 leechers = 20% capacity per leecher,. if you upload speed is at unlimited and someone else is at 1kbps the torrent program will give you some of there % because you are seeding more then them",16:51,bod_," bazhang, you misunderstand me,. 10 seeders, 5 leechers = 20% capacity per leecher,. if you upload speed is at unlimited and someone else is at 1kbps the torrent program will give you some of there % because you are seeding more then them",29
30,"[16:51] <VOiCi> jamesm, text",16:51,VOiCi," jamesm, text",30
31,[16:51] <bazhang> luc|f3r: you got the livecd burned to disk? then just reboot with it in the cd drive--though you may have to point the bios to look for it first,16:51,bazhang, luc|f3r: you got the livecd burned to disk? then just reboot with it in the cd drive--though you may have to point the bios to look for it first,31
32,"[16:51] <bod_> maximilion, no probs",16:51,bod_," maximilion, no probs",32
33,[16:51] <k0p> eth01: I don't know.. Time ago there aren't some software to ubuntu 64bits. am I right?,16:51,k0p, eth01: I don't know.. Time ago there aren't some software to ubuntu 64bits. am I right?,33
34,[16:52] <ftpvk> anyone??,16:52,ftpvk, anyone??,34
35,[16:52] <maximilion> bod_: What do you use for torrents?,16:52,maximilion, bod_: What do you use for torrents?,35
36,[16:52] <k0p> eth01: like w32codecs..,16:52,k0p, eth01: like w32codecs..,36
37,[16:52] <ftpvk> anyone??,16:52,ftpvk, anyone??,37
38,"[16:52] <bod_> maximilion, i use deluge, but i might change to transmission,.,.;~)",16:52,bod_," maximilion, i use deluge, but i might change to transmission,.,.;~)",38
39,"[16:52] <whoaitsphil> can anyone gimme some advice? i'm trying to install ubuntu on my windows XP desktop...install was going fine, it was about 60% done then it got an error with the cd or cdrom reading it...quit the install...now i have all the HDD space missing that i allocated to the install and i can't resume the install. what should i do to get things back to normal and try to install again?",16:52,whoaitsphil," can anyone gimme some advice? i'm trying to install ubuntu on my windows XP desktop...install was going fine, it was about 60% done then it got an error with the cd or cdrom reading it...quit the install...now i have all the HDD space missing that i allocated to the install and i can't resume the install. what should i do to get things back to normal and try to install again?",39
40,[16:52] <bod_> !repeat | ftpvk,16:52,bod_, !repeat | ftpvk,40
41,"[16:52] <ubotu> ftpvk: Don't feel ignored and repeat your question quickly; if nobody knows your answer, nobody will answer you. You can search https://help.ubuntu.com or http://wiki.ubuntu.com while you wait. Also see !patience",16:52,ubotu," ftpvk: Don't feel ignored and repeat your question quickly; if nobody knows your answer, nobody will answer you. You can search https://help.ubuntu.com or http://wiki.ubuntu.com while you wait. Also see !patience",41
42,[16:52] <maximilion> Any easy to install ones in Synaptic that you recommend? Firewall hassle?,16:52,maximilion, Any easy to install ones in Synaptic that you recommend? Firewall hassle?,42
43,"[16:53] <bod_> ftpvk, you asked for a windows user, go to ##windows",16:53,bod_," ftpvk, you asked for a windows user, go to ##windows",43
44,[16:53] <sveakex> is there a lithuanian ubuntu channel?,16:53,sveakex, is there a lithuanian ubuntu channel?,44
45,[16:53] <oboy03> now i got a broken package oclock,16:53,oboy03, now i got a broken package oclock,45
46,[16:53] <oboy03> :(,16:53,oboy03, :(,46
47,[16:53] <sveakex> bod_: he meant awn,16:53,sveakex, bod_: he meant awn,47
48,[16:53] <bod_> !lithuania,16:53,bod_, !lithuania,48
49,"[16:53] <ubotu> Sorry, I don't know anything about lithuania - try searching on http://ubotu.ubuntu-nl.org/factoids.cgi",16:53,ubotu," Sorry, I don't know anything about lithuania - try searching on http://ubotu.ubuntu-nl.org/factoids.cgi",49
50,[16:53] <bazhang> whoaitsphil: that sounds serious--could you try the install process from the beginning again?,16:53,bazhang, whoaitsphil: that sounds serious--could you try the install process from the beginning again?,50
51,"[16:53] <bod_> sveakex, oops,.,. i dont know what an awn is,.,.lol,.,ty",16:53,bod_," sveakex, oops,.,. i dont know what an awn is,.,.lol,.,ty",51
