,raw,timestamp,user,message
0,"[04:04] <jdub> usual: yes, because that's safe",04:04,jdub,"usual: yes, because that's safe"
1,"[04:04] <usual> jdub, I see",04:04,usual,"jdub, I see"
2,"[04:04] <usual> jdub, makes sense",04:04,usual,"jdub, makes sense"
3,[04:05] <hams> do i make the linux softlink point to linux-headers-2.6.8.1-4 or linux-hedaers-2.6.8.1-amd64-k8?,04:05,hams,do i make the linux softlink point to linux-headers-2.6.8.1-4 or linux-hedaers-2.6.8.1-amd64-k8?
4,"[04:05] <knghtbrd> ahhh, I had forgotten what a joy application keys are...",04:05,knghtbrd,"ahhh, I had forgotten what a joy application keys are..."
5,=== knghtbrd growls,,,
6,[04:05] <Adrenal> eheh,04:05,Adrenal,eheh
7,"[04:05] <drspin> eyequeue: and a good philosophy it is :) but, taking iTunes for example, what's wrong with being able to do everything with my music (organize, burn, save, share, find, listen, etc...) all in once place?",04:05,drspin,"eyequeue: and a good philosophy it is :) but, taking iTunes for example, what's wrong with being able to do everything with my music (organize, burn, save, share, find, listen, etc...) all in once place?"
8,"[04:06] <usual> jdub, do you or have you used beagle?",04:06,usual,"jdub, do you or have you used beagle?"
9,"[04:06] <eyequeue> drspin: never seen it, sorry (no apple stuff in years)",04:06,eyequeue,"drspin: never seen it, sorry (no apple stuff in years)"
10,=== froust [~liam@S0106000f6694d7bf.ed.shawcable.net]  has joined #ubuntu,,,
11,"[04:06] <knghtbrd> and the joy that is having your terminal program claim to be a given terminal, but send the wrong keystrokes for that terminfo  ;)",04:06,knghtbrd,"and the joy that is having your terminal program claim to be a given terminal, but send the wrong keystrokes for that terminfo  ;)"
12,"[04:06] <Adrenal> drspin: nothing, thing is hybrid apps usually suck",04:06,Adrenal,"drspin: nothing, thing is hybrid apps usually suck"
13,[04:06] <froust> Hrm.,04:06,froust,Hrm.
14,[04:06] <froust> Why can't i change my resolution?,04:06,froust,Why can't i change my resolution?
15,[04:06] <Adrenal> i don't know?,04:06,Adrenal,i don't know?
16,"[04:06] <eyequeue> drspin: i would say ""the bash shell"" is where i can do everything, but i do know what you mean :)",04:06,eyequeue,"drspin: i would say ""the bash shell"" is where i can do everything, but i do know what you mean :)"
17,[04:06] <Adrenal> why can't you/,04:06,Adrenal,why can't you/
18,[04:07] <eyequeue> drspin: yours is just a different philosophy than the one i mentioned.  linux allows both :),04:07,eyequeue,drspin: yours is just a different philosophy than the one i mentioned.  linux allows both :)
19,"[04:07] <froust> ""The X Server does not support the XRandR extension. Runtime resolution changes to the display size are not available.""",04:07,froust,"""The X Server does not support the XRandR extension. Runtime resolution changes to the display size are not available."""
20,"[04:07] <drspin> eyequeue: ah, yes, the beauty of linux :)",04:07,drspin,"eyequeue: ah, yes, the beauty of linux :)"
21,[04:07] <Adrenal> indeed it does eyequeue,04:07,Adrenal,indeed it does eyequeue
22,[04:07] <Adrenal> indeed it does,04:07,Adrenal,indeed it does
23,"[04:07] <Adrenal> eheh, converted like 2 ppl over to linux at my last lan",04:07,Adrenal,"eheh, converted like 2 ppl over to linux at my last lan"
24,"[04:08] <eyequeue> vim vs emacs, or (less-so) the one in the /topic, heh",04:08,eyequeue,"vim vs emacs, or (less-so) the one in the /topic, heh"
25,[04:08] <Adrenal> ...if only it had better games support,04:08,Adrenal,...if only it had better games support
26,[04:08] <bitfoo> i like the nano :|,04:08,bitfoo,i like the nano :|
27,"=== knghtbrd thinks that, despite the popularity of CLI among people who know how to use it, the command line is becoming a marginal thing that nobody actually uses anymore",,,
28,"[04:08] <eyequeue> fancy hardware vs, a 486 :)",04:08,eyequeue,"fancy hardware vs, a 486 :)"
29,[04:08] <Adrenal> terminal is better,04:08,Adrenal,terminal is better
30,[04:09] <mcphail> faster,04:09,mcphail,faster
31,=== rob__ [~rob@208.49.141.18]  has joined #ubuntu,,,
32,[04:09] <farruinn> knghtbrd: really? I use the terminal almost all the time,04:09,farruinn,knghtbrd: really? I use the terminal almost all the time
33,[04:09] <farruinn> there's hardly a moment when I don't have one open,04:09,farruinn,there's hardly a moment when I don't have one open
34,[04:09] <bitfoo> if i wanted a terminalo i would build a time machine and go back to 1984 :|,04:09,bitfoo,if i wanted a terminalo i would build a time machine and go back to 1984 :|
35,[04:09] <rob__> hello everyone,04:09,rob__,hello everyone
36,"[04:09] <knghtbrd> farruinn: I'm talking about ""normal"" people",04:09,knghtbrd,"farruinn: I'm talking about ""normal"" people"
37,"[04:09] <Adrenal> the command line, we can rebuild it, we have the technology",04:09,Adrenal,"the command line, we can rebuild it, we have the technology"
38,"[04:09] <knghtbrd> ie, the WIMP crowd",04:09,knghtbrd,"ie, the WIMP crowd"
39,[04:09] <Adrenal> we can make it better then it was before,04:09,Adrenal,we can make it better then it was before
40,"[04:09] <Adrenal> better, stronger, faster",04:09,Adrenal,"better, stronger, faster"
41,=== drspin wishes I were a developer... or a non developer with a lot of free time...,,,
42,=== Adrenal wishes he was a pirate,,,
43,[04:09] <mcphail> My TAB key is my friend.,04:09,mcphail,My TAB key is my friend.
44,[04:10] <Adrenal> really?,04:10,Adrenal,really?
45,[04:10] <Adrenal> i prefer humans,04:10,Adrenal,i prefer humans
46,[04:10] <knghtbrd> drspin: the time is a factor even if you are a developer,04:10,knghtbrd,drspin: the time is a factor even if you are a developer
47,"=== TonyK [~TonyK@adsl-69-151-246-104.dsl.hstntx.swbell.net]  has left #ubuntu [""Leaving""]",,,
48,[04:10] <rob__> Adrenal: i dont think we want to spend 6 million dollers on the command line,04:10,rob__,Adrenal: i dont think we want to spend 6 million dollers on the command line
49,[04:10] <Adrenal> we can try,04:10,Adrenal,we can try
50,[04:10] <knghtbrd> I remember some effort to make a Gnome shell,04:10,knghtbrd,I remember some effort to make a Gnome shell
51,[04:10] <bitfoo> we should spend 6 millino dollars on contact lens computers that are thought activated :|,04:10,bitfoo,we should spend 6 millino dollars on contact lens computers that are thought activated :|
52,[04:11] <quarupted> hey i downloaded a .deb file how do i make it install,04:11,quarupted,hey i downloaded a .deb file how do i make it install
53,[04:11] <rob__> if you can develop that for 6 million you will be a bajilionare,04:11,rob__,if you can develop that for 6 million you will be a bajilionare
54,[04:11] <bitfoo> dpkg -i file.deb,04:11,bitfoo,dpkg -i file.deb
55,[04:11] <Adrenal> so...u walk around walking into things...but u can be looking at porn every waking momnet of your life?,04:11,Adrenal,so...u walk around walking into things...but u can be looking at porn every waking momnet of your life?
56,[04:11] <quarupted> dpkh /dir/file.deb or what?,04:11,quarupted,dpkh /dir/file.deb or what?
